symbol,close,demand_zone_D,demand_fresh,demand_quality,near_demand,supply_zone_D,near_supply,demand_zone_W,supply_zone_W,last_BoS,last_ChoCh,bos_dir,bull_OB,bear_OB,bull_OB_unmitigated,unfilled_bull_FVG,unfilled_bear_FVG,nearest_bull_FVG_below,nearest_bear_FVG_above,buyside_liq_above,sellside_liq_below,liquidity_swept,equal_highs,equal_lows,pd_zone,range_pos_pct,range_high,range_low,in_discount,structure_D,structure_W,structure_aligned
KRISHANA,151.85,"135.02-139.95 (Moderate, tested, 8.5% away)",False,Moderate,False,"135.01-149.71 (Moderate, tested, -11.09% above)",False,"92.01-101.8 (Moderate, FRESH, 49.17% away)",none,bull @ 149.71 on 2026-07-03,bull @ 101.8 on 2026-04-02,bull,"135.4-137.58 (2026-06-23, mitigated)","135.01-147.98 (2026-06-24, mitigated)",False,7,0,142.09-142.4 (2026-07-03),none,none,129.98,none,2,4,Premium,99.3,152.3,91.21,False,bullish (HH/HL),ranging,False
MARKSANS,264.45,"210.02-223.76 (Moderate, FRESH, 18.18% away)",True,Moderate,False,none,False,"181.0-225.49 (Moderate, FRESH, 17.28% away)","209.11-266.5 (Moderate, tested, -20.93% away)",bull @ 260.0 on 2026-06-18,bull @ 260.0 on 2026-06-18,bull,"230.5-244.42 (2026-06-05, mitigated)","190.24-195.0 (2026-04-27, mitigated)",False,9,0,256.07-264.0 (2026-06-30),none,none,180.77,none,2,3,Premium,88.4,278.8,155.0,False,bullish (HH/HL),bearish (LH/LL),False
SOLARINDS,18514.0,"15533.0-16325.0 (Moderate, tested, 13.41% away)",False,Moderate,False,none,False,"12851.0-14130.0 (Moderate, tested, 31.03% away)",none,bull @ 18539.0 on 2026-06-30,bull @ 18539.0 on 2026-06-30,bull,"17344.0-18041.0 (2026-06-25, UNMITIGATED)","18350.0-18745.0 (2026-06-05, mitigated)",True,7,0,17901.0-18490.0 (2026-07-01),none,18734.5,13089.5,buy-side swept (bearish stop-hunt),1,2,Premium,93.4,18972.0,12000.0,False,bullish (HH/HL),bullish (HH/HL),True
NDLVENTURE,133.37,"96.04-107.75 (Moderate, tested, 23.78% away)",False,Moderate,False,none,False,"62.21-75.98 (Moderate, FRESH, 75.53% away)",none,bull @ 128.35 on 2026-05-20,bull @ 94.93 on 2026-01-06,bull,"119.0-122.66 (2026-05-19, mitigated)","122.0-126.0 (2026-05-08, mitigated)",False,0,0,none,none,139.99,117.27,none,5,2,Premium,88.1,140.0,84.2,False,bullish (HH/HL),bullish (HH/HL),True
BHARATFORG,2136.7,"1818.3-1916.1 (Moderate, tested, 11.51% away)",False,Moderate,False,none,False,"1366.7-1599.0 (Moderate, FRESH, 33.63% away)",none,bull @ 1988.5 on 2026-06-15,bull @ 1812.0 on 2026-04-15,bull,"1831.2-1905.0 (2026-05-06, mitigated)","1952.4-2007.4 (2026-05-11, mitigated)",False,4,0,1982.7-2005.5 (2026-06-16),none,none,1873.75,none,1,3,Premium,88.4,2238.0,1366.7,False,bullish (HH/HL),bullish (HH/HL),True
STEELCAS,310.55,"213.35-232.79 (Moderate, tested, 33.4% away)",False,Moderate,False,none,False,"213.35-242.82 (Moderate, FRESH, 27.89% away)",none,bear @ 272.35 on 2026-06-01,bear @ 283.01 on 2026-05-04,bear,"290.95-296.45 (2026-06-19, mitigated)",none,False,2,0,249.0-262.0 (2026-04-09),none,none,272.7,none,3,2,Premium,80.1,344.0,176.02,False,bullish (HH/HL),bullish (HH/HL),True
MBAPL,125.15,"87.16-95.45 (Moderate, FRESH, 31.12% away)",True,Moderate,False,none,False,"86.25-96.38 (Moderate, FRESH, 29.85% away)",none,bull @ 117.0 on 2026-07-01,bull @ 94.14 on 2026-04-01,bull,"111.88-115.02 (2026-06-30, UNMITIGATED)","109.6-115.46 (2026-06-24, mitigated)",True,3,0,115.02-118.48 (2026-07-02),none,none,104.24,none,2,4,Premium,96.4,126.95,76.81,False,bullish (HH/HL),bullish (HH/HL),True
PREMEXPLN,782.05,"719.4-778.0 (Moderate, tested, 0.52% away)",False,Moderate,True,none,False,none,none,bull @ 798.9 on 2026-06-29,bull @ 554.0 on 2026-04-29,bull,"719.4-770.8 (2026-06-25, mitigated)","553.05-570.0 (2026-05-05, mitigated)",False,11,0,741.45-793.15 (2026-06-30),none,none,none,none,1,0,Premium,89.4,829.8,378.4,False,bullish (HH/HL),bearish (LH/LL),False
GAUDIUMIVF,116.9,none,,none,False,none,False,n/a (short),n/a (short),bull @ 113.1 on 2026-07-01,bull @ 113.1 on 2026-07-01,bull,"115.69-117.0 (2026-04-29, mitigated)",none,False,10,0,115.27-116.9 (2026-07-03),none,none,none,none,0,0,Premium,74.8,133.0,69.18,False,ranging,ranging,True
GLAND,2462.3,none,,none,False,none,False,"1629.6-1790.4 (Moderate, tested, 37.53% away)",none,bull @ 2395.0 on 2026-06-30,bull @ 2395.0 on 2026-06-30,bull,"2303.2-2369.5 (2026-06-25, UNMITIGATED)","2215.4-2395.0 (2026-06-11, mitigated)",True,7,0,2381.0-2425.0 (2026-07-01),none,none,1812.85,none,5,3,Premium,93.1,2528.3,1573.6,False,ranging,ranging,True
POWERICA,567.3,none,,none,False,none,False,n/a (short),n/a (short),bull @ 586.3 on 2026-06-19,bull @ 586.3 on 2026-06-19,bull,"473.9-492.0 (2026-06-16, UNMITIGATED)","640.1-676.95 (2026-06-24, mitigated)",True,5,2,535.95-558.0 (2026-06-19),605.5-610.0 (2026-07-03),none,none,none,0,0,Premium,64.8,676.95,365.1,False,ranging,ranging,True
AETHER,1359.6,"1135.0-1261.0 (Moderate, FRESH, 7.82% away)",True,Moderate,True,none,False,"891.6-1058.0 (Moderate, tested, 28.51% away)",none,bull @ 1193.8 on 2026-06-22,bull @ 981.0 on 2026-03-06,bull,"1150.5-1189.3 (2026-06-18, UNMITIGATED)",none,True,2,0,1261.0-1313.8 (2026-06-25),none,none,943.76,none,0,2,Premium,93.4,1392.5,891.6,False,bullish (HH/HL),bullish (HH/HL),True
APCOTEXIND,525.55,"347.15-357.9 (Moderate, tested, 46.84% away)",False,Moderate,False,"397.55-559.9 (Moderate, tested, -24.36% above)",False,"347.0-410.0 (Moderate, FRESH, 28.18% away)",none,bear @ 513.1 on 2026-06-25,bear @ 513.1 on 2026-06-25,bear,"487.0-516.25 (2026-06-03, mitigated)","502.05-545.0 (2026-06-04, mitigated)",False,6,0,430.0-516.2 (2026-05-08),none,none,477.0,none,2,3,Premium,80.1,579.0,310.45,False,ranging,ranging,True
BSE,3816.6,"3840.3-4084.0 (Moderate, tested, -6.55% away)",False,Moderate,False,none,False,"2643.3-3009.0 (Moderate, FRESH, 26.84% away)",none,bull @ 4121.0 on 2026-06-15,bull @ 3009.0 on 2026-04-08,bull,"3971.1-4084.0 (2026-05-15, mitigated)","3870.0-3954.0 (2026-07-01, mitigated)",False,10,3,3663.0-3673.0 (2026-05-04),3966.5-3982.1 (2026-06-24),none,2682.3,none,3,3,Premium,67.1,4446.8,2530.0,False,ranging,ranging,True
GCSL,490.45,"409.1-435.0 (Moderate, FRESH, 12.75% away)",True,Moderate,False,none,False,none,none,bull @ 443.05 on 2026-07-02,bull @ 406.45 on 2026-05-27,bull,"425.4-434.2 (2026-07-01, UNMITIGATED)","347.0-372.5 (2026-03-27, mitigated)",True,2,0,434.2-462.05 (2026-07-03),none,none,324.79,none,3,2,Premium,97.0,496.85,280.0,False,ranging,ranging,True
CALSOFT,22.29,"13.54-15.54 (Moderate, tested, 43.44% away)",False,Moderate,False,"22.16-26.51 (Moderate, tested, -0.58% above)",False,"18.4-23.22 (Moderate, tested, -4.01% away)",none,bull @ 23.22 on 2026-06-18,bull @ 12.92 on 2026-04-30,bull,"19.8-20.53 (2026-06-11, UNMITIGATED)","22.16-22.91 (2026-05-07, mitigated)",True,9,1,21.98-24.0 (2026-06-18),24.39-25.27 (2026-06-25),none,13.75,none,0,4,Premium,67.3,27.83,10.9,False,bullish (HH/HL),ranging,False
GVT&D,4401.5,none,,none,False,"4776.0-5222.1 (Moderate, tested, 8.51% above)",False,"2523.2-3224.2 (Moderate, tested, 36.51% away)",none,bear @ 4660.0 on 2026-07-03,bear @ 4660.0 on 2026-07-03,bear,"4740.0-5012.0 (2026-06-15, mitigated)","5229.5-5632.0 (2026-06-19, UNMITIGATED)",False,3,4,4154.3-4227.0 (2026-04-21),4581.6-4822.6 (2026-07-03),none,none,none,0,0,Premium,60.1,5650.0,2523.2,False,bullish (HH/HL),ranging,False
RAYMOND,607.9,"448.15-501.65 (Moderate, tested, 21.18% away)",False,Moderate,False,none,False,"414.35-544.0 (Moderate, tested, 11.75% away)","1451.1-1658.0 (Moderate, FRESH, 138.71% away)",bull @ 569.0 on 2026-06-12,bull @ 569.0 on 2026-06-12,bull,"506.0-525.45 (2026-06-05, UNMITIGATED)","451.2-470.0 (2026-04-30, mitigated)",True,8,0,572.9-585.1 (2026-06-15),none,616.43,433.02,none,1,2,Premium,96.6,617.9,320.0,False,ranging,bearish (LH/LL),False
IFCI,75.91,"70.01-79.06 (Moderate, tested, -3.98% away)",False,Moderate,False,none,False,"57.87-70.2 (Moderate, tested, 8.13% away)",none,bear @ 80.61 on 2026-06-24,bear @ 80.61 on 2026-06-24,bear,"70.01-73.27 (2026-06-11, UNMITIGATED)","89.0-95.8 (2026-06-17, UNMITIGATED)",True,8,3,73.27-84.7 (2026-06-15),80.56-81.12 (2026-06-25),none,60.7,none,2,2,Premium,59.7,95.8,46.4,False,bullish (HH/HL),bullish (HH/HL),True
MACPOWER,1422.2,"1135.15-1190.1 (Moderate, FRESH, 19.5% away)",True,Moderate,False,none,False,none,none,bull @ 1244.95 on 2026-06-29,bull @ 1030.45 on 2026-06-18,bull,"1150.1-1187.0 (2026-06-25, UNMITIGATED)","820.0-846.1 (2026-01-29, mitigated)",True,6,0,1380.0-1389.0 (2026-07-03),none,none,none,none,2,0,Premium,95.3,1453.1,790.0,False,ranging,bullish (HH/HL),False
BIRLACABLE,192.35,"125.0-152.8 (Moderate, tested, 25.88% away)",False,Moderate,False,"194.0-235.68 (Moderate, tested, 0.86% above)",True,"104.0-136.78 (Moderate, FRESH, 40.63% away)",none,bull @ 190.43 on 2026-05-29,bull @ 152.59 on 2026-04-17,bull,"140.0-149.5 (2026-04-16, mitigated)","224.68-235.68 (2026-06-04, mitigated)",False,8,1,175.89-184.68 (2026-05-28),215.4-218.0 (2026-06-24),none,none,none,0,0,Premium,64.5,241.0,104.0,False,ranging,ranging,True
PANAMAPET,425.55,"371.95-418.95 (Moderate, tested, 1.58% away)",False,Moderate,True,none,False,"289.75-408.85 (Moderate, tested, 4.08% away)",none,bull @ 408.85 on 2026-06-19,bull @ 273.8 on 2026-04-07,bull,"371.95-387.0 (2026-06-17, UNMITIGATED)","409.2-489.9 (2026-06-19, mitigated)",True,4,3,387.0-409.2 (2026-06-19),404.85-445.25 (2026-06-26),none,283.85,none,2,4,Premium,69.4,512.05,229.0,False,bullish (HH/HL),bearish (LH/LL),False
VIYASH,294.15,"199.88-208.08 (Moderate, FRESH, 41.36% away)",True,Moderate,False,none,False,none,none,bull @ 278.9 on 2026-07-01,bull @ 212.83 on 2026-05-06,bull,"243.25-250.8 (2026-06-17, UNMITIGATED)","247.9-262.0 (2026-05-25, mitigated)",True,9,0,278.8-286.15 (2026-07-02),none,none,205.25,none,0,2,Premium,97.6,297.0,178.13,False,bullish (HH/HL),bearish (LH/LL),False
CORONA,2037.9,none,,none,False,none,False,n/a (short),n/a (short),bull @ 2023.0 on 2026-07-03,bull @ 1666.9 on 2026-04-20,bull,"1561.4-1599.0 (2026-04-16, mitigated)","1700.0-1807.4 (2026-05-11, mitigated)",False,4,0,1998.0-2030.0 (2026-07-03),none,none,1657.2,none,1,2,Premium,91.5,2100.7,1363.9,False,ranging,ranging,True
DBOL,111.92,"95.0-111.45 (Moderate, tested, 0.42% away)",False,Moderate,True,none,False,"74.4-82.49 (Moderate, FRESH, 35.68% away)",none,bear @ 112.11 on 2026-06-23,bear @ 112.11 on 2026-06-23,bear,"106.15-111.95 (2026-06-10, mitigated)","107.9-111.99 (2026-06-08, mitigated)",False,3,1,105.18-107.2 (2026-06-01),123.7-127.01 (2026-05-06),115.08,108.28,sell-side swept (bullish stop-hunt),4,2,Premium,67.7,130.73,72.52,False,bullish (HH/HL),bullish (HH/HL),True
SUYOG,876.85,"622.8-688.95 (Moderate, tested, 27.27% away)",False,Moderate,False,none,False,"581.8-722.95 (Moderate, tested, 21.29% away)",none,bull @ 850.0 on 2026-07-02,bull @ 850.0 on 2026-07-02,bull,"641.0-675.0 (2026-04-06, mitigated)","756.0-785.0 (2026-06-04, mitigated)",False,5,0,768.7-799.0 (2026-06-18),none,none,751.43,none,2,2,Premium,97.7,885.0,528.0,False,ranging,ranging,True
FINCABLES,1100.1,"1029.35-1108.25 (Moderate, tested, -0.74% away)",False,Moderate,True,"1066.35-1184.8 (Moderate, tested, -3.07% above)",False,"785.85-1022.0 (Moderate, tested, 7.64% away)",none,bear @ 1103.9 on 2026-07-03,bear @ 1103.9 on 2026-07-03,bear,"1109.4-1155.0 (2026-06-25, mitigated)","1090.5-1184.8 (2026-05-27, mitigated)",False,7,0,1066.5-1116.6 (2026-06-18),none,none,none,none,0,0,Premium,79.4,1203.9,700.8,False,bullish (HH/HL),bullish (HH/HL),True
ADANIENT,3212.1,"2400.1-2546.1 (Moderate, FRESH, 26.16% away)",True,Moderate,False,none,False,"1753.0-2030.0 (Moderate, tested, 58.23% away)",none,bull @ 3105.0 on 2026-07-01,bull @ 2027.0 on 2026-04-08,bull,"2955.0-3020.0 (2026-06-29, UNMITIGATED)","3001.0-3065.0 (2026-06-22, mitigated)",True,10,0,3054.6-3147.0 (2026-07-02),none,none,2175.3,none,1,2,Premium,98.8,3229.6,1753.0,False,bullish (HH/HL),bearish (LH/LL),False
GHCLTEXTIL,106.75,"92.59-101.8 (Moderate, FRESH, 4.86% away)",True,Moderate,True,none,False,none,none,bull @ 97.92 on 2026-06-30,bull @ 97.92 on 2026-06-30,bull,"96.42-100.86 (2026-07-01, UNMITIGATED)","93.01-97.92 (2026-06-24, mitigated)",True,4,0,100.86-104.15 (2026-07-03),none,none,71.04,none,2,1,Premium,98.9,107.2,65.26,False,ranging,ranging,True
ONIDA,44.36,"32.2-34.89 (Moderate, FRESH, 27.14% away)",True,Moderate,False,none,False,"27.36-36.6 (Moderate, tested, 21.2% away)",none,bull @ 43.0 on 2026-07-02,bull @ 39.3 on 2026-06-19,bull,"37.53-39.3 (2026-06-15, mitigated)","40.2-42.5 (2026-06-04, mitigated)",False,5,0,42.1-43.45 (2026-07-03),none,none,28.7,none,1,1,Premium,81.7,49.23,22.68,False,bearish (LH/LL),bullish (HH/HL),False
MOREPENLAB,59.07,"42.5-46.42 (Moderate, FRESH, 27.25% away)",True,Moderate,False,none,False,none,"57.0-66.4 (Moderate, tested, -3.5% away)",bull @ 53.66 on 2026-06-29,bull @ 41.58 on 2026-04-17,bull,"51.41-53.24 (2026-06-24, UNMITIGATED)","44.1-46.56 (2026-05-08, mitigated)",True,5,0,54.9-58.82 (2026-07-01),none,none,40.0,none,0,2,Premium,85.7,63.4,33.05,False,bullish (HH/HL),ranging,False
HSCL,680.65,none,,none,False,none,False,"423.2-498.0 (Moderate, FRESH, 36.68% away)",none,bull @ 625.0 on 2026-06-04,bull @ 456.1 on 2026-03-25,bull,"580.9-614.7 (2026-06-03, UNMITIGATED)","669.55-693.3 (2026-06-30, mitigated)",True,8,0,614.7-624.2 (2026-06-05),none,none,458.18,none,2,2,Premium,87.4,718.0,421.0,False,bullish (HH/HL),bearish (LH/LL),False
AKUMS,626.8,"538.2-572.7 (Moderate, FRESH, 9.45% away)",True,Moderate,False,none,False,"500.05-572.7 (Moderate, FRESH, 9.45% away)",none,bull @ 635.0 on 2026-07-02,bull @ 492.95 on 2026-03-10,bull,"542.85-557.5 (2026-06-08, UNMITIGATED)","615.0-634.0 (2026-06-12, mitigated)",True,4,0,619.25-622.0 (2026-06-30),none,none,457.35,none,1,1,Premium,92.3,645.0,409.3,False,bullish (HH/HL),bearish (LH/LL),False
GOCLCORP,403.5,"291.1-348.0 (Moderate, FRESH, 15.95% away)",True,Moderate,False,none,False,"223.35-294.45 (Moderate, tested, 37.04% away)",none,bull @ 441.0 on 2026-06-22,bull @ 336.0 on 2026-05-25,bull,"399.5-411.95 (2026-06-17, mitigated)","434.55-459.9 (2026-06-22, UNMITIGATED)",False,6,2,388.15-402.2 (2026-06-15),411.65-417.15 (2026-06-29),none,285.57,none,2,2,Premium,76.2,459.9,223.35,False,bullish (HH/HL),bullish (HH/HL),True
LIKHITHA,262.3,"155.5-179.95 (Moderate, FRESH, 45.76% away)",True,Moderate,False,none,False,"131.45-179.95 (Moderate, FRESH, 45.76% away)",none,bull @ 238.0 on 2026-06-16,bull @ 211.0 on 2026-06-05,bull,"155.5-179.95 (2026-03-30, UNMITIGATED)","221.15-252.81 (2026-04-08, mitigated)",True,7,1,248.0-251.46 (2026-06-23),269.8-270.48 (2026-07-01),none,none,none,2,0,Premium,93.1,272.0,131.45,False,ranging,bullish (HH/HL),False
CGPOWER,892.55,"857.05-890.0 (Moderate, tested, 0.29% away)",False,Moderate,True,none,False,"525.5-661.0 (Moderate, tested, 35.03% away)",none,bear @ 912.0 on 2026-07-03,bear @ 912.0 on 2026-07-03,bear,"864.8-884.4 (2026-05-25, mitigated)","882.0-938.0 (2026-05-27, mitigated)",False,7,1,857.75-858.0 (2026-05-22),926.0-950.0 (2026-07-03),none,none,none,0,0,Premium,80.6,980.9,525.5,False,bullish (HH/HL),ranging,False
STEELXIND,12.74,"9.79-10.13 (Moderate, tested, 25.77% away)",False,Moderate,False,none,False,"8.01-11.04 (Moderate, tested, 15.4% away)",none,bear @ 11.72 on 2026-06-11,bear @ 11.72 on 2026-06-11,bear,"9.91-10.75 (2026-05-25, mitigated)","10.21-10.9 (2026-04-23, mitigated)",False,3,1,11.9-12.1 (2026-06-16),13.01-13.05 (2026-06-24),none,8.49,none,0,4,Premium,82.6,13.95,7.0,False,bullish (HH/HL),ranging,False
DIACABS,198.89,"168.06-184.75 (Moderate, tested, 7.65% away)",False,Moderate,True,none,False,"97.7-143.4 (Moderate, tested, 38.7% away)",none,bear @ 200.12 on 2026-07-03,bear @ 200.12 on 2026-07-03,bear,"168.3-176.0 (2026-05-12, UNMITIGATED)","191.88-210.0 (2026-05-26, mitigated)",True,6,0,177.6-192.0 (2026-05-15),none,none,191.5,none,1,3,Premium,80.6,219.0,115.57,False,bullish (HH/HL),ranging,False
NEPHROPLUS,671.95,"536.0-611.6 (Moderate, tested, 9.87% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bull @ 663.9 on 2026-06-05,bull @ 541.95 on 2026-04-08,bull,"656.0-691.15 (2026-06-08, mitigated)","705.35-760.0 (2026-06-11, mitigated)",False,2,1,615.55-624.25 (2026-06-02),695.05-720.1 (2026-06-24),none,none,none,1,0,Premium,67.3,769.75,470.55,False,ranging,ranging,True
SOTL,532.65,"411.65-450.35 (Moderate, FRESH, 18.27% away)",True,Moderate,False,none,False,"361.8-467.9 (Moderate, FRESH, 13.84% away)",none,bull @ 599.0 on 2026-06-16,bull @ 347.95 on 2026-04-15,bull,"411.65-445.0 (2026-06-01, UNMITIGATED)","571.35-586.9 (2026-06-24, UNMITIGATED)",True,8,1,440.0-527.0 (2026-06-04),527.95-571.35 (2026-06-26),none,354.78,none,2,1,Premium,73.0,624.0,285.8,False,bullish (HH/HL),bearish (LH/LL),False
AMBIKCO,1735.6,"1620.0-1706.1 (Moderate, tested, 1.73% away)",False,Moderate,True,none,False,"1337.5-1599.0 (Moderate, tested, 8.54% away)",none,bull @ 1699.0 on 2026-06-24,bull @ 1447.6 on 2026-04-22,bull,"1649.5-1689.4 (2026-06-23, UNMITIGATED)","1358.4-1383.8 (2026-03-12, mitigated)",True,6,0,1689.4-1715.9 (2026-06-25),none,none,1511.5,none,0,2,Premium,88.7,1816.3,1101.0,False,bullish (HH/HL),ranging,False
HARDWYN,24.75,"16.55-17.96 (Moderate, tested, 37.81% away)",False,Moderate,False,"26.5-27.79 (Moderate, tested, 7.07% above)",False,none,"19.95-27.79 (Moderate, tested, -19.39% away)",bear @ 24.79 on 2026-06-05,bear @ 24.79 on 2026-06-05,bear,"23.35-24.15 (2026-05-18, mitigated)","26.5-27.37 (2026-04-29, mitigated)",False,3,0,22.45-24.86 (2026-04-21),none,none,23.64,none,1,4,Premium,73.4,28.28,15.03,False,ranging,bullish (HH/HL),False
QPOWER,1132.1,"1135.1-1298.4 (Moderate, tested, -12.81% away)",False,Moderate,False,"1315.5-1401.0 (Moderate, tested, 16.2% above)",False,"762.85-1003.05 (Moderate, tested, 12.87% away)",none,bull @ 1174.0 on 2026-06-12,bull @ 1174.0 on 2026-06-12,bull,"1185.6-1263.1 (2026-06-17, mitigated)","1347.0-1427.0 (2026-04-29, UNMITIGATED)",False,4,1,1072.0-1105.7 (2026-06-09),1235.0-1255.4 (2026-06-30),none,780.62,none,1,1,Premium,64.1,1441.0,581.0,False,bullish (HH/HL),bullish (HH/HL),True
JTLIND,82.29,"64.9-70.07 (Moderate, tested, 17.44% away)",False,Moderate,False,"76.2-84.0 (Moderate, tested, -7.4% above)",False,"51.39-61.99 (Moderate, tested, 32.75% away)",none,bull @ 72.28 on 2026-06-09,bull @ 72.28 on 2026-06-09,bull,"74.51-77.64 (2026-06-18, mitigated)","79.0-84.0 (2026-05-11, mitigated)",False,3,0,67.2-70.1 (2026-06-05),none,83.78,76.03,sell-side swept (bullish stop-hunt),1,4,Premium,94.0,84.97,40.25,False,bullish (HH/HL),bullish (HH/HL),True
BOROSCI,166.45,"153.05-162.01 (Moderate, FRESH, 2.74% away)",True,Moderate,True,none,False,"111.3-126.19 (Moderate, FRESH, 31.9% away)",none,bull @ 162.01 on 2026-06-29,bull @ 111.0 on 2026-04-02,bull,"154.0-157.99 (2026-06-25, UNMITIGATED)","117.2-121.58 (2026-05-11, mitigated)",True,5,0,154.84-170.0 (2026-06-30),none,none,112.15,none,4,3,Premium,82.9,180.8,96.64,False,bullish (HH/HL),ranging,False
QUADFUTURE,469.8,"402.65-438.0 (Moderate, tested, 7.26% away)",False,Moderate,True,none,False,"277.25-351.9 (Moderate, FRESH, 33.5% away)",none,bull @ 465.45 on 2026-07-03,bull @ 351.9 on 2026-06-15,bull,"402.65-418.9 (2026-06-23, UNMITIGATED)","303.85-317.0 (2026-02-10, mitigated)",True,5,0,418.9-445.5 (2026-06-25),none,none,287.55,none,3,1,Premium,96.6,477.0,262.25,False,bullish (HH/HL),ranging,False
ABSLAMC,1178.4,"1075.7-1167.6 (Moderate, tested, 0.92% away)",False,Moderate,True,none,False,"710.3-801.15 (Moderate, tested, 47.09% away)",none,bull @ 1089.5 on 2026-06-10,bull @ 1047.1 on 2026-05-29,bull,"1090.8-1129.5 (2026-06-17, mitigated)","1180.0-1224.0 (2026-06-23, mitigated)",False,1,0,947.55-962.15 (2026-04-09),none,none,996.9,none,2,2,Premium,90.4,1224.9,739.6,False,bullish (HH/HL),bullish (HH/HL),True
544141,284.0,"250.0-310.0 (Moderate, tested, -8.39% away)",False,Moderate,False,none,False,"210.0-237.65 (Moderate, FRESH, 19.5% away)",none,bull @ 282.0 on 2026-07-01,bull @ 282.0 on 2026-07-01,bull,"269.0-271.15 (2026-06-24, UNMITIGATED)","272.0-281.5 (2026-06-22, mitigated)",True,6,1,276.3-282.0 (2026-07-02),302.2-315.05 (2026-04-29),none,269.0,none,2,2,Premium,66.5,333.95,185.0,False,ranging,bullish (HH/HL),False
GOODLUCK,1490.2,"1306.6-1373.5 (Moderate, FRESH, 8.5% away)",True,Moderate,False,none,False,none,none,bull @ 1392.0 on 2026-06-19,bull @ 1064.3 on 2026-04-08,bull,"1391.7-1429.9 (2026-06-25, UNMITIGATED)","1452.0-1516.0 (2026-06-22, mitigated)",True,6,0,1429.9-1475.1 (2026-06-30),none,none,1270.45,none,2,3,Premium,92.2,1538.9,915.0,False,bullish (HH/HL),ranging,False
SONACOMS,660.1,"608.3-629.95 (Moderate, FRESH, 4.79% away)",True,Moderate,True,none,False,none,none,bull @ 632.2 on 2026-07-02,bull @ 632.2 on 2026-07-02,bull,"615.4-628.0 (2026-07-01, UNMITIGATED)","586.15-613.1 (2026-04-30, mitigated)",True,5,0,628.0-658.0 (2026-07-03),none,none,568.92,none,1,2,Premium,94.7,672.6,437.7,False,bullish (HH/HL),bullish (HH/HL),True
BHARATSE,239.73,"182.81-194.77 (Moderate, FRESH, 23.08% away)",True,Moderate,False,none,False,"133.6-179.74 (Moderate, tested, 33.38% away)",none,bull @ 195.0 on 2026-07-01,bull @ 190.24 on 2026-06-19,bull,"184.5-188.78 (2026-06-24, UNMITIGATED)","185.09-193.69 (2026-05-27, mitigated)",True,7,0,227.84-230.16 (2026-07-03),none,none,155.9,none,3,1,Premium,86.9,255.74,133.6,False,ranging,ranging,True
SHREEJISPG,520.8,"449.0-474.5 (Moderate, tested, 9.76% away)",False,Moderate,False,none,False,"303.5-394.0 (Moderate, tested, 32.18% away)",none,bull @ 505.65 on 2026-07-02,bull @ 363.0 on 2026-04-15,bull,"478.4-486.3 (2026-06-29, UNMITIGATED)","458.8-469.3 (2026-05-27, mitigated)",True,7,0,503.15-516.9 (2026-07-03),none,none,315.98,none,1,1,Premium,98.8,523.5,303.5,False,bullish (HH/HL),ranging,False
REFEX,358.4,"312.15-329.9 (Moderate, FRESH, 8.64% away)",True,Moderate,False,none,False,none,"312.3-363.4 (Moderate, tested, -12.86% away)",bull @ 344.6 on 2026-06-25,bull @ 344.6 on 2026-06-25,bull,"316.95-327.5 (2026-06-18, UNMITIGATED)","296.6-344.6 (2026-05-27, mitigated)",True,12,0,348.95-354.35 (2026-06-30),none,none,251.12,none,1,3,Premium,92.9,371.4,188.0,False,bullish (HH/HL),bearish (LH/LL),False
MAHABANK,88.53,"87.22-89.85 (Moderate, tested, -1.47% away)",False,Moderate,True,none,False,"55.51-59.68 (Moderate, FRESH, 48.34% away)",none,bull @ 91.2 on 2026-06-29,bull @ 66.89 on 2026-04-08,bull,"88.0-89.4 (2026-06-25, mitigated)",none,False,7,0,84.4-88.23 (2026-06-15),none,none,61.57,none,2,1,Premium,82.8,94.5,59.79,False,bullish (HH/HL),bullish (HH/HL),True
AVADHSUGAR,511.9,"442.0-459.0 (Moderate, FRESH, 11.53% away)",True,Moderate,False,none,False,none,none,bull @ 474.0 on 2026-07-01,bull @ 474.0 on 2026-07-01,bull,"461.25-479.0 (2026-06-30, mitigated)","468.0-492.3 (2026-06-04, mitigated)",False,3,1,482.0-495.0 (2026-07-03),509.1-516.45 (2026-05-11),none,442.0,none,0,2,Premium,91.1,531.9,306.05,False,ranging,bullish (HH/HL),False
SINDHUTRAD,27.66,"21.64-23.78 (Moderate, FRESH, 16.32% away)",True,Moderate,False,none,False,"17.64-21.95 (Moderate, tested, 26.01% away)",none,bull @ 26.32 on 2026-07-03,bull @ 23.78 on 2026-05-20,bull,"21.64-23.55 (2026-05-18, UNMITIGATED)","22.9-23.6 (2026-05-13, mitigated)",True,4,0,25.66-26.17 (2026-07-03),none,none,24.18,none,2,3,Premium,91.1,28.64,17.64,False,ranging,bullish (HH/HL),False
MENONBE,158.77,"136.29-149.0 (Moderate, FRESH, 6.56% away)",True,Moderate,True,none,False,"133.0-159.9 (Moderate, tested, -0.71% away)",none,bull @ 159.0 on 2026-06-09,bull @ 129.8 on 2026-05-07,bull,"167.01-172.8 (2026-06-15, mitigated)",none,False,5,0,149.0-161.5 (2026-06-10),none,none,103.38,none,1,2,Premium,70.2,183.0,101.8,False,ranging,bearish (LH/LL),False
