symbol,name,exchange,CMP,move_start_date,vcp_quality,vcp_status,num_contractions,contractions,C1_pct,C2_pct,C3_pct,depths_decreasing,final_contraction_tight,vdu_confirmed,vdu_ratio,pivot,pct_from_pivot,breakout_vol_ratio,breakout_vol_gt40pct,near_52w_high,num_legs,leg_gains_pct,leg3_highest_pivot,leg3_vol_expansion,fib_ratio_L3_L1,fib_extension,cleared_52w_high,time_contraction,third_leg_confirmed,bars_daily,vcp_leg_score_10
CONFIPET,Confidence Petroleum India Limited,NSE,77.61,2026-03-09,No VCP,extended past pivot,3.0,C1:-10.8%/2b | C2:-5.5%/1b | C3:-13.6%/3b,10.8,5.5,13.6,False,True,False,1.2,66.0,17.59,0.7,False,True,6.0,L1:+35% | L2:+85% | L3:+21%,False,False,1.06,1.06x,False,False,False,354.0,4.0
KSHINTL,KSH International Limited,NSE,819.45,2026-01-13,No VCP,AT PIVOT (actionable),3.0,C1:-10.5%/2b | C2:-17.1%/6b | C3:-10.4%/3b,10.5,17.1,10.4,False,True,False,1.04,835.0,-1.86,0.8,False,True,9.0,L1:+11% | L2:+14% | L3:+9%,False,False,0.86,0.86x,False,True,False,112.0,4.0
SUPRIYA,Supriya Lifescience Limited,NSE,947.95,2026-03-23,No VCP,forming / still basing,3.0,C1:-4.6%/5b | C2:-5.0%/5b | C3:-8.3%/1b,4.6,5.0,8.3,False,True,False,3.88,1085.0,-12.63,1.2,False,False,4.0,L1:+17% | L2:+17% | L3:+7%,False,False,0.53,0.53x,False,True,False,353.0,4.0
SPORTKING,Sportking India Limited,NSE,180.38,2026-01-21,No VCP,forming / still basing,3.0,C1:-11.0%/3b | C2:-8.0%/3b | C3:-7.6%/4b,11.0,8.0,7.6,True,True,False,2.44,192.9,-6.49,0.75,False,False,8.0,L1:+54% | L2:+6% | L3:+11%,False,False,0.27,0.27x,False,False,False,353.0,4.0
SCPL,Sheetal Cool Products Limited,NSE,466.3,2025-12-08,Moderate VCP,AT PIVOT (actionable),3.0,C1:-2.0%/1b | C2:-8.5%/3b | C3:-15.3%/4b,2.0,8.5,15.3,False,False,True,0.82,467.8,-0.32,0.7,False,True,11.0,L1:+70% | L2:+7% | L3:+9%,False,False,0.19,0.19x,False,False,False,352.0,4.0
NGLFINE,NGL Fine-Chem Limited,NSE,2742.6,2025-12-19,No VCP,forming / still basing,3.0,C1:-10.7%/3b | C2:-21.1%/4b | C3:-12.3%/2b,10.7,21.1,12.3,False,True,False,1.3,3005.0,-8.73,2.7,True,False,10.0,L1:+26% | L2:+84% | L3:+14%,False,False,0.98,0.98x,False,False,False,354.0,4.0
UNIPARTS,Uniparts India Limited,NSE,633.95,2025-09-29,No VCP,BROKEN OUT (fresh),3.0,C1:-7.0%/4b | C2:-10.2%/5b | C3:-5.6%/3b,7.0,10.2,5.6,False,True,False,1.14,623.05,1.75,1.0,False,True,15.0,L1:+34% | L2:+15% | L3:+14%,False,False,0.47,0.47x,False,False,False,353.0,4.0
SANDHAR,Sandhar Technologies Limited,NSE,703.1,2026-03-30,No VCP,AT PIVOT (actionable),3.0,C1:-4.2%/3b | C2:-7.9%/1b | C3:-7.3%/2b,4.2,7.9,7.3,False,True,False,1.46,720.0,-2.35,0.38,False,True,5.0,L1:+22% | L2:+9% | L3:+12%,False,False,0.61,0.61x,False,True,False,354.0,4.0
CRAFTSMAN,Craftsman Automation Limited,NSE,9065.0,2025-10-15,Moderate VCP,AT PIVOT (actionable),3.0,C1:-5.8%/6b | C2:-3.9%/1b | C3:-15.4%/6b,5.8,3.9,15.4,False,False,True,0.7,9259.0,-2.1,0.28,False,True,13.0,L1:+9% | L2:+12% | L3:+9%,False,False,1.08,1.08x,False,False,False,352.0,4.0
511523,Veerhealth Care Ltd,BSE,24.25,2025-11-25,No VCP,AT PIVOT (actionable),3.0,C1:-5.2%/1b | C2:-3.7%/3b | C3:-12.6%/3b,5.2,3.7,12.6,False,True,False,1.58,24.94,-2.77,1.21,False,True,11.0,L1:+19% | L2:+4% | L3:+10%,False,False,0.54,0.54x,False,True,False,351.0,4.0
POWERINDIA,Hitachi Energy India Limited,NSE,36870.0,2026-01-16,No VCP,AT PIVOT (actionable),3.0,C1:-7.2%/2b | C2:-9.5%/4b | C3:-9.9%/2b,7.2,9.5,9.9,False,True,False,1.37,38645.0,-4.59,0.67,False,True,6.0,L1:+60% | L2:+8% | L3:+8%,False,False,0.19,0.19x,False,False,False,354.0,4.0
RUBICON,Rubicon Research Limited,NSE,1202.5,2025-10-24,No VCP,forming / still basing,3.0,C1:-9.3%/2b | C2:-9.1%/4b | C3:-6.4%/5b,9.3,9.1,6.4,True,True,False,5.82,1370.0,-12.23,1.24,False,False,12.0,L1:+16% | L2:+23% | L3:+14%,False,False,0.93,0.93x,False,False,False,156.0,4.0
HCC,Hindustan Construction Company Limited,NSE,24.02,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-10.8%/3b | C2:-17.4%/10b | C3:-6.9%/3b,10.8,17.4,6.9,False,True,False,1.12,23.7,1.35,1.01,False,False,3.0,L1:+81% | L2:+16% | L3:+11%,False,False,0.22,0.22x,False,True,False,354.0,4.0
RAIN,Rain Industries Limited,NSE,197.09,2025-12-08,No VCP,BROKEN OUT (fresh),3.0,C1:-8.5%/4b | C2:-6.8%/4b | C3:-11.5%/5b,8.5,6.8,11.5,False,True,False,1.24,183.0,7.7,0.66,False,True,11.0,L1:+14% | L2:+41% | L3:+6%,False,False,0.61,0.61x,False,False,False,354.0,4.0
SAMMAANCAP,Sammaan Capital Limited,NSE,184.28,2026-03-23,No VCP,extended past pivot,3.0,C1:-4.4%/4b | C2:-11.0%/10b | C3:-8.9%/3b,4.4,11.0,8.9,False,True,False,0.86,152.7,20.68,1.17,False,True,4.0,L1:+17% | L2:+9% | L3:+9%,False,False,0.56,0.56x,False,False,False,354.0,4.0
NEOGEN,Neogen Chemicals Limited,NSE,1903.6,2025-12-09,No VCP,BROKEN OUT (fresh),3.0,C1:-26.6%/13b | C2:-4.4%/2b | C3:-14.0%/2b,26.6,4.4,14.0,False,True,False,1.23,1883.0,1.09,0.79,False,True,9.0,L1:+17% | L2:+13% | L3:+23%,False,False,1.51,~1.618x,False,False,False,354.0,4.0
E2E,E2E Networks Limited,NSE,452.9,2025-12-29,No VCP,extended past pivot,3.0,C1:-13.0%/6b | C2:-8.0%/5b | C3:-17.9%/5b,13.0,8.0,17.9,False,False,False,2.06,360.62,25.59,0.08,False,True,12.0,L1:+10% | L2:+5% | L3:+19%,False,True,2.06,2.06x,False,True,False,354.0,4.0
AARTIIND,Aarti Industries Limited,NSE,458.05,2026-01-21,No VCP,forming / still basing,3.0,C1:-8.2%/3b | C2:-8.8%/2b | C3:-15.8%/10b,8.2,8.8,15.8,False,False,True,0.46,501.4,-8.65,0.58,False,False,8.0,L1:+40% | L2:+6% | L3:+4%,False,False,0.13,0.13x,False,True,False,354.0,4.0
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,625.55,2026-01-29,No VCP,forming / still basing,3.0,C1:-11.3%/4b | C2:-4.3%/4b | C3:-11.5%/4b,11.3,4.3,11.5,False,True,False,0.91,770.0,-18.76,1.16,False,False,7.0,L1:+53% | L2:+8% | L3:+8%,False,False,0.2,0.20x,False,True,False,352.0,4.0
CHENNPETRO,Chennai Petroleum Corporation Limited,NSE,1181.4,2025-10-17,No VCP,BROKEN OUT (fresh),3.0,C1:-6.9%/2b | C2:-8.9%/3b | C3:-14.8%/14b,6.9,8.9,14.8,False,True,False,0.93,1150.0,2.73,0.58,False,True,14.0,L1:+53% | L2:+6% | L3:+8%,False,False,0.19,0.19x,False,True,False,354.0,4.0
DJML,DJ Mediaprint & Logistics Limited,NSE,111.29,2025-12-11,No VCP,BROKEN OUT (fresh),3.0,C1:-7.1%/1b | C2:-5.5%/2b | C3:-6.4%/3b,7.1,5.5,6.4,False,True,False,2.81,108.0,3.05,5.33,True,False,8.0,L1:+39% | L2:+9% | L3:+67%,False,False,2.05,2.05x,False,False,False,353.0,4.0
SENORES,Senores Pharmaceuticals Limited,NSE,1034.7,2025-09-26,No VCP,forming / still basing,3.0,C1:-7.8%/2b | C2:-7.1%/6b | C3:-13.1%/5b,7.8,7.1,13.1,False,True,False,1.05,1173.8,-11.85,0.26,False,False,17.0,L1:+12% | L2:+6% | L3:+12%,False,False,1.1,1.10x,False,True,False,354.0,4.0
AMBIKCO,Ambika Cotton Mills Limited,NSE,1633.9,2026-01-21,No VCP,forming / still basing,3.0,C1:-10.4%/3b | C2:-4.6%/3b | C3:-6.3%/3b,10.4,4.6,6.3,False,True,False,1.01,1750.0,-6.63,0.72,False,True,8.0,L1:+29% | L2:+6% | L3:+6%,False,False,0.27,0.27x,False,True,False,353.0,4.0
NLCINDIA,NLC India Limited,NSE,336.6,2025-12-10,No VCP,forming / still basing,3.0,C1:-7.3%/3b | C2:-12.4%/7b | C3:-6.2%/3b,7.3,12.4,6.2,False,True,True,0.63,355.5,-5.32,0.48,False,False,10.0,L1:+18% | L2:+6% | L3:+12%,False,False,0.65,0.65x,False,False,False,354.0,4.0
ADFFOODS,ADF Foods Limited,NSE,282.8,2026-03-27,No VCP,AT PIVOT (actionable),3.0,C1:-8.2%/5b | C2:-7.6%/2b | C3:-9.8%/5b,8.2,7.6,9.8,False,True,False,0.96,288.0,-1.81,0.39,False,True,4.0,L1:+84% | L2:+9% | L3:+11%,False,False,0.23,0.23x,False,True,False,354.0,4.0
BODALCHEM,Bodal Chemicals Limited,NSE,71.2,2026-03-13,No VCP,AT PIVOT (actionable),3.0,C1:-5.7%/7b | C2:-12.9%/3b | C3:-14.4%/6b,5.7,12.9,14.4,False,True,True,0.24,74.4,-4.3,0.11,False,False,5.0,L1:+36% | L2:+38% | L3:+16%,False,False,0.68,0.68x,False,False,False,353.0,4.0
GVT&D,GE Vernova T&D India Limited,NSE,5067.0,2026-01-21,No VCP,AT PIVOT (actionable),3.0,C1:-5.3%/4b | C2:-12.3%/3b | C3:-10.1%/1b,5.3,12.3,10.1,False,True,False,1.38,5222.1,-2.97,1.05,False,True,10.0,L1:+47% | L2:+6% | L3:+11%,False,False,0.33,0.33x,False,True,False,354.0,4.0
APARINDS,Apar Industries Limited,NSE,13878.0,2026-01-21,No VCP,BROKEN OUT (fresh),3.0,C1:-7.7%/5b | C2:-3.7%/2b | C3:-7.4%/3b,7.7,3.7,7.4,False,True,False,1.2,13580.0,2.19,0.81,False,True,8.0,L1:+44% | L2:+23% | L3:+22%,False,False,0.64,0.64x,False,False,False,354.0,4.0
BHEL,Bharat Heavy Electricals Limited,NSE,386.95,2025-09-15,No VCP,forming / still basing,3.0,C1:-8.3%/5b | C2:-4.4%/3b | C3:-7.6%/2b,8.3,4.4,7.6,False,True,True,0.73,424.7,-8.89,0.95,False,False,15.0,L1:+6% | L2:+7% | L3:+3%,False,False,0.5,0.50x,False,False,False,354.0,4.0
VINDHYATEL,Vindhya Telelinks Limited,NSE,1993.3,2026-03-30,No VCP,forming / still basing,3.0,C1:-14.2%/7b | C2:-16.3%/4b | C3:-7.2%/3b,14.2,16.3,7.2,False,True,False,1.56,2285.9,-12.8,1.04,False,False,4.0,L1:+50% | L2:+52% | L3:+7%,False,False,0.24,0.24x,False,True,False,354.0,4.0
UNIVPHOTO,Universus Photo Imagings Limited,NSE,380.25,2026-01-20,No VCP,forming / still basing,3.0,C1:-30.7%/19b | C2:-5.0%/2b | C3:-17.0%/12b,30.7,5.0,17.0,False,False,True,0.1,440.05,-13.59,0.05,False,False,4.0,L1:+179% | L2:+19% | L3:+24%,False,False,0.29,0.29x,False,True,False,353.0,4.0
AXISCADES,AXISCADES Technologies Limited,NSE,1836.0,2026-01-22,No VCP,forming / still basing,3.0,C1:-7.0%/2b | C2:-9.8%/2b | C3:-18.9%/9b,7.0,9.8,18.9,False,False,False,2.21,2074.7,-11.51,2.06,True,False,11.0,L1:+16% | L2:+10% | L3:+31%,False,False,2.09,2.09x,False,True,False,354.0,4.0
CGPOWER,CG Power and Industrial Solutions Limited,NSE,937.85,2026-01-27,No VCP,AT PIVOT (actionable),3.0,C1:-4.9%/7b | C2:-5.0%/2b | C3:-5.0%/3b,4.9,5.0,5.0,False,True,False,1.31,938.0,-0.02,1.22,False,True,8.0,L1:+32% | L2:+9% | L3:+9%,False,False,0.38,0.38x,False,True,False,354.0,4.0
521113,Suditi Industries Ltd,BSE,92.4,2025-11-24,No VCP,forming / still basing,3.0,C1:-9.6%/3b | C2:-14.2%/6b | C3:-10.0%/6b,9.6,14.2,10.0,False,True,True,0.68,97.9,-5.62,0.13,False,False,11.0,L1:+52% | L2:+5% | L3:+7%,False,False,0.17,0.17x,False,False,False,351.0,4.0
SUVEN,Suven Life Sciences Limited,NSE,237.35,2026-03-23,No VCP,forming / still basing,3.0,C1:-7.2%/2b | C2:-12.9%/5b | C3:-9.6%/4b,7.2,12.9,9.6,False,True,False,1.47,291.34,-18.53,1.9,True,False,4.0,L1:+73% | L2:+15% | L3:+13%,False,False,0.29,0.29x,False,False,False,354.0,4.0
CENTUM,Centum Electronics Limited,NSE,3459.9,2026-01-09,No VCP,AT PIVOT (actionable),3.0,C1:-5.7%/4b | C2:-8.6%/2b | C3:-4.7%/3b,5.7,8.6,4.7,False,True,False,0.98,3629.0,-4.66,0.53,False,True,10.0,L1:+21% | L2:+26% | L3:+14%,False,False,0.85,0.85x,False,False,False,352.0,4.0
KSR,KSR Footwear Limited,NSE,33.0,2025-12-29,No VCP,AT PIVOT (actionable),3.0,C1:-12.0%/7b | C2:-14.4%/11b | C3:-14.9%/5b,12.0,14.4,14.9,False,True,False,1.22,34.39,-4.04,0.21,False,False,9.0,L1:+105% | L2:+36% | L3:+9%,False,False,0.15,0.15x,False,True,False,128.0,4.0
JAYNECOIND,Jayaswal Neco Industries Limited,NSE,96.46,2025-12-05,No VCP,forming / still basing,3.0,C1:-11.4%/1b | C2:-7.0%/3b | C3:-11.1%/6b,11.4,7.0,11.1,False,True,True,0.69,109.0,-11.5,0.32,False,False,9.0,L1:+16% | L2:+35% | L3:+6%,False,False,0.45,0.45x,False,False,False,354.0,4.0
STYLAMIND,Stylam Industries Limited,NSE,3053.5,2025-09-29,Moderate VCP,BROKEN OUT (fresh),2.0,C1:-3.6%/8b | C2:-8.2%/3b,3.6,8.2,,False,True,True,0.63,2929.0,4.25,0.33,False,True,16.0,L1:+26% | L2:+12% | L3:+9%,False,False,0.4,0.40x,False,True,False,354.0,4.0
QPOWER,Quality Power Electrical Equipments Limited,NSE,1072.0,2026-01-27,No VCP,forming / still basing,3.0,C1:-13.8%/3b | C2:-10.4%/5b | C3:-15.8%/7b,13.8,10.4,15.8,False,False,True,0.22,1174.0,-8.69,0.22,False,False,5.0,L1:+44% | L2:+20% | L3:+9%,False,False,0.27,0.27x,False,True,False,316.0,4.0
HARDWYN,Hardwyn India Limited,NSE,24.41,2025-10-14,No VCP,forming / still basing,3.0,C1:-7.2%/2b | C2:-8.1%/2b | C3:-6.5%/3b,7.2,8.1,6.5,False,True,False,1.1,26.6,-8.23,0.95,False,False,11.0,L1:+51% | L2:+15% | L3:+8%,False,False,0.25,0.25x,False,True,False,353.0,4.0
ARFIN,Arfin India Limited,NSE,89.24,2025-09-16,No VCP,forming / still basing,3.0,C1:-5.8%/1b | C2:-18.4%/4b | C3:-10.7%/5b,5.8,18.4,10.7,False,True,False,1.14,97.8,-8.75,1.02,False,False,11.0,L1:+16% | L2:+12% | L3:+9%,False,False,0.71,0.71x,False,True,False,215.0,4.0
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,147.52,2025-12-29,No VCP,BROKEN OUT (fresh),3.0,C1:-6.9%/1b | C2:-7.9%/2b | C3:-9.0%/2b,6.9,7.9,9.0,False,True,False,1.12,144.7,1.95,0.48,False,True,8.0,L1:+9% | L2:+11% | L3:+7%,False,False,0.85,0.85x,False,True,False,354.0,4.0
ZIMLAB,Zim Laboratories Limited,NSE,105.12,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-9.9%/2b | C2:-18.9%/5b | C3:-4.8%/4b,9.9,18.9,4.8,False,True,True,0.4,104.0,1.08,0.3,False,False,4.0,L1:+50% | L2:+44% | L3:+12%,False,False,0.36,0.36x,False,False,False,353.0,4.0
HINDCOPPER,Hindustan Copper Limited,NSE,526.35,2025-09-18,No VCP,forming / still basing,3.0,C1:-5.6%/6b | C2:-12.3%/7b | C3:-6.5%/3b,5.6,12.3,6.5,False,True,True,0.45,564.85,-6.82,0.44,False,False,15.0,L1:+31% | L2:+8% | L3:+14%,False,False,0.51,0.51x,False,False,False,354.0,4.0
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE,372.1,2026-03-30,No VCP,forming / still basing,3.0,C1:-4.6%/6b | C2:-14.3%/2b | C3:-9.3%/3b,4.6,14.3,9.3,False,True,False,0.91,407.0,-8.57,2.0,True,False,4.0,L1:+56% | L2:+48% | L3:+18%,False,False,0.58,0.58x,False,False,False,354.0,4.0
MANAKALUCO,Manaksia Aluminium Company Limited,NSE,35.38,2026-03-30,No VCP,forming / still basing,3.0,C1:-25.7%/15b | C2:-15.2%/3b | C3:-16.0%/2b,25.7,15.2,16.0,False,False,True,0.47,37.8,-6.4,0.23,False,False,3.0,L1:+87% | L2:+11% | L3:+18%,False,False,0.3,0.30x,False,True,False,354.0,4.0
TMB,Tamilnad Mercantile Bank Limited,NSE,745.9,2025-09-30,No VCP,BROKEN OUT (fresh),3.0,C1:-5.6%/4b | C2:-13.1%/4b | C3:-3.1%/5b,5.6,13.1,3.1,False,True,False,1.4,697.85,6.89,0.3,False,True,16.0,L1:+4% | L2:+20% | L3:+7%,False,False,2.1,2.10x,False,True,False,353.0,4.0
HSCL,Himadri Speciality Chemical Limited,NSE,685.05,2025-11-24,No VCP,extended past pivot,3.0,C1:-6.3%/3b | C2:-10.1%/2b | C3:-15.5%/6b,6.3,10.1,15.5,False,False,False,1.48,625.0,9.61,2.54,True,True,11.0,L1:+15% | L2:+6% | L3:+8%,False,False,0.57,0.57x,False,False,False,354.0,4.0
SOLARINDS,Solar Industries India Limited,NSE,18441.0,2025-12-18,No VCP,AT PIVOT (actionable),3.0,C1:-23.0%/15b | C2:-2.5%/13b | C3:-3.6%/3b,23.0,2.5,3.6,False,True,False,0.92,18799.0,-1.9,0.58,False,True,10.0,L1:+18% | L2:+5% | L3:+13%,False,False,0.78,0.78x,False,True,False,353.0,4.0
ATHERENERG,Ather Energy Limited,NSE,1033.6,2025-09-26,No VCP,BROKEN OUT (fresh),3.0,C1:-10.9%/3b | C2:-9.4%/1b | C3:-11.7%/9b,10.9,9.4,11.7,False,True,False,1.13,989.4,4.47,0.85,False,True,15.0,L1:+26% | L2:+33% | L3:+14%,False,False,0.63,0.63x,False,False,False,272.0,4.0
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,1216.8,2026-01-23,No VCP,extended past pivot,3.0,C1:-11.0%/6b | C2:-23.0%/8b | C3:-6.5%/3b,11.0,23.0,6.5,False,True,True,0.26,1125.4,8.12,0.33,False,False,8.0,L1:+26% | L2:+43% | L3:+14%,False,False,0.72,0.72x,False,False,False,354.0,4.0
AZAD,Azad Engineering Limited,NSE,2207.7,2026-03-23,No VCP,BROKEN OUT (fresh),3.0,C1:-5.3%/6b | C2:-13.9%/3b | C3:-8.6%/4b,5.3,13.9,8.6,False,True,False,0.88,2145.9,2.88,0.78,False,True,4.0,L1:+65% | L2:+10% | L3:+14%,False,False,0.29,0.29x,False,False,False,354.0,4.0
EMMVEE,Emmvee Photovoltaic Power Limited,NSE,334.35,2025-12-18,No VCP,extended past pivot,3.0,C1:-12.7%/1b | C2:-14.7%/5b | C3:-13.3%/5b,12.7,14.7,13.3,False,True,False,1.14,284.9,17.36,1.08,False,True,9.0,L1:+13% | L2:+22% | L3:+12%,False,False,1.06,1.06x,False,False,False,137.0,4.0
THERMAX,Thermax Limited,NSE,4832.1,2025-12-10,No VCP,AT PIVOT (actionable),3.0,C1:-4.8%/3b | C2:-5.3%/2b | C3:-5.7%/2b,4.8,5.3,5.7,False,True,False,0.9,5016.1,-3.67,0.58,False,True,9.0,L1:+13% | L2:+11% | L3:+4%,False,False,0.35,0.35x,False,True,False,353.0,4.0
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,1913.3,2025-10-14,No VCP,AT PIVOT (actionable),3.0,C1:-15.5%/5b | C2:-5.9%/3b | C3:-11.8%/5b,15.5,5.9,11.8,False,True,False,1.02,1943.7,-1.56,0.57,False,True,12.0,L1:+18% | L2:+28% | L3:+24%,False,False,1.66,~1.618x,False,False,False,353.0,4.0
HAPPYFORGE,Happy Forgings Limited,NSE,1388.0,2025-10-14,No VCP,forming / still basing,3.0,C1:-3.2%/3b | C2:-9.2%/6b | C3:-7.6%/2b,3.2,9.2,7.6,False,True,False,1.29,1470.0,-5.58,1.09,False,True,16.0,L1:+17% | L2:+7% | L3:+8%,False,False,0.54,0.54x,False,True,False,354.0,4.0
GMDCLTD,Gujarat Mineral Development Corporation Limited,NSE,657.75,2025-11-24,No VCP,forming / still basing,3.0,C1:-12.4%/6b | C2:-15.1%/9b | C3:-8.1%/2b,12.4,15.1,8.1,False,True,True,0.38,708.2,-7.12,0.34,False,False,11.0,L1:+15% | L2:+26% | L3:+6%,False,False,0.48,0.48x,False,False,False,354.0,4.0
GULPOLY,Gulshan Polyols Limited,NSE,201.64,2026-02-02,No VCP,AT PIVOT (actionable),3.0,C1:-7.3%/3b | C2:-5.8%/2b | C3:-16.7%/6b,7.3,5.8,16.7,False,False,False,0.94,209.4,-3.71,2.68,True,True,9.0,L1:+44% | L2:+10% | L3:+12%,False,False,0.34,0.34x,False,True,False,353.0,4.0
AETHER,Aether Industries Limited,NSE,1138.2,2025-09-17,No VCP,forming / still basing,3.0,C1:-14.0%/3b | C2:-7.9%/9b | C3:-18.3%/14b,14.0,7.9,18.3,False,False,False,1.38,1275.1,-10.74,1.64,True,False,14.0,L1:+4% | L2:+3% | L3:+5%,False,False,1.24,~1.272x,False,True,False,354.0,4.0
APOLLOPIPE,Apollo Pipes Limited,NSE,497.85,2026-01-21,No VCP,forming / still basing,3.0,C1:-12.7%/4b | C2:-5.5%/3b | C3:-15.8%/8b,12.7,5.5,15.8,False,False,True,0.32,554.0,-10.14,0.5,False,False,10.0,L1:+10% | L2:+38% | L3:+9%,False,False,1.04,1.04x,False,True,False,354.0,4.0
535916,Alacrity Securities Ltd,BSE,68.72,2025-12-01,No VCP,forming / still basing,3.0,C1:-7.1%/2b | C2:-17.2%/6b | C3:-10.3%/3b,7.1,17.2,10.3,False,True,True,0.5,76.0,-9.58,0.1,False,False,13.0,L1:+23% | L2:+27% | L3:+18%,False,False,0.94,0.94x,False,False,False,351.0,4.0
INDOTECH,Indo Tech Transformers Limited,NSE,2657.6,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-12.1%/2b | C2:-19.7%/10b | C3:-5.3%/3b,12.1,19.7,5.3,False,True,True,0.52,2560.8,3.78,0.55,False,False,4.0,L1:+157% | L2:+14% | L3:+12%,False,False,0.16,0.16x,False,False,False,353.0,4.0
GESHIP,The Great Eastern Shipping Company Limited,NSE,1464.0,2025-09-29,No VCP,AT PIVOT (actionable),3.0,C1:-4.7%/3b | C2:-9.7%/4b | C3:-19.2%/6b,4.7,9.7,19.2,False,False,True,0.59,1522.0,-3.81,0.29,False,False,18.0,L1:+10% | L2:+12% | L3:+13%,False,False,1.45,1.45x,False,True,False,354.0,4.0
VTL,Vardhman Textiles Limited,NSE,631.4,2025-10-14,No VCP,BROKEN OUT (fresh),3.0,C1:-11.9%/3b | C2:-5.0%/4b | C3:-9.0%/6b,11.9,5.0,9.0,False,True,False,0.93,626.8,0.73,0.61,False,True,13.0,L1:+17% | L2:+10% | L3:+4%,False,False,0.23,0.23x,False,False,False,354.0,4.0
ADANIPOWER,Adani Power Limited,NSE,232.6,2025-09-17,No VCP,forming / still basing,3.0,C1:-8.1%/4b | C2:-10.9%/3b | C3:-3.3%/3b,8.1,10.9,3.3,False,True,True,0.65,252.65,-7.94,0.61,False,False,13.0,L1:+39% | L2:+4% | L3:+5%,False,False,0.16,0.16x,False,False,False,354.0,4.0
AVANTIFEED,Avanti Feeds Limited,NSE,1110.6,2025-09-29,No VCP,forming / still basing,3.0,C1:-8.6%/3b | C2:-17.4%/11b | C3:-15.8%/7b,8.6,17.4,15.8,False,False,True,0.69,1373.0,-19.11,0.39,False,False,15.0,L1:+5% | L2:+19% | L3:+28%,False,True,6.46,6.46x,False,False,False,353.0,4.0
MIRCELECTR,MIRC Electronics Limited,NSE,39.28,2025-12-08,No VCP,forming / still basing,3.0,C1:-7.7%/4b | C2:-23.0%/4b | C3:-7.6%/4b,7.7,23.0,7.6,False,True,True,0.15,43.38,-9.45,0.18,False,False,9.0,L1:+62% | L2:+12% | L3:+23%,False,False,0.49,0.49x,False,False,False,354.0,4.0
RRKABEL,R R Kabel Limited,NSE,2223.4,2025-09-26,No VCP,extended past pivot,3.0,C1:-4.4%/3b | C2:-7.4%/4b | C3:-7.1%/3b,4.4,7.4,7.1,False,True,False,1.38,2007.9,10.73,0.87,False,True,13.0,L1:+7% | L2:+20% | L3:+5%,False,False,0.81,0.81x,False,True,False,353.0,4.0
AYMSYNTEX,AYM Syntex Limited,NSE,222.74,2026-01-22,No VCP,AT PIVOT (actionable),3.0,C1:-11.9%/2b | C2:-7.9%/1b | C3:-13.6%/4b,11.9,7.9,13.6,False,True,True,0.42,234.1,-4.85,0.51,False,False,8.0,L1:+35% | L2:+19% | L3:+11%,False,False,0.35,0.35x,False,False,False,353.0,4.0
MENONBE,Menon Bearings Limited,NSE,138.71,2026-03-30,No VCP,forming / still basing,3.0,C1:-10.5%/8b | C2:-20.5%/8b | C3:-9.2%/6b,10.5,20.5,9.2,False,True,True,0.47,159.0,-12.76,0.52,False,False,2.0,L1:+28% | L2:+35%,False,False,,n/a,False,False,False,353.0,3.0
TIRUPATIFL,Tirupati Forge Limited,NSE,44.11,2025-12-24,No VCP,AT PIVOT (actionable),3.0,C1:-6.3%/2b | C2:-15.6%/12b | C3:-9.3%/3b,6.3,15.6,9.3,False,True,False,1.0,45.97,-4.05,0.48,False,False,11.0,L1:+46% | L2:+7% | L3:+17%,False,False,0.37,0.37x,False,False,False,352.0,3.0
540492,Starlineps Enterprises Ltd,BSE,10.93,2025-11-04,No VCP,AT PIVOT (actionable),3.0,C1:-12.8%/6b | C2:-13.2%/7b | C3:-23.3%/12b,12.8,13.2,23.3,False,False,True,0.75,11.4,-4.12,0.53,False,False,7.0,L1:+75% | L2:+28% | L3:+312%,False,False,6.35,6.35x,False,False,False,351.0,3.0
EXICOM,Exicom Tele-Systems Limited,NSE,133.85,2026-03-30,No VCP,forming / still basing,3.0,C1:-10.7%/5b | C2:-14.6%/5b | C3:-10.5%/3b,10.7,14.6,10.5,False,True,False,1.83,166.0,-19.37,1.36,False,False,5.0,L1:+59% | L2:+13% | L3:+15%,False,False,0.38,0.38x,False,False,False,354.0,3.0
539730,Fredun Pharmaceuticals Ltd,BSE,2308.85,2025-09-15,No VCP,forming / still basing,3.0,C1:-6.9%/1b | C2:-10.9%/5b | C3:-15.1%/4b,6.9,10.9,15.1,False,False,False,1.62,2539.0,-9.06,0.5,False,False,13.0,L1:+50% | L2:+28% | L3:+13%,False,False,0.39,0.39x,False,True,False,351.0,3.0
SAKAR,Sakar Healthcare Limited,NSE,773.2,2025-09-16,No VCP,forming / still basing,3.0,C1:-6.3%/1b | C2:-20.8%/5b | C3:-9.7%/2b,6.3,20.8,9.7,False,True,False,1.01,871.3,-11.26,0.71,False,False,18.0,L1:+15% | L2:+6% | L3:+12%,False,False,0.89,0.89x,False,False,False,354.0,3.0
