symbol,name,exchange,CMP,move_start_date,vcp_quality,vcp_status,num_contractions,contractions,C1_pct,C2_pct,C3_pct,depths_decreasing,final_contraction_tight,vdu_confirmed,vdu_ratio,pivot,pct_from_pivot,breakout_vol_ratio,breakout_vol_gt40pct,near_52w_high,num_legs,leg_gains_pct,leg3_highest_pivot,leg3_vol_expansion,fib_ratio_L3_L1,fib_extension,cleared_52w_high,time_contraction,third_leg_confirmed,bars_daily,vcp_leg_score_10
OMNI,Omnitech Engineering Limited,NSE,505.2,2026-03-06,No VCP,extended past pivot,3.0,C1:-7.6%/3b | C2:-20.2%/3b | C3:-13.4%/4b,7.6,20.2,13.4,False,True,True,0.79,454.0,11.28,0.36,False,True,6.0,L1:+21% | L2:+18% | L3:+68%,False,True,3.68,3.68x,False,True,False,63.0,6.0
MAWANASUG,Mawana Sugars Limited,NSE,101.75,2026-03-16,No VCP,forming / still basing,3.0,C1:-8.2%/3b | C2:-10.7%/2b | C3:-8.1%/3b,8.2,10.7,8.1,False,True,True,0.19,121.0,-15.91,0.44,False,False,3.0,L1:+40% | L2:+17% | L3:+20%,True,True,0.66,0.66x,False,False,True,354.0,6.0
ATALREAL,Atal Realtech Limited,NSE,30.43,2025-09-15,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-7.3%/1b | C2:-5.4%/5b | C3:-4.2%/6b,7.3,5.4,4.2,True,True,False,1.57,30.1,1.1,2.46,True,True,17.0,L1:+25% | L2:+15% | L3:+9%,False,False,0.47,0.47x,False,False,False,352.0,6.0
SANGINITA,Sanginita Chemicals Limited,NSE,31.57,2025-12-12,Moderate VCP,extended past pivot,3.0,C1:-22.9%/9b | C2:-11.3%/10b | C3:-7.9%/4b,22.9,11.3,7.9,True,True,False,1.15,25.85,22.13,2.83,True,True,8.0,L1:+10% | L2:+20% | L3:+8%,False,False,0.9,0.90x,True,True,False,353.0,6.0
DEEDEV,DEE Development Engineers Limited,NSE,671.15,2026-01-27,Moderate VCP,extended past pivot,3.0,C1:-24.1%/4b | C2:-9.3%/2b | C3:-10.9%/2b,24.1,9.3,10.9,False,True,True,0.37,508.0,32.12,0.22,False,True,6.0,L1:+21% | L2:+56% | L3:+26%,False,False,1.71,~1.618x,False,True,False,353.0,6.0
540545,Guru Krupa Gems and Jewellery Ltd,BSE,37.67,2025-09-26,No VCP,forming / still basing,3.0,C1:-6.0%/3b | C2:-7.2%/5b | C3:-13.7%/4b,6.0,7.2,13.7,False,True,True,0.27,48.6,-22.49,0.17,False,False,12.0,L1:+11% | L2:+49% | L3:+38%,False,True,5.23,5.23x,False,True,False,351.0,6.0
RPTECH,Rashi Peripherals Limited,NSE,546.25,2025-09-15,Moderate VCP,AT PIVOT (actionable),3.0,C1:-11.7%/2b | C2:-7.9%/4b | C3:-6.9%/4b,11.7,7.9,6.9,True,True,False,0.95,575.0,-5.0,0.51,False,True,18.0,L1:+13% | L2:+7% | L3:+12%,False,True,1.04,1.04x,False,False,False,354.0,6.0
DHANBANK,Dhanlaxmi Bank Limited,NSE,32.88,2026-03-30,Moderate VCP,AT PIVOT (actionable),3.0,C1:-6.2%/4b | C2:-9.1%/7b | C3:-7.8%/2b,6.2,9.1,7.8,False,True,True,0.67,34.3,-4.14,0.37,False,True,4.0,L1:+43% | L2:+30% | L3:+13%,True,False,0.47,0.47x,False,False,False,354.0,6.0
526775,Valiant Communications Ltd,BSE,1239.3,2025-09-12,Moderate VCP,AT PIVOT (actionable),3.0,C1:-15.1%/6b | C2:-13.3%/7b | C3:-6.8%/3b,15.1,13.3,6.8,True,True,False,1.49,1304.2,-4.98,1.61,True,True,16.0,L1:+17% | L2:+27% | L3:+10%,False,False,0.75,0.75x,False,True,False,352.0,6.0
PIRAMALFIN,Piramal Finance Limited,NSE,1977.4,2025-11-07,No VCP,AT PIVOT (actionable),3.0,C1:-8.4%/3b | C2:-7.3%/5b | C3:-4.8%/4b,8.4,7.3,4.8,True,True,True,0.52,1995.0,-0.88,0.86,False,True,13.0,L1:+42% | L2:+10% | L3:+25%,False,False,0.72,0.72x,False,True,False,144.0,6.0
BALAMINES,Balaji Amines Limited,NSE,2043.3,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-7.8%/3b | C2:-14.1%/3b | C3:-13.1%/5b,7.8,14.1,13.1,False,True,False,3.38,1956.0,4.46,1.27,False,True,3.0,L1:+59% | L2:+48% | L3:+26%,True,True,0.79,0.79x,False,False,True,354.0,6.0
RICOAUTO,Rico Auto Industries Limited,NSE,136.85,2025-11-06,No VCP,extended past pivot,3.0,C1:-5.2%/2b | C2:-15.2%/6b | C3:-14.5%/3b,5.2,15.2,14.5,False,True,False,5.27,126.6,8.1,7.51,True,True,11.0,L1:+47% | L2:+22% | L3:+41%,True,False,1.09,1.09x,False,False,False,354.0,6.0
KEI,KEI Industries Limited,NSE,5335.5,2026-01-27,Moderate VCP,AT PIVOT (actionable),3.0,C1:-7.7%/5b | C2:-2.9%/3b | C3:-5.5%/3b,7.7,2.9,5.5,False,True,True,0.49,5455.0,-2.19,0.48,False,True,10.0,L1:+24% | L2:+19% | L3:+7%,False,False,0.32,0.32x,False,False,False,354.0,5.0
GRANULES,Granules India Limited,NSE,789.85,2025-09-29,Moderate VCP,AT PIVOT (actionable),3.0,C1:-3.3%/2b | C2:-4.7%/2b | C3:-3.0%/3b,3.3,4.7,3.0,False,True,True,0.43,800.0,-1.27,0.42,False,True,16.0,L1:+13% | L2:+4% | L3:+6%,False,False,0.47,0.47x,False,False,False,353.0,5.0
IBULLSLTD,Indiabulls Limited,NSE,23.24,2026-02-24,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-15.7%/3b | C2:-11.0%/5b | C3:-26.2%/11b,15.7,11.0,26.2,False,False,True,0.85,22.78,2.02,0.4,False,True,5.0,L1:+27% | L2:+13% | L3:+103%,False,True,3.95,3.95x,False,False,False,354.0,5.0
NAHARSPING,Nahar Spinning Mills Limited,NSE,280.05,2026-01-27,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-6.3%/1b | C2:-10.3%/4b | C3:-13.3%/7b,6.3,10.3,13.3,False,True,True,0.59,263.16,6.42,0.68,False,True,7.0,L1:+45% | L2:+11% | L3:+18%,False,False,0.48,0.48x,False,True,False,353.0,5.0
TATASTEEL,Tata Steel Limited,NSE,206.77,2025-12-09,No VCP,forming / still basing,3.0,C1:-3.5%/3b | C2:-8.9%/4b | C3:-5.6%/2b,3.5,8.9,5.6,False,True,False,0.89,218.96,-5.57,1.22,False,True,12.0,L1:+8% | L2:+12% | L3:+8%,False,True,1.02,1.02x,False,True,False,354.0,5.0
SHREEJISPG,Shreeji Shipping Global Limited,NSE,472.95,2025-10-08,No VCP,AT PIVOT (actionable),3.0,C1:-11.9%/2b | C2:-4.9%/4b | C3:-5.8%/4b,11.9,4.9,5.8,False,True,False,1.59,473.4,-0.1,2.25,True,True,10.0,L1:+45% | L2:+19% | L3:+5%,False,False,0.17,0.17x,False,True,False,193.0,5.0
NDLVENTURE,NDL Ventures Limited,NSE,129.73,2025-09-29,Moderate VCP,AT PIVOT (actionable),3.0,C1:-15.7%/5b | C2:-5.4%/2b | C3:-7.1%/4b,15.7,5.4,7.1,False,True,True,0.46,135.0,-3.9,0.32,False,True,17.0,L1:+7% | L2:+11% | L3:+2%,False,False,0.36,0.36x,False,True,False,351.0,5.0
GANESHBE,Ganesh Benzoplast Limited,NSE,111.95,2026-02-02,No VCP,BROKEN OUT (fresh),3.0,C1:-14.3%/6b | C2:-8.5%/2b | C3:-11.8%/9b,14.3,8.5,11.8,False,True,False,3.44,105.5,6.11,12.47,True,True,10.0,L1:+22% | L2:+17% | L3:+9%,False,False,0.46,0.46x,False,False,False,353.0,5.0
PASUPTAC,Pasupati Acrylon Limited,NSE,74.21,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-5.6%/3b | C2:-9.9%/5b | C3:-7.8%/2b,5.6,9.9,7.8,False,True,False,5.31,70.6,5.11,7.13,True,True,4.0,L1:+22% | L2:+17% | L3:+13%,False,False,0.72,0.72x,False,False,False,353.0,5.0
SKIPPER,Skipper Limited,NSE,556.6,2026-03-09,No VCP,extended past pivot,3.0,C1:-9.2%/3b | C2:-7.7%/2b | C3:-11.8%/6b,9.2,7.7,11.8,False,True,False,2.12,471.9,17.95,1.22,False,True,4.0,L1:+11% | L2:+9% | L3:+49%,False,True,4.7,4.70x,False,True,False,353.0,5.0
GOCLCORP,GOCL Corporation Limited,NSE,410.85,2026-03-23,Moderate VCP,extended past pivot,3.0,C1:-7.8%/2b | C2:-7.1%/2b | C3:-14.7%/8b,7.8,7.1,14.7,False,True,True,0.6,335.0,22.64,0.2,False,True,4.0,L1:+53% | L2:+9% | L3:+5%,False,False,0.13,0.13x,False,True,False,353.0,5.0
AGIIL,Agi Infra Limited,NSE,377.2,2025-09-15,No VCP,AT PIVOT (actionable),3.0,C1:-6.1%/1b | C2:-16.1%/1b | C3:-12.2%/6b,6.1,16.1,12.2,False,True,True,0.5,394.45,-4.37,0.64,False,False,16.0,L1:+23% | L2:+24% | L3:+18%,False,False,0.78,0.78x,False,True,False,354.0,5.0
HINDALCO,Hindalco Industries Limited,NSE,1092.6,2025-09-24,No VCP,forming / still basing,3.0,C1:-4.6%/2b | C2:-3.7%/2b | C3:-6.1%/3b,4.6,3.7,6.1,False,True,False,0.89,1154.0,-5.32,0.79,False,True,13.0,L1:+7% | L2:+15% | L3:+4%,False,True,0.62,0.62x,False,True,False,354.0,5.0
LAURUSLABS,Laurus Labs Limited,NSE,1446.8,2025-09-26,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-11.4%/5b | C2:-4.2%/3b | C3:-2.3%/2b,11.4,4.2,2.3,True,True,False,1.0,1363.4,6.12,0.74,False,True,10.0,L1:+25% | L2:+6% | L3:+15%,False,False,0.74,0.74x,False,False,False,354.0,5.0
543542,Kesar India Ltd,BSE,1235.4,2025-09-11,Moderate VCP,AT PIVOT (actionable),3.0,C1:-5.9%/3b | C2:-4.8%/2b | C3:-4.5%/2b,5.9,4.8,4.5,True,True,False,1.42,1255.9,-1.63,0.95,False,True,13.0,L1:+22% | L2:+5% | L3:+28%,False,False,1.41,1.41x,False,False,False,351.0,5.0
GALAPREC,Gala Precision Engineering Limited,NSE,910.4,2026-01-27,Moderate VCP,AT PIVOT (actionable),3.0,C1:-10.7%/7b | C2:-8.3%/5b | C3:-5.4%/5b,10.7,8.3,5.4,True,True,False,0.93,948.0,-3.97,0.51,False,True,6.0,L1:+24% | L2:+15% | L3:+12%,False,False,0.51,0.51x,False,False,False,353.0,5.0
DBOL,Dhampur Bio Organics Limited,NSE,109.4,2025-11-18,No VCP,AT PIVOT (actionable),3.0,C1:-10.7%/4b | C2:-11.3%/5b | C3:-21.0%/17b,10.7,11.3,21.0,False,False,True,0.17,112.72,-2.95,0.16,False,False,9.0,L1:+18% | L2:+9% | L3:+46%,False,True,2.77,2.77x,False,True,False,353.0,5.0
DIACABS,Diamond Power Infrastructure Limited,NSE,203.6,2026-03-23,No VCP,AT PIVOT (actionable),3.0,C1:-6.7%/4b | C2:-8.6%/2b | C3:-13.9%/4b,6.7,8.6,13.9,False,True,False,1.15,210.0,-3.05,2.03,True,True,6.0,L1:+40% | L2:+8% | L3:+16%,False,False,0.52,0.52x,False,False,False,354.0,5.0
PARAS,Paras Defence and Space Technologies Limited,NSE,960.15,2026-03-23,No VCP,extended past pivot,3.0,C1:-7.8%/3b | C2:-17.7%/7b | C3:-8.3%/4b,7.8,17.7,8.3,False,True,False,2.59,881.95,8.87,7.33,True,True,4.0,L1:+44% | L2:+14% | L3:+22%,False,False,0.63,0.63x,False,False,False,354.0,5.0
MTARTECH,Mtar Technologies Limited,NSE,7535.5,2025-09-15,No VCP,forming / still basing,3.0,C1:-8.1%/3b | C2:-12.9%/3b | C3:-7.6%/2b,8.1,12.9,7.6,False,True,False,1.21,8449.5,-10.82,0.96,False,False,16.0,L1:+17% | L2:+9% | L3:+37%,False,True,2.46,2.46x,False,True,False,354.0,5.0
PFC,Power Finance Corporation Limited,NSE,431.75,2025-12-18,No VCP,AT PIVOT (actionable),3.0,C1:-5.5%/4b | C2:-6.8%/4b | C3:-7.6%/6b,5.5,6.8,7.6,False,True,True,0.82,443.65,-2.68,1.39,False,False,11.0,L1:+14% | L2:+6% | L3:+20%,False,True,1.45,1.45x,False,False,False,354.0,5.0
MMFL,MM Forgings Limited,NSE,450.55,2025-11-10,No VCP,forming / still basing,3.0,C1:-17.1%/7b | C2:-7.0%/5b | C3:-15.6%/7b,17.1,7.0,15.6,False,False,True,0.54,477.0,-5.55,0.27,False,False,10.0,L1:+24% | L2:+10% | L3:+26%,False,True,1.25,~1.272x,False,False,False,354.0,5.0
ZENTEC,Zen Technologies Limited,NSE,1815.3,2026-01-14,No VCP,BROKEN OUT (fresh),3.0,C1:-7.9%/2b | C2:-8.3%/4b | C3:-6.7%/3b,7.9,8.3,6.7,False,True,False,1.96,1721.7,5.44,1.75,True,False,9.0,L1:+16% | L2:+4% | L3:+11%,False,False,0.76,0.76x,False,True,False,354.0,5.0
TRUALT,TruAlt Bioenergy Limited,NSE,505.15,2026-01-23,No VCP,AT PIVOT (actionable),3.0,C1:-7.6%/2b | C2:-12.2%/12b | C3:-3.6%/5b,7.6,12.2,3.6,False,True,False,1.69,514.8,-1.87,1.94,True,True,7.0,L1:+40% | L2:+11% | L3:+15%,False,False,0.44,0.44x,False,True,False,166.0,5.0
INDOBORAX,Indo Borax & Chemicals Limited,NSE,367.4,2025-09-29,Moderate VCP,extended past pivot,3.0,C1:-5.2%/2b | C2:-9.5%/7b | C3:-8.0%/3b,5.2,9.5,8.0,False,True,True,0.81,339.0,8.38,0.7,False,True,17.0,L1:+21% | L2:+11% | L3:+5%,False,False,0.27,0.27x,False,False,False,353.0,5.0
GAEL,Gujarat Ambuja Exports Limited,NSE,155.86,2025-10-14,No VCP,forming / still basing,3.0,C1:-5.3%/5b | C2:-9.8%/6b | C3:-9.8%/7b,5.3,9.8,9.8,False,True,True,0.5,168.15,-7.31,0.51,False,False,13.0,L1:+12% | L2:+15% | L3:+13%,False,False,1.18,~1.272x,False,False,False,354.0,5.0
BANDHANBNK,Bandhan Bank Limited,NSE,205.87,2025-12-08,Moderate VCP,AT PIVOT (actionable),3.0,C1:-3.3%/1b | C2:-7.5%/2b | C3:-11.4%/8b,3.3,7.5,11.4,False,True,True,0.6,212.48,-3.11,0.48,False,True,8.0,L1:+13% | L2:+4% | L3:+4%,False,False,0.3,0.30x,False,False,False,354.0,5.0
NEPHROPLUS,Nephrocare Health Services Limited,NSE,675.85,2025-12-19,No VCP,BROKEN OUT (fresh),3.0,C1:-12.3%/9b | C2:-11.4%/2b | C3:-4.9%/4b,12.3,11.4,4.9,True,True,False,1.43,626.75,7.83,1.38,False,True,11.0,L1:+11% | L2:+11% | L3:+28%,False,False,2.56,2.56x,False,True,False,115.0,5.0
JINDALPOLY,Jindal Poly Films Limited,NSE,650.9,2026-01-21,No VCP,forming / still basing,3.0,C1:-17.3%/6b | C2:-9.6%/5b | C3:-9.9%/9b,17.3,9.6,9.9,False,True,True,0.54,718.45,-9.4,0.53,False,False,5.0,L1:+181% | L2:+21% | L3:+5%,False,False,0.05,0.05x,False,True,False,354.0,5.0
LLOYDSME,Lloyds Metals And Energy Limited,NSE,1778.6,2026-02-02,Moderate VCP,forming / still basing,3.0,C1:-13.5%/6b | C2:-6.5%/6b | C3:-8.6%/4b,13.5,6.5,8.6,False,True,True,0.74,1888.6,-5.82,0.72,False,True,5.0,L1:+18% | L2:+16% | L3:+61%,False,False,3.71,3.71x,False,False,False,354.0,5.0
BHARATFORG,Bharat Forge Limited,NSE,1929.8,2025-09-26,Moderate VCP,AT PIVOT (actionable),3.0,C1:-5.8%/3b | C2:-5.9%/3b | C3:-4.9%/2b,5.8,5.9,4.9,False,True,True,0.7,1967.8,-1.93,0.29,False,True,18.0,L1:+5% | L2:+15% | L3:+8%,False,False,1.84,1.84x,False,False,False,353.0,5.0
BLUSPRING,Bluspring Enterprises Limited,NSE,93.35,2026-03-19,No VCP,extended past pivot,3.0,C1:-13.7%/9b | C2:-8.1%/3b | C3:-11.7%/2b,13.7,8.1,11.7,False,True,False,3.78,75.5,23.64,14.68,True,True,4.0,L1:+61% | L2:+14% | L3:+16%,False,False,0.39,0.39x,False,True,False,245.0,5.0
ASIANENE,Asian Energy Services Limited,NSE,382.1,2026-01-27,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-16.2%/6b | C2:-8.8%/2b | C3:-6.0%/2b,16.2,8.8,6.0,True,True,False,1.47,363.65,5.07,1.27,False,True,7.0,L1:+36% | L2:+15% | L3:+38%,False,False,1.09,1.09x,False,True,False,354.0,5.0
DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE,780.7,2025-12-22,No VCP,forming / still basing,3.0,C1:-10.7%/5b | C2:-9.1%/5b | C3:-14.5%/6b,10.7,9.1,14.5,False,True,False,0.94,843.25,-7.42,0.68,False,False,10.0,L1:+9% | L2:+6% | L3:+39%,False,True,4.45,4.45x,False,True,False,352.0,5.0
GANDHAR,Gandhar Oil Refinery (India) Limited,NSE,160.73,2026-03-30,No VCP,forming / still basing,3.0,C1:-4.9%/6b | C2:-14.9%/4b | C3:-11.7%/6b,4.9,14.9,11.7,False,True,False,1.0,172.2,-6.66,1.0,False,False,5.0,L1:+30% | L2:+5% | L3:+21%,False,True,0.83,0.83x,False,True,False,354.0,5.0
SAREGAMA,Saregama India Limited,NSE,476.2,2026-04-07,No VCP,BROKEN OUT (fresh),3.0,C1:-6.7%/3b | C2:-11.8%/2b | C3:-11.0%/7b,6.7,11.8,11.0,False,True,False,1.31,443.0,7.49,0.95,False,False,4.0,L1:+18% | L2:+10% | L3:+34%,False,True,2.0,2.00x,False,True,False,353.0,5.0
543828,Sudarshan Pharma Industries Ltd,BSE,33.8,2026-01-27,No VCP,forming / still basing,3.0,C1:-15.6%/9b | C2:-6.9%/5b | C3:-10.0%/5b,15.6,6.9,10.0,False,True,True,0.46,36.95,-8.53,0.16,False,False,6.0,L1:+45% | L2:+15% | L3:+5%,False,False,0.16,0.16x,False,True,False,351.0,5.0
BELRISE,Belrise Industries Limited,NSE,215.98,2025-09-16,Moderate VCP,AT PIVOT (actionable),3.0,C1:-7.3%/4b | C2:-10.8%/3b | C3:-4.0%/3b,7.3,10.8,4.0,False,True,True,0.68,221.13,-2.33,0.43,False,True,16.0,L1:+13% | L2:+5% | L3:+6%,False,False,0.44,0.44x,False,False,False,256.0,5.0
544141,Pune E - Stock Broking Ltd,BSE,280.25,2025-09-26,No VCP,AT PIVOT (actionable),3.0,C1:-5.4%/3b | C2:-9.1%/7b | C3:-4.9%/3b,5.4,9.1,4.9,False,True,False,1.3,289.1,-3.06,3.87,True,False,15.0,L1:+21% | L2:+12% | L3:+7%,False,False,0.38,0.38x,False,True,False,351.0,5.0
ATGL,Adani Total Gas Limited,NSE,762.25,2026-03-09,No VCP,forming / still basing,3.0,C1:-9.2%/1b | C2:-8.0%/1b | C3:-10.6%/4b,9.2,8.0,10.6,False,True,False,1.75,830.0,-8.16,1.41,True,False,5.0,L1:+25% | L2:+9% | L3:+35%,False,False,1.51,~1.618x,False,True,False,354.0,5.0
TIPSMUSIC,Tips Music Limited,NSE,690.95,2025-11-10,No VCP,BROKEN OUT (fresh),3.0,C1:-6.8%/3b | C2:-7.0%/3b | C3:-6.7%/1b,6.8,7.0,6.7,False,True,False,0.94,686.0,0.72,3.43,True,True,11.0,L1:+22% | L2:+11% | L3:+6%,False,False,0.31,0.31x,False,False,False,354.0,5.0
SBC,SBC Exports Limited,NSE,37.1,2025-09-18,No VCP,forming / still basing,3.0,C1:-2.5%/4b | C2:-2.2%/2b | C3:-4.7%/3b,2.5,2.2,4.7,False,True,False,1.29,40.15,-7.6,1.22,False,False,14.0,L1:+9% | L2:+17% | L3:+9%,False,True,1.17,~1.272x,False,False,False,354.0,5.0
MBAPL,Madhya Bharat Agro Products Limited,NSE,546.8,2025-09-30,Moderate VCP,AT PIVOT (actionable),3.0,C1:-9.7%/7b | C2:-9.8%/7b | C3:-6.4%/4b,9.7,9.8,6.4,False,True,True,0.72,561.0,-2.53,0.92,False,True,17.0,L1:+22% | L2:+9% | L3:+4%,False,False,0.22,0.22x,False,False,False,352.0,5.0
CUMMINSIND,Cummins India Limited,NSE,5784.0,2025-10-01,Moderate VCP,forming / still basing,3.0,C1:-6.7%/2b | C2:-5.1%/3b | C3:-7.2%/3b,6.7,5.1,7.2,False,True,True,0.78,6099.0,-5.16,0.58,False,True,14.0,L1:+14% | L2:+4% | L3:+7%,False,False,0.56,0.56x,False,True,False,354.0,5.0
530145,Kisan Mouldings Ltd,BSE,35.66,2026-03-30,No VCP,forming / still basing,3.0,C1:-10.3%/6b | C2:-17.4%/5b | C3:-11.6%/8b,10.3,17.4,11.6,False,True,True,0.32,37.91,-5.94,0.21,False,False,5.0,L1:+40% | L2:+39% | L3:+23%,True,False,0.88,0.88x,False,False,False,351.0,5.0
JSWENERGY,JSW Energy Limited,NSE,584.2,2026-01-27,Moderate VCP,AT PIVOT (actionable),3.0,C1:-8.2%/3b | C2:-9.1%/7b | C3:-12.4%/4b,8.2,9.1,12.4,False,True,True,0.6,608.9,-4.06,0.36,False,True,6.0,L1:+13% | L2:+5% | L3:+6%,False,False,0.5,0.50x,False,True,False,354.0,5.0
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,1113.1,2026-01-27,Moderate VCP,AT PIVOT (actionable),3.0,C1:-8.7%/2b | C2:-7.4%/3b | C3:-3.1%/1b,8.7,7.4,3.1,True,True,False,1.05,1122.0,-0.79,0.62,False,True,9.0,L1:+27% | L2:+9% | L3:+9%,False,False,0.35,0.35x,False,False,False,354.0,5.0
UNIVCABLES,Universal Cables Limited,NSE,1227.5,2026-03-16,No VCP,AT PIVOT (actionable),3.0,C1:-6.9%/2b | C2:-24.8%/6b | C3:-12.5%/4b,6.9,24.8,12.5,False,True,False,1.95,1239.0,-0.93,0.94,False,True,4.0,L1:+50% | L2:+53% | L3:+34%,False,True,1.08,1.08x,False,False,False,354.0,5.0
MCX,Multi Commodity Exchange of India Limited,NSE,2795.0,2025-09-16,No VCP,forming / still basing,3.0,C1:-15.7%/4b | C2:-5.1%/6b | C3:-4.0%/3b,15.7,5.1,4.0,True,True,False,1.15,3451.9,-19.03,1.35,False,False,14.0,L1:+26% | L2:+4% | L3:+16%,False,False,0.7,0.70x,False,True,False,354.0,5.0
ANGELONE,Angel One Limited,NSE,332.6,2025-09-29,Moderate VCP,AT PIVOT (actionable),3.0,C1:-7.3%/2b | C2:-8.0%/8b | C3:-11.3%/3b,7.3,8.0,11.3,False,True,True,0.75,344.75,-3.52,1.27,False,True,14.0,L1:+23% | L2:+16% | L3:+6%,False,False,0.31,0.31x,False,True,False,354.0,5.0
GUJALKALI,Gujarat Alkalies and Chemicals Limited,NSE,650.85,2026-03-17,No VCP,forming / still basing,3.0,C1:-10.6%/2b | C2:-17.5%/5b | C3:-5.6%/2b,10.6,17.5,5.6,False,True,True,0.03,721.4,-9.78,0.02,False,False,6.0,L1:+62% | L2:+10% | L3:+33%,False,False,0.71,0.71x,False,True,False,353.0,5.0
AVADHSUGAR,Avadh Sugar & Energy Limited,NSE,458.55,2026-01-20,No VCP,forming / still basing,3.0,C1:-7.9%/4b | C2:-6.4%/6b | C3:-9.3%/6b,7.9,6.4,9.3,False,True,True,0.37,485.0,-5.45,0.33,False,False,7.0,L1:+16% | L2:+36% | L3:+19%,False,False,1.46,1.46x,False,True,False,353.0,5.0
STLNETWORK,STL Networks Limited,NSE,28.2,2026-03-30,No VCP,forming / still basing,3.0,C1:-18.2%/5b | C2:-18.6%/3b | C3:-14.1%/3b,18.2,18.6,14.1,False,True,True,0.37,30.37,-7.15,0.3,False,False,4.0,L1:+110% | L2:+14% | L3:+14%,False,False,0.2,0.20x,False,True,False,187.0,5.0
RHETAN,Rhetan TMT Limited,NSE,30.66,2025-09-26,No VCP,BROKEN OUT (fresh),3.0,C1:-5.1%/2b | C2:-19.5%/3b | C3:-4.8%/3b,5.1,19.5,4.8,False,True,False,1.26,30.52,0.46,1.11,False,True,15.0,L1:+11% | L2:+12% | L3:+20%,False,True,1.94,1.94x,False,True,False,171.0,5.0
FOCUS,Focus Lighting and Fixtures Limited,NSE,92.81,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-8.7%/4b | C2:-6.9%/4b | C3:-9.3%/5b,8.7,6.9,9.3,False,True,False,1.7,87.3,6.31,1.25,False,False,4.0,L1:+44% | L2:+16% | L3:+7%,False,True,0.23,0.23x,False,True,False,352.0,5.0
SOUTHWEST,South West Pinnacle Exploration Limited,NSE,262.75,2025-10-15,Moderate VCP,AT PIVOT (actionable),3.0,C1:-17.2%/5b | C2:-17.4%/4b | C3:-5.9%/3b,17.2,17.4,5.9,False,True,True,0.66,271.0,-3.04,0.53,False,True,11.0,L1:+68% | L2:+31% | L3:+17%,False,False,0.37,0.37x,False,False,False,354.0,5.0
531911,Galaxy Agrico Exports Ltd,BSE,65.0,2026-02-20,No VCP,BROKEN OUT (fresh),3.0,C1:-6.9%/4b | C2:-5.8%/5b | C3:-6.6%/3b,6.9,5.8,6.6,False,True,False,1.01,61.0,6.56,1.3,False,True,7.0,L1:+23% | L2:+9% | L3:+9%,False,True,0.39,0.39x,False,False,False,352.0,5.0
PREMIERPOL,Premier Polyfilm Limited,NSE,55.82,2025-11-19,No VCP,forming / still basing,3.0,C1:-8.7%/5b | C2:-15.2%/5b | C3:-9.0%/5b,8.7,15.2,9.0,False,True,True,0.67,59.34,-5.93,0.16,False,False,12.0,L1:+29% | L2:+7% | L3:+13%,False,False,0.45,0.45x,False,True,False,353.0,5.0
KINGFA,Kingfa Science & Technology (India) Limited,NSE,5367.0,2025-12-18,Moderate VCP,forming / still basing,3.0,C1:-10.4%/3b | C2:-4.7%/4b | C3:-4.6%/4b,10.4,4.7,4.6,True,True,False,1.23,5656.6,-5.12,0.43,False,True,10.0,L1:+20% | L2:+3% | L3:+16%,False,False,0.86,0.86x,False,True,False,352.0,5.0
SONAMLTD,SONAM LIMITED,NSE,55.72,2025-10-15,No VCP,forming / still basing,3.0,C1:-10.8%/6b | C2:-7.2%/2b | C3:-8.6%/3b,10.8,7.2,8.6,False,True,False,1.7,59.18,-5.85,1.16,False,False,14.0,L1:+21% | L2:+7% | L3:+20%,False,True,1.0,1.00x,False,True,False,352.0,5.0
TARIL,Transformers And Rectifiers (India) Limited,NSE,321.1,2026-02-02,No VCP,AT PIVOT (actionable),3.0,C1:-11.9%/1b | C2:-13.2%/7b | C3:-6.2%/3b,11.9,13.2,6.2,False,True,True,0.35,329.6,-2.58,0.44,False,False,9.0,L1:+33% | L2:+26% | L3:+8%,False,False,0.33,0.33x,False,True,False,354.0,5.0
IDEA,Vodafone Idea Limited,NSE,14.95,2025-09-17,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-9.3%/3b | C2:-3.2%/5b | C3:-2.9%/3b,9.3,3.2,2.9,True,True,False,1.03,14.29,4.62,1.3,False,True,13.0,L1:+16% | L2:+17% | L3:+27%,False,False,1.79,1.79x,False,False,False,354.0,5.0
AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,553.8,2025-11-24,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-6.5%/1b | C2:-9.0%/8b | C3:-4.8%/2b,6.5,9.0,4.8,False,True,True,0.75,548.5,0.97,0.43,False,True,10.0,L1:+5% | L2:+15% | L3:+3%,False,False,0.72,0.72x,False,False,False,351.0,5.0
