rank,symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct_final,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,xsrc_price,xsrc_mismatch_pct,xsrc_ok,isin_norm,yahoo_ticker,industry
256,GAUDIUMIVF,Gaudium IVF and Women Health Limited,NSE,80.26,2026-02-27,105.75,30.91,766.45,Small,Healthcare,1135383.0,110200714.0,False,105.3,0.43,True,INE0P8B01020,GAUDIUMIVF.NS,Medical Care Facilities
257,VIJAYA,Vijaya Diagnostic Centre Limited,NSE,990.45,2025-12-12,1296.2,30.87,13346.02,Mid,Healthcare,214822.0,236843847.0,False,1299.2,0.23,True,INE043W01024,VIJAYA.NS,Diagnostics & Research
258,PIRAMALFIN,Piramal Finance Limited,NSE,1520.4,2025-12-12,1993.7,30.86,45193.87,Large,Financial Services,416541.0,749725712.0,False,1993.75,0.0,True,INE202B01038,PIRAMALFIN.NS,Credit Services
259,UNIPARTS,Uniparts India Limited,NSE,489.4,2025-12-12,640.3,30.83,2890.74,Small,Industrials,152695.0,80212084.0,False,640.35,0.01,True,INE244O01017,UNIPARTS.NS,Farm & Heavy Construction Machinery
260,ADANIENT,Adani Enterprises Limited,NSE,2282.4,2025-12-12,2979.9,30.83,384758.32,Large,Energy,1923603.0,4456107813.0,False,2978.25,0.06,True,INE423A01024,ADANIENT.NS,Thermal Coal
261,TRUALT,TruAlt Bioenergy Limited,NSE,407.15,2025-12-12,531.95,30.65,4562.9,Small,Energy,345305.0,155713650.0,False,532.1,0.03,True,INE0MWH01014,TRUALT.NS,Oil & Gas Refining & Marketing
262,KDDL,KDDL Limited,NSE,2307.1,2025-12-12,3014.1,30.64,3717.76,Small,Consumer Cyclical,26723.0,68191064.0,False,3022.75,0.29,True,INE291D01011,KDDL.NS,Luxury Goods
263,BODALCHEM,Bodal Chemicals Limited,NSE,52.43,2025-12-12,68.45,30.56,871.53,Small,Basic Materials,301404.0,18512611.0,False,69.2,1.08,True,INE338D01028,BODALCHEM.NS,Specialty Chemicals
264,HCC,Hindustan Construction Company Limited,NSE,17.94,2025-12-12,23.42,30.55,6137.41,Mid,Industrials,32679267.0,657101141.0,False,23.43,0.04,True,INE549A01026,HCC.NS,Engineering & Construction
265,GESHIP,The Great Eastern Shipping Company Limited,NSE,1109.4,2025-12-12,1442.2,30.5,21186.69,Large,Industrials,764128.0,1098676601.0,False,1441.6,0.04,True,INE017A01032,GESHIP.NS,Marine Shipping
266,ZENTEC,Zen Technologies Limited,NSE,1389.1,2025-12-12,1782.5,30.24,16086.58,Mid,Industrials,619427.0,932578372.0,False,1781.65,0.05,True,INE251B01027,ZENTEC.NS,Aerospace & Defense
267,AMANTA,Amanta Healthcare Limited,NSE,105.6,2025-12-12,135.46,30.2,523.81,Small,Healthcare,113858.0,13292363.0,False,134.9,0.42,True,INE084K01015,AMANTA.NS,Drug Manufacturers - Specialty & Generic
268,NRL,Nupur Recyclers Limited,NSE,60.37,2025-12-12,76.19,30.13,,,Industrials,67402.0,4009539.0,False,,,False,INE0JM501013,NRL.NS,Waste Management
269,SONAMLTD,SONAM LIMITED,NSE,43.48,2025-12-12,56.49,29.98,,,Consumer Cyclical,64395.0,3126172.0,False,,,False,INE00LM01029,SONAMLTD.NS,"Furnishings, Fixtures & Appliances"
270,KEI,KEI Industries Limited,NSE,4067.1,2025-12-12,5281.0,29.85,50511.53,Large,Industrials,326806.0,1489327074.0,False,5283.6,0.05,True,INE878B01027,KEI.NS,Electrical Equipment & Parts
271,CRAFTSMAN,Craftsman Automation Limited,NSE,7016.0,2025-12-12,9126.5,29.8,21776.81,Large,Consumer Cyclical,80415.0,646929611.0,False,9128.6,0.02,True,INE00LO01017,CRAFTSMAN.NS,Auto Parts
272,AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,423.05,2025-12-12,548.25,29.59,8634.63,Mid,Healthcare,223494.0,107170599.0,False,548.6,0.06,True,INE09XN01023,AKUMS.NS,Drug Manufacturers - Specialty & Generic
273,HMVL,Hindustan Media Ventures Limited,NSE,66.23,2025-12-12,84.86,29.54,617.74,Small,Communication Services,64746.0,4597236.0,False,83.85,1.2,True,INE871K01015,HMVL.NS,Publishing
274,OLAELEC,Ola Electric Mobility Limited,NSE,36.69,2025-12-12,47.34,29.13,21901.63,Large,Consumer Cyclical,98556854.0,3555963326.0,False,47.32,0.04,True,INE0LXG01040,OLAELEC.NS,Auto Manufacturers
275,543920,CFF Fluid Control Ltd,BSE,565.4,2025-12-12,729.25,28.98,1484.86,Small,n/a,29358.0,19069905.0,False,707.95,3.01,True,INE0NJ001013,543920.BO,
276,SURYODAY,Suryoday Small Finance Bank Limited,NSE,137.08,2025-12-12,174.97,28.92,1860.07,Small,Financial Services,396670.0,59280805.0,False,175.0,0.02,True,INE428Q01011,SURYODAY.NS,Banks - Regional
277,SIS,SIS LIMITED,NSE,324.85,2025-12-12,421.2,28.77,5949.94,Mid,Industrials,132816.0,46453645.0,False,421.1,0.02,True,INE285J01028,SIS.NS,Security & Protection Services
278,KRISHANA,Krishana Phoschem Limited,NSE,526.4,2025-12-12,677.65,28.73,,,Basic Materials,166074.0,98363039.0,False,,,False,INE506W01012,KRISHANA.NS,Agricultural Inputs
279,QUADFUTURE,Quadrant Future Tek Limited,NSE,267.7,2025-12-12,343.05,28.7,1369.8,Small,Industrials,1308718.0,426467321.0,False,342.45,0.18,True,INE0LRY01011,QUADFUTURE.NS,Railroads
280,HINDALCO,Hindalco Industries Limited,NSE,852.1,2025-12-12,1076.7,28.61,242149.89,Large,Basic Materials,6156951.0,5736666058.0,False,1077.55,0.08,True,INE038A01020,HINDALCO.NS,Aluminum
281,SANDHAR,Sandhar Technologies Limited,NSE,561.1,2025-12-12,708.9,28.49,4268.73,Small,Consumer Cyclical,349686.0,207422308.0,False,709.2,0.04,True,INE278H01035,SANDHAR.NS,Auto Parts
282,SHAILY,Shaily Engineering Plastics Limited,NSE,2447.2,2025-12-12,3132.6,28.01,14443.0,Mid,Basic Materials,345163.0,806066607.0,False,3142.85,0.33,True,INE151G01028,SHAILY.NS,Specialty Chemicals
283,MMWL,Media Matrix Worldwide Limited,NSE,10.35,2026-04-22,13.18,27.96,1502.02,Small,Communication Services,172913.0,2492905.0,False,13.26,0.6,True,INE200D01020,MMWL.NS,Entertainment
284,SANGHVIMOV,Sanghvi Movers Limited,NSE,306.15,2025-12-12,391.7,27.94,3392.05,Small,Industrials,363124.0,118099319.0,False,391.8,0.03,True,INE989A01032,SANGHVIMOV.NS,Rental & Leasing Services
285,ASTERDM,Aster DM Healthcare Limited,NSE,620.35,2025-12-12,790.35,27.91,40944.51,Large,Healthcare,758383.0,504311557.0,False,790.25,0.01,True,INE914M01019,ASTERDM.NS,Medical Care Facilities
286,GANDHAR,Gandhar Oil Refinery (India) Limited,NSE,124.64,2025-12-12,159.34,27.84,1558.24,Small,Energy,971454.0,156098699.0,False,159.2,0.09,True,INE717W01049,GANDHAR.NS,Oil & Gas Refining & Marketing
287,500449,Hindustan Organic Chemicals Ltd,BSE,30.29,2025-12-12,38.71,27.8,259.76,Micro,n/a,72614.0,2417483.0,False,38.67,0.1,True,INE048A01011,500449.BO,
288,TALBROAUTO,Talbros Automotive Components Limited,NSE,280.75,2025-12-12,360.05,27.77,2232.4,Small,Consumer Cyclical,168694.0,51185332.0,False,361.65,0.44,True,INE187D01029,TALBROAUTO.NS,Auto Parts
289,ATGL,Adani Total Gas Limited,NSE,593.7,2025-12-12,752.15,27.72,82727.71,Large,Utilities,4037277.0,2586931497.0,False,752.2,0.01,True,INE399L01023,ATGL.NS,Utilities - Regulated Gas
290,530145,Kisan Mouldings Ltd-$,BSE,27.71,2025-12-12,35.37,27.64,407.13,Micro,n/a,158263.0,4892567.0,False,34.08,3.79,True,INE017C01012,530145.BO,
291,539479,GTV Engineering Ltd,BSE,57.96,2025-12-12,73.92,27.54,360.25,Micro,n/a,78741.0,4979590.0,False,76.88,3.85,True,INE910R01024,539479.BO,
292,543619,Concord Control Systems Ltd,BSE,2286.6,2025-12-12,2938.05,27.47,2986.32,Small,n/a,10364.0,25000656.0,False,2876.05,2.16,True,INE0N0J01014,543619.BO,
293,HAPPYFORGE,Happy Forgings Limited,NSE,1072.1,2025-12-12,1363.0,27.22,12845.82,Mid,Industrials,68124.0,84625878.0,False,1361.5,0.11,True,INE330T01021,HAPPYFORGE.NS,Metal Fabrication
294,PFC,Power Finance Corporation Limited,NSE,344.2,2025-12-12,435.6,27.16,143702.93,Large,Financial Services,7502473.0,3031308000.0,False,435.45,0.03,True,INE134E01011,PFC.NS,Credit Services
295,INNOVACAP,Innova Captab Limited,NSE,721.4,2025-12-12,914.7,26.8,5254.39,Mid,Healthcare,70397.0,51173666.0,False,918.2,0.38,True,INE0DUT01020,INNOVACAP.NS,Drug Manufacturers - Specialty & Generic
296,CALSOFT,California Software Company Limited,NSE,15.94,2025-12-12,20.36,26.77,48.64,Micro,Technology,110417.0,2044473.0,False,20.6,1.17,True,INE526B01014,CALSOFT.NS,Software - Application
297,AMBIKCO,Ambika Cotton Mills Limited,NSE,1274.6,2025-12-12,1611.8,26.67,928.8,Small,Consumer Cyclical,10358.0,14767599.0,False,1622.35,0.65,True,INE540G01014,AMBIKCO.NS,Textile Manufacturing
298,WABAG,VA Tech Wabag Limited,NSE,1245.8,2025-12-12,1586.3,26.63,9899.78,Mid,Industrials,328771.0,435094703.0,False,1588.65,0.15,True,INE956G01038,WABAG.NS,Engineering & Construction
299,EQUITASBNK,Equitas Small Finance Bank Limited,NSE,58.7,2025-12-12,74.98,26.57,8550.38,Mid,Financial Services,3900987.0,253944859.0,False,74.9,0.11,True,INE063P01018,EQUITASBNK.NS,Banks - Regional
300,AVANTIFEED,Avanti Feeds Limited,NSE,807.1,2025-12-12,1027.0,26.54,13994.47,Mid,Consumer Defensive,1171994.0,1324645131.0,False,1027.15,0.01,True,INE871C01038,AVANTIFEED.NS,Packaged Foods
301,PANAMAPET,Panama Petrochem Limited,NSE,276.5,2025-12-12,351.85,26.54,2130.28,Small,Energy,116822.0,35588782.0,False,352.15,0.09,True,INE305C01029,PANAMAPET.NS,Oil & Gas Refining & Marketing
302,TRITURBINE,Triveni Turbine Limited,NSE,532.9,2025-12-12,673.2,26.33,21392.74,Large,Industrials,1550617.0,917918079.0,False,672.95,0.04,True,INE152M01016,TRITURBINE.NS,Specialty Industrial Machinery
303,540545,Guru Krupa Gems and Jewellery Ltd,BSE,28.43,2025-12-12,36.05,26.31,54.67,Micro,n/a,128223.0,4579396.0,False,36.35,0.83,True,INE986W01016,540545.BO,
304,THYROCARE,Thyrocare Technologies Limited,NSE,435.75,2025-12-12,547.95,26.11,8721.46,Mid,Healthcare,749997.0,338643290.0,False,547.95,0.0,True,INE594H01019,THYROCARE.NS,Diagnostics & Research
305,MMFL,MM Forgings Limited,NSE,359.4,2025-12-12,451.9,25.74,2177.74,Small,Industrials,180632.0,72132205.0,False,451.05,0.19,True,INE227C01017,MMFL.NS,Metal Fabrication
306,RML,Rane (Madras) Limited,NSE,741.05,2025-12-12,927.5,25.7,2561.55,Small,Consumer Cyclical,23524.0,19917723.0,False,926.85,0.07,True,INE050H01012,RML.NS,Auto Parts
307,DCMSIL,DCM Shriram International Limited,NSE,52.21,2026-02-17,68.83,25.56,595.9,Small,Industrials,170641.0,13303966.0,False,68.5,0.48,True,INE0OU201013,DCMSIL.NS,Industrial Distribution
308,AEQUS,Aequs Limited,NSE,147.05,2025-12-12,184.11,25.2,12370.43,Mid,Industrials,5119050.0,817205233.0,False,184.45,0.18,True,INE947N01017,AEQUS.NS,Aerospace & Defense
309,SERVOTECH,Servotech Renewable Power System Limited,NSE,82.75,2025-12-12,103.51,25.09,,,Industrials,1286300.0,114287490.0,False,,,False,INE782X01033,SERVOTECH.NS,Electrical Equipment & Parts
