rank,symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct_final,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,xsrc_price,xsrc_mismatch_pct,xsrc_ok,isin_norm,yahoo_ticker,industry
1,STLTECH,Sterlite Technologies Limited,NSE,100.61,2025-12-12,613.0,529.04,29932.0,Large,Technology,5305658.0,1119926309.0,False,613.15,0.02,True,INE089C01029,STLTECH.NS,Communication Equipment
2,540492,Starlineps Enterprises Ltd,BSE,3.24,2025-12-12,11.44,250.92,400.53,Micro,n/a,1523943.0,9679695.0,False,11.03,3.72,True,INE594W01042,540492.BO,
3,SANGINITA,Sanginita Chemicals Limited,NSE,9.71,2025-12-12,32.84,233.06,,,Basic Materials,170586.0,2896618.0,False,,,False,INE753W01010,SANGINITA.NS,Chemicals
4,MTARTECH,Mtar Technologies Limited,NSE,2345.5,2025-12-12,7458.0,217.97,22929.89,Large,Industrials,773462.0,3886267392.0,False,7454.55,0.05,True,INE864I01014,MTARTECH.NS,Specialty Industrial Machinery
5,DEEDEV,DEE Development Engineers Limited,NSE,217.51,2025-12-12,688.7,215.69,4777.09,Small,Industrials,2192412.0,643197960.0,False,689.7,0.14,True,INE841L01016,DEEDEV.NS,Metal Fabrication
6,UFBL,United Foodbrands Limited,NSE,182.28,2025-12-12,549.95,201.71,2143.5,Small,Consumer Cyclical,242685.0,84894894.0,False,548.4,0.28,True,INE382M01027,UFBL.NS,Restaurants
7,BLISSGVS,Bliss GVS Pharma Limited,NSE,144.37,2025-12-12,421.6,192.03,4448.96,Small,Healthcare,3531370.0,757050571.0,False,420.55,0.25,True,INE416D01022,BLISSGVS.NS,Drug Manufacturers - Specialty & Generic
8,GVPIL,GE Power India Limited,NSE,312.55,2025-12-12,905.5,188.28,6092.83,Mid,Industrials,647189.0,322410193.0,False,906.3,0.09,True,INE878A01011,GVPIL.NS,Engineering & Construction
9,HFCL,HFCL Limited,NSE,66.56,2025-12-12,178.01,169.55,27267.68,Large,Technology,33985147.0,3659900391.0,False,178.15,0.08,True,INE548A01028,HFCL.NS,Communication Equipment
10,OMNI,Omnitech Engineering Limited,NSE,204.93,2026-03-05,494.45,159.4,6112.19,Mid,Industrials,1106033.0,356427988.0,False,494.25,0.04,True,INE0UH301010,OMNI.NS,Specialty Industrial Machinery
11,AEROFLEX,Aeroflex Industries Limited,NSE,176.13,2025-12-12,425.7,141.7,5630.01,Mid,Industrials,2395112.0,653290657.0,False,425.45,0.06,True,INE024001021,AEROFLEX.NS,Metal Fabrication
12,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,NSE,183.74,2025-12-12,437.45,140.73,7677.0,Mid,Industrials,257082.0,67022169.0,False,435.6,0.42,True,INE933B01012,SIGMAADV.NS,Aerospace & Defense
13,KSHINTL,KSH International Limited,NSE,355.0,2025-12-23,819.9,138.76,5559.69,Mid,Industrials,474555.0,249177871.0,False,820.55,0.08,True,INE987S01020,KSHINTL.NS,Electrical Equipment & Parts
14,MODISONLTD,MODISON LIMITED,NSE,140.65,2025-12-12,327.4,135.02,1060.95,Small,Industrials,110027.0,22847735.0,False,326.95,0.14,True,INE737D01021,MODISONLTD.NS,Electrical Equipment & Parts
15,BHAGYANGR,Bhagyanagar India Limited,NSE,132.62,2025-12-12,307.8,132.09,981.45,Small,Basic Materials,314108.0,56825046.0,False,306.75,0.34,True,INE458B01036,BHAGYANGR.NS,Copper
16,BAJAJCON,Bajaj Consumer Care Limited,NSE,254.05,2025-12-12,582.2,127.69,7610.75,Mid,Consumer Defensive,1352824.0,507549931.0,False,580.4,0.31,True,INE933K01021,BAJAJCON.NS,Household & Personal Products
17,IDEAFORGE,Ideaforge Technology Limited,NSE,425.4,2025-12-12,964.9,127.36,4180.83,Small,Technology,1095475.0,630512514.0,False,963.6,0.13,True,INE349Y01013,IDEAFORGE.NS,Computer Hardware
18,CPPLUS,Aditya Infotech Limited,NSE,1554.9,2025-12-12,3482.2,126.75,41126.87,Large,Industrials,293278.0,595179359.0,False,3489.75,0.22,True,INE819V01029,CPPLUS.NS,Building Products & Equipment
19,KOVAI,Kovai Medical Center & Hospital Limited,NSE,2576.65,2026-04-13,5746.0,123.0,6290.43,Mid,Healthcare,3925.0,21682956.0,False,5748.75,0.05,True,INE177F01017,KOVAI.NS,Medical Care Facilities
20,CONFIPET,Confidence Petroleum India Limited,NSE,34.04,2025-12-12,75.5,121.8,2515.4,Small,Energy,2406054.0,124398308.0,False,75.71,0.28,True,INE552D01024,CONFIPET.NS,Oil & Gas Refining & Marketing
21,OMAXAUTO,Omax Autos Limited,NSE,99.29,2025-12-12,216.79,119.87,463.16,Micro,Consumer Cyclical,141742.0,21650372.0,False,216.55,0.11,True,INE090B01011,OMAXAUTO.NS,Auto Parts
22,ANTELOPUS,Antelopus Selan Energy Limited,NSE,396.65,2025-12-12,853.85,115.27,2997.59,Small,Energy,396180.0,219928454.0,False,852.5,0.16,True,INE818A01017,ANTELOPUS.NS,Oil & Gas E&P
23,NGLFINE,NGL Fine-Chem Limited,NSE,1326.7,2025-12-12,2820.7,112.61,1739.73,Small,Healthcare,8346.0,19405829.0,False,2816.0,0.17,True,INE887E01022,NGLFINE.NS,Drug Manufacturers - General
24,JNKINDIA,JNK India Limited,NSE,234.65,2025-12-12,484.05,110.62,2712.93,Small,Industrials,519367.0,176682526.0,False,484.85,0.16,True,INE0OAF01028,JNKINDIA.NS,Specialty Industrial Machinery
25,ATLANTAELE,Atlanta Electricals Limited,NSE,925.05,2025-12-12,1890.7,109.8,14496.94,Mid,Industrials,188391.0,224311358.0,False,1885.25,0.29,True,INE0Z4F01028,ATLANTAELE.NS,Electrical Equipment & Parts
26,532380,Baba Arts Ltd-$,BSE,6.54,2025-12-12,13.5,106.42,70.09,Micro,n/a,57679.0,723732.0,False,13.35,1.12,True,INE893A01036,532380.BO,
27,SHADOWFAX,Shadowfax Technologies Limited,NSE,109.98,2026-01-28,216.9,103.43,12697.9,Mid,Industrials,3033565.0,446553923.0,False,217.15,0.12,True,INE12UN01015,SHADOWFAX.NS,Integrated Freight & Logistics
28,VENUSREM,Venus Remedies Limited,NSE,825.4,2025-12-12,1610.7,102.39,2141.73,Small,Healthcare,75494.0,66645111.0,False,1602.25,0.53,True,INE411B01019,VENUSREM.NS,Drug Manufacturers - Specialty & Generic
29,SPORTKING,Sportking India Limited,NSE,89.75,2025-12-12,177.84,100.29,2256.8,Small,Consumer Cyclical,297872.0,41490042.0,False,177.6,0.14,True,INE885H01029,SPORTKING.NS,Textile Manufacturing
30,BALAMINES,Balaji Amines Limited,NSE,1120.6,2025-12-12,2242.1,99.09,7266.09,Mid,Basic Materials,376815.0,533876683.0,False,2242.55,0.02,True,INE050E01027,BALAMINES.NS,Specialty Chemicals
31,NOVARTIND,Novartis India Limited,NSE,672.25,2026-04-15,1331.4,98.05,3288.32,Small,Healthcare,32616.0,41611485.0,False,1331.8,0.03,True,INE234A01025,NOVARTIND.NS,Drug Manufacturers - Specialty & Generic
32,E2E,E2E Networks Limited,NSE,210.48,2025-12-12,408.8,94.43,,,Technology,1382101.0,389734917.0,False,,,False,INE255Z01027,E2E.NS,Software - Infrastructure
33,SAKAR,Sakar Healthcare Limited,NSE,422.35,2025-12-12,813.6,93.83,,,Healthcare,109594.0,64887931.0,False,,,False,INE732S01012,SAKAR.NS,Drug Manufacturers - Specialty & Generic
34,ACUTAAS,Acutaas Chemicals Limited,NSE,1664.0,2025-12-12,3198.7,92.23,26188.53,Large,Basic Materials,422630.0,940445080.0,False,3198.75,0.0,True,INE00FF01025,ACUTAAS.NS,Specialty Chemicals
35,SASKEN,Sasken Technologies Limited,NSE,1228.7,2025-12-12,2314.4,91.11,3544.83,Small,Technology,108060.0,184220017.0,False,2334.2,0.85,True,INE231F01020,SASKEN.NS,Information Technology Services
36,RAIN,Rain Industries Limited,NSE,106.86,2025-12-12,203.97,90.88,6854.72,Mid,Basic Materials,4673039.0,695649943.0,False,203.8,0.08,True,INE855B01025,RAIN.NS,Specialty Chemicals
37,AVALON,Avalon Technologies Limited,NSE,870.75,2025-12-12,1639.5,89.64,10963.2,Mid,Technology,314189.0,367693530.0,False,1641.5,0.12,True,INE0LCL01028,AVALON.NS,Electronic Components
38,COCKERILL,John Cockerill India Limited,NSE,5277.35,2026-04-22,9883.5,89.56,4868.76,Small,Industrials,25526.0,208201776.0,False,9860.15,0.24,True,INE515A01019,COCKERILL.NS,Metal Fabrication
39,PARKHOSPS,Park Medi World Limited,NSE,147.95,2025-12-17,292.5,88.84,12627.5,Mid,Healthcare,1510623.0,273933746.0,False,292.35,0.05,True,INE119201023,PARKHOSPS.NS,Medical Care Facilities
40,BBOX,Black Box Limited,NSE,516.55,2025-12-12,970.1,87.93,17194.27,Mid,Technology,674959.0,462278012.0,False,968.15,0.2,True,INE676A01027,BBOX.NS,Software - Application
41,TCIFINANCE,TCI Finance Limited,NSE,11.33,2025-12-12,20.91,87.37,26.75,Micro,Financial Services,65820.0,1222319.0,False,20.78,0.63,True,INE911B01018,TCIFINANCE.NS,Credit Services
42,KERNEX,Kernex Microsystems (India) Limited,NSE,1026.4,2025-12-12,1889.9,86.56,3170.7,Small,Technology,259037.0,343724925.0,False,1887.05,0.15,True,INE202H01019,KERNEX.NS,Software - Application
43,SGMART,SG Mart Limited,NSE,334.15,2025-12-12,619.4,85.37,7383.29,Mid,Industrials,314605.0,141393027.0,False,619.45,0.01,True,INE385F01024,SGMART.NS,Industrial Distribution
44,GAYAPROJ,Gayatri Projects Limited,NSE,11.53,2025-12-12,21.33,85.0,398.17,Micro,Industrials,206874.0,3773090.0,False,21.27,0.28,True,INE336H01023,GAYAPROJ.NS,Engineering & Construction
45,CUPID,Cupid Limited,NSE,78.8,2025-12-12,145.86,84.91,19611.88,Mid,Consumer Defensive,29943039.0,2584916833.0,False,145.85,0.01,True,INE509F01029,CUPID.NS,Household & Personal Products
46,RUBICON,Rubicon Research Limited,NSE,636.35,2025-12-12,1170.5,83.9,19310.0,Mid,Healthcare,392846.0,343470605.0,False,1169.65,0.07,True,INE506V01022,RUBICON.NS,Drug Manufacturers - General
47,KSR,KSR Footwear Limited,NSE,17.33,2025-12-12,32.63,83.42,61.57,Micro,Consumer Cyclical,100712.0,2536651.0,False,33.5,2.6,True,INE1SPP01016,KSR.NS,Footwear & Accessories
48,VIDYAWIRES,Vidya Wires Limited,NSE,51.59,2025-12-12,94.0,82.21,1999.31,Small,Industrials,6089879.0,427242647.0,False,94.0,0.0,True,INE14UN01029,VIDYAWIRES.NS,Electrical Equipment & Parts
49,PARACABLES,Paramount Communications Limited,NSE,36.95,2025-12-12,66.75,81.68,2034.83,Small,Technology,1832394.0,92780415.0,False,66.67,0.12,True,INE074B01023,PARACABLES.NS,Communication Equipment
50,SEDEMAC,SEDEMAC Mechatronics Limited,NSE,1451.1,2026-03-11,2624.9,80.89,11595.71,Mid,Consumer Cyclical,261956.0,466127207.0,False,2625.75,0.03,True,INE00XB01019,SEDEMAC.NS,Auto Parts
51,TDPOWERSYS,TD Power Systems Limited,NSE,687.1,2025-12-12,1231.0,79.16,19227.81,Mid,Industrials,1292061.0,1188514555.0,False,1230.75,0.02,True,INE419M01027,TDPOWERSYS.NS,Specialty Industrial Machinery
52,POWERINDIA,Hitachi Energy India Limited,NSE,19535.0,2025-12-12,34610.0,79.14,154217.7,Large,Industrials,163196.0,3991969128.0,False,34599.4,0.03,True,INE07Y701011,POWERINDIA.NS,Electrical Equipment & Parts
53,WHEELS,Wheels India Limited,NSE,842.1,2025-12-12,1507.6,79.03,3687.31,Small,Consumer Cyclical,116374.0,140490059.0,False,1509.15,0.1,True,INE715A01015,WHEELS.NS,Auto Parts
54,DJML,DJ Mediaprint & Logistics Limited,NSE,59.96,2025-12-12,107.25,78.87,368.87,Micro,Industrials,157300.0,13037098.0,False,107.3,0.05,True,INE0B1K01014,DJML.NS,Specialty Business Services
55,APOLLO,Apollo Micro Systems Limited,NSE,236.0,2025-12-12,413.05,78.65,14762.07,Mid,Industrials,9816948.0,3144690351.0,False,413.15,0.02,True,INE713T01028,APOLLO.NS,Aerospace & Defense
56,NARMADA,Narmada Agrobase Limited,NSE,20.52,2025-12-12,37.77,77.99,144.35,Micro,Basic Materials,218567.0,7135314.0,False,38.05,0.74,True,INE117Z01011,NARMADA.NS,Agricultural Inputs
57,NEOGEN,Neogen Chemicals Limited,NSE,1089.7,2025-12-12,1938.8,77.92,5302.05,Mid,Basic Materials,176887.0,223355600.0,False,1936.35,0.13,True,INE136S01016,NEOGEN.NS,Specialty Chemicals
58,WELCORP,Welspun Corp Limited,NSE,793.3,2025-12-12,1411.6,77.36,37273.62,Large,Basic Materials,768598.0,763952212.0,False,1413.0,0.1,True,INE191B01025,WELCORP.NS,Steel
59,NINSYS,NINtec Systems Limited,NSE,409.15,2025-12-12,718.9,76.48,1340.26,Small,Technology,13387.0,5424869.0,False,721.5,0.36,True,INE395U01014,NINSYS.NS,Information Technology Services
60,SANSERA,Sansera Engineering Limited,NSE,1699.2,2025-12-12,2961.4,76.23,18437.2,Mid,Consumer Cyclical,225265.0,499332413.0,False,2957.9,0.12,True,INE953O01021,SANSERA.NS,Auto Parts
61,DATAPATTNS,Data Patterns (India) Limited,NSE,2594.2,2025-12-12,4558.5,75.72,25496.78,Large,Industrials,905828.0,3051690814.0,False,4554.3,0.09,True,INE0IX101010,DATAPATTNS.NS,Aerospace & Defense
62,PRECWIRE,Precision Wires India Limited,NSE,235.9,2025-12-12,410.85,74.16,7501.53,Mid,Industrials,1217156.0,359318808.0,False,410.35,0.12,True,INE372C01037,PRECWIRE.NS,Electrical Equipment & Parts
63,SHILPAMED,Shilpa Medicare Limited,NSE,331.15,2025-12-12,569.15,73.79,11088.51,Mid,Healthcare,610207.0,246532873.0,False,566.95,0.39,True,INE790G01031,SHILPAMED.NS,Drug Manufacturers - Specialty & Generic
64,EMMVEE,Emmvee Photovoltaic Power Limited,NSE,193.72,2025-12-12,335.2,73.03,23214.33,Large,Technology,4386624.0,1060980057.0,False,335.3,0.03,True,INE1C6T01020,EMMVEE.NS,Solar
65,PANACEABIO,Panacea Biotec Limited,NSE,363.25,2025-12-12,607.75,72.98,3726.8,Small,Healthcare,720624.0,323604282.0,False,608.45,0.12,True,INE922B01023,PANACEABIO.NS,Biotechnology
66,NITINSPIN,Nitin Spinners Limited,NSE,317.65,2025-12-12,539.0,71.85,3025.76,Small,Consumer Cyclical,371465.0,146089020.0,False,538.2,0.15,True,INE229H01012,NITINSPIN.NS,Textile Manufacturing
67,SYRMA,Syrma SGS Technology Limited,NSE,738.8,2025-12-12,1256.8,71.3,24204.08,Large,Technology,1611107.0,1400900884.0,False,1255.2,0.13,True,INE0DYJ01015,SYRMA.NS,Electronic Components
68,GRWRHITECH,Garware Hi-Tech Films Limited,NSE,3689.6,2025-12-12,6225.0,71.23,14437.89,Mid,Basic Materials,92898.0,393813395.0,False,6214.55,0.17,True,INE291A01017,GRWRHITECH.NS,Specialty Chemicals
69,KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE,745.0,2025-12-12,1240.8,71.12,,,Industrials,125560.0,127919282.0,False,,,False,INE0J5601015,KRISHNADEF.NS,Specialty Industrial Machinery
70,543787,Macfos Ltd,BSE,727.86,2025-12-12,1231.35,70.84,1300.51,Small,n/a,10014.0,8755020.0,False,1255.5,1.92,True,INE0OLH01013,543787.BO,
71,THANGAMAYL,Thangamayil Jewellery Limited,NSE,3196.6,2025-12-12,5469.5,70.3,17029.53,Mid,Consumer Cyclical,184668.0,685063456.0,False,5478.9,0.17,True,INE085J01014,THANGAMAYL.NS,Luxury Goods
72,SATIN,Satin Creditcare Network Limited,NSE,143.49,2025-12-12,242.1,69.67,2677.82,Small,Financial Services,494353.0,100003781.0,False,242.4,0.12,True,INE836B01017,SATIN.NS,Credit Services
73,INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,97.91,2025-12-12,161.87,69.05,1403.28,Small,Healthcare,736273.0,101538210.0,False,161.6,0.17,True,INE915B01019,INDSWFTLAB.NS,Drug Manufacturers - Specialty & Generic
74,SALSTEEL,S.A.L. Steel Limited,NSE,35.3,2025-12-12,59.52,68.61,657.92,Small,Basic Materials,137236.0,6409254.0,False,60.35,1.38,True,INE658G01014,SALSTEEL.NS,Steel
75,ADVAIT,Advait Energy Transitions Limited,NSE,1391.8,2026-01-20,2346.2,67.95,2569.75,Small,Industrials,59953.0,112661972.0,False,2348.3,0.09,True,INE0ALI01010,ADVAIT.NS,Specialty Industrial Machinery
76,APOLLOPIPE,Apollo Pipes Limited,NSE,300.3,2025-12-12,501.75,67.08,2212.1,Small,Industrials,948277.0,384199968.0,False,502.2,0.09,True,INE126J01016,APOLLOPIPE.NS,Building Products & Equipment
77,SWANDEF,Swan Defence and Heavy Industries Limited,NSE,1199.3,2025-12-12,1996.8,66.5,10505.35,Mid,Industrials,12343.0,22642049.0,False,1994.1,0.14,True,INE542F01020,SWANDEF.NS,Aerospace & Defense
78,MANAKALUCO,Manaksia Aluminium Company Limited,NSE,24.29,2025-12-12,40.12,66.06,264.89,Micro,Basic Materials,291480.0,12425705.0,False,40.42,0.74,True,INE859Q01017,MANAKALUCO.NS,Aluminum
79,THERMAX,Thermax Limited,NSE,2870.4,2025-12-12,4739.9,65.13,56509.28,Large,Industrials,195533.0,747651858.0,False,4742.45,0.05,True,INE152A01029,THERMAX.NS,Conglomerates
80,542669,BMW Industries Ltd,BSE,36.96,2025-12-12,61.19,64.98,1424.8,Small,n/a,246726.0,11537513.0,False,63.3,3.33,True,INE374E01021,542669.BO,
81,MAYURUNIQ,Mayur Uniquoters Ltd,NSE,487.25,2025-12-12,798.85,63.95,3467.73,Small,Consumer Cyclical,139913.0,88968152.0,False,798.05,0.1,True,INE040D01038,MAYURUNIQ.NS,Textile Manufacturing
82,GVT&D,GE Vernova T&D India Limited,NSE,3050.9,2025-12-12,4931.0,63.66,126216.86,Large,Industrials,842384.0,3002547048.0,False,4929.45,0.03,True,INE200A01026,GVT&D.NS,Specialty Industrial Machinery
83,FCL,Fineotex Chemical Limited,NSE,24.44,2025-12-12,39.86,63.09,4647.52,Small,Basic Materials,9728144.0,314629248.0,False,39.91,0.13,True,INE045J01034,FCL.NS,Specialty Chemicals
84,KIRLOSENG,Kirloskar Oil Engines Limited,NSE,1144.6,2025-12-12,1851.3,62.95,26917.82,Large,Industrials,608627.0,801028768.0,False,1851.55,0.01,True,INE146L01010,KIRLOSENG.NS,Specialty Industrial Machinery
85,SBCL,Shivalik Bimetal Controls Limited,NSE,451.6,2025-12-12,731.3,62.82,4208.27,Small,Industrials,262994.0,151615008.0,False,730.55,0.1,True,INE386D01027,SBCL.NS,Metal Fabrication
86,JAYBARMARU,Jay Bharat Maruti Limited,NSE,88.51,2025-12-12,138.82,62.63,1506.3,Small,Consumer Cyclical,662352.0,73191180.0,False,139.15,0.24,True,INE571B01036,JAYBARMARU.NS,Auto Parts
87,QPOWER,Quality Power Electrical Equipments Limited,NSE,701.6,2025-12-12,1133.7,62.61,8834.44,Mid,Industrials,933423.0,861081432.0,False,1140.75,0.62,True,INE0SII01026,QPOWER.NS,Electrical Equipment & Parts
88,INDOTECH,Indo Tech Transformers Limited,NSE,1598.3,2025-12-12,2595.5,62.39,2756.9,Small,Industrials,47276.0,92366318.0,False,2595.95,0.02,True,INE332H01014,INDOTECH.NS,Electrical Equipment & Parts
89,YASHO,Yasho Industries Limited,NSE,1574.4,2025-12-12,2543.6,61.56,3068.41,Small,Basic Materials,26175.0,41917796.0,False,2544.9,0.05,True,INE616Z01012,YASHO.NS,Specialty Chemicals
90,KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,775.25,2025-12-12,1232.0,61.55,8031.43,Mid,Technology,893329.0,863079768.0,False,1226.95,0.41,True,INE0Q3J01015,KRN.NS,Electronic Components
91,ASTRAMICRO,Astra Microwave Products Limited,NSE,907.05,2025-12-12,1457.7,61.19,13850.58,Mid,Technology,481811.0,549889677.0,False,1458.8,0.08,True,INE386C01029,ASTRAMICRO.NS,Communication Equipment
92,IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,83.08,2025-12-12,132.84,61.08,3900.98,Small,Healthcare,2018025.0,204515823.0,False,132.9,0.05,True,INE485C01029,IOLCP.NS,Drug Manufacturers - Specialty & Generic
93,RPTECH,Rashi Peripherals Limited,NSE,344.75,2025-12-12,552.65,60.3,3681.16,Small,Technology,165481.0,68796902.0,False,558.6,1.07,True,INE0J1F01024,RPTECH.NS,Electronics & Computer Distribution
94,IFCI,IFCI Limited,NSE,48.7,2025-12-12,77.07,60.06,20754.3,Large,Financial Services,28064841.0,1763758263.0,False,77.03,0.05,True,INE039A01010,IFCI.NS,Credit Services
95,LOKESHMACH,Lokesh Machines Limited,NSE,173.61,2025-12-12,265.15,59.83,523.92,Small,Industrials,82809.0,16371006.0,False,262.0,1.2,True,INE397H01017,LOKESHMACH.NS,Specialty Industrial Machinery
96,ATHERENERG,Ather Energy Limited,NSE,645.1,2025-12-12,1032.8,59.76,39589.81,Large,Consumer Cyclical,3516458.0,2790173615.0,False,1033.35,0.05,True,INE0LEZ01016,ATHERENERG.NS,Auto Manufacturers
97,MENONBE,Menon Bearings Limited,NSE,106.03,2025-12-12,169.81,59.7,953.24,Small,Consumer Cyclical,93723.0,12961569.0,False,170.1,0.17,True,INE071D01033,MENONBE.NS,Auto Parts
98,PAISALO,Paisalo Digital Limited,NSE,37.81,2025-12-12,60.18,59.54,5478.05,Mid,Financial Services,7634073.0,323347021.0,False,60.23,0.08,True,INE420C01059,PAISALO.NS,Credit Services
99,NITTAGELA,Nitta Gelatin India Limited,NSE,922.65,2026-04-23,1471.0,58.95,1340.72,Small,Basic Materials,20623.0,29575759.0,False,1476.7,0.39,True,INE265B01019,NITTAGELA.NS,Specialty Chemicals
100,HONASA,Honasa Consumer Limited,NSE,261.45,2025-12-12,407.95,58.58,13291.36,Mid,Consumer Defensive,1684503.0,558639819.0,False,408.5,0.13,True,INE0J5401028,HONASA.NS,Household & Personal Products
101,RUBYMILLS,The Ruby Mills Limited,NSE,217.57,2025-12-12,344.7,58.43,1156.86,Small,Consumer Cyclical,60260.0,15250951.0,False,345.95,0.36,True,INE301D01026,RUBYMILLS.NS,Textile Manufacturing
102,CEIGALL,Ceigall India Limited,NSE,234.71,2025-12-12,366.4,58.33,6375.9,Mid,Industrials,401748.0,123192542.0,False,366.0,0.11,True,INE0AG901020,CEIGALL.NS,Engineering & Construction
103,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,323.05,2025-12-12,513.05,58.23,7948.13,Mid,Consumer Cyclical,1081275.0,435421964.0,False,513.2,0.03,True,INE01IU01018,SKYGOLD.NS,Luxury Goods
104,ONELIFECAP,Onelife Capital Advisors Limited,NSE,16.94,2025-12-12,26.49,58.05,100.87,Micro,Financial Services,144177.0,2378887.0,False,27.0,1.89,True,INE912L01015,ONELIFECAP.NS,Capital Markets
105,ADANIENSOL,Adani Energy Solutions Limited,NSE,1011.3,2025-12-12,1579.2,57.98,189568.41,Large,Utilities,2206410.0,2588339942.0,False,1578.05,0.07,True,INE931S01010,ADANIENSOL.NS,Utilities - Independent Power Producers
106,APEX,Apex Frozen Foods Limited,NSE,266.4,2025-12-12,409.8,57.86,1279.84,Small,Consumer Defensive,1322632.0,491456232.0,False,409.55,0.06,True,INE346W01013,APEX.NS,Farm Products
107,KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,1042.4,2025-12-12,1645.0,57.81,10686.92,Mid,Industrials,119284.0,154306769.0,False,1645.2,0.01,True,INE811A01020,KIRLPNU.NS,Specialty Industrial Machinery
108,GULPOLY,Gulshan Polyols Limited,NSE,136.11,2025-12-12,214.95,57.8,1343.77,Small,Basic Materials,259894.0,45906667.0,False,215.45,0.23,True,INE255D01024,GULPOLY.NS,Chemicals
109,SEAMECLTD,Seamec Limited,NSE,1027.2,2025-12-12,1612.8,57.54,4100.67,Small,Industrials,80256.0,105237900.0,False,1612.85,0.0,True,INE497B01018,SEAMECLTD.NS,Marine Shipping
110,PARAS,Paras Defence and Space Technologies Limited,NSE,667.45,2025-12-12,1039.15,57.47,8375.84,Mid,Industrials,1558359.0,1198948732.0,False,1039.35,0.02,True,INE045601023,PARAS.NS,Aerospace & Defense
111,526775,Valiant Communications Ltd-$,BSE,801.05,2025-12-12,1259.25,57.2,1423.34,Small,n/a,14458.0,13677098.0,False,1243.95,1.23,True,INE760B01019,526775.BO,
112,MIRCELECTR,MIRC Electronics Limited,NSE,24.88,2025-12-12,38.09,57.14,1404.06,Small,Consumer Cyclical,1579787.0,55970438.0,False,38.01,0.21,True,INE831A01028,MIRCELECTR.NS,"Furnishings, Fixtures & Appliances"
113,SCPL,Sheetal Cool Products Limited,NSE,283.83,2025-12-12,445.55,56.98,475.39,Micro,Consumer Defensive,23099.0,7109383.0,False,452.75,1.59,True,INE501Y01019,SCPL.NS,Packaged Foods
114,KOTYARK,Kotyark Industries Limited,NSE,263.15,2025-12-12,407.2,56.65,417.02,Micro,Basic Materials,29089.0,10812376.0,False,405.7,0.37,True,INE0J0B01017,KOTYARK.NS,Specialty Chemicals
115,ADANIPOWER,Adani Power Limited,NSE,144.49,2025-12-12,226.14,56.63,435930.52,Large,Utilities,30782016.0,5558356583.0,False,226.05,0.04,True,INE814H01029,ADANIPOWER.NS,Utilities - Independent Power Producers
116,CMPDI,Central Mine Planning & Design Institute Limited,NSE,154.06,2026-03-30,244.18,56.54,17428.74,Mid,Basic Materials,5676634.0,1205963080.0,False,244.1,0.03,True,INE05HV01027,CMPDI.NS,Other Industrial Metals & Mining
117,SGFIN,SG Finserve Limited,NSE,384.95,2025-12-12,606.15,56.35,3387.24,Small,Financial Services,261667.0,122306862.0,False,606.0,0.02,True,INE618R01015,SGFIN.NS,Capital Markets
118,J&KBANK,The Jammu & Kashmir Bank Limited,NSE,102.53,2025-12-12,156.98,55.94,17272.05,Mid,Financial Services,4535057.0,541555672.0,False,156.85,0.08,True,INE168A01041,J&KBANK.NS,Banks - Regional
119,ROSSTECH,Rossell Techsys Limited,NSE,673.7,2025-12-12,1050.3,55.74,3959.45,Small,Industrials,196054.0,151994880.0,False,1050.35,0.0,True,INE0OJW01016,ROSSTECH.NS,Aerospace & Defense
120,ARVIND,Arvind Limited,NSE,318.15,2025-12-12,500.1,55.31,13104.36,Mid,Consumer Cyclical,661617.0,257330567.0,False,499.9,0.04,True,INE034A01011,ARVIND.NS,Textile Manufacturing
121,ELPROINTL,Elpro International Limited,NSE,105.35,2026-04-22,166.77,55.12,2829.45,Small,n/a,238088.0,35076970.0,False,166.95,0.11,True,INE579B01039,ELPROINTL.NS,
122,SUVEN,Suven Life Sciences Limited,NSE,170.79,2025-12-12,264.45,54.84,6983.32,Mid,Healthcare,714158.0,158379828.0,False,264.8,0.13,True,INE495B01038,SUVEN.NS,Drug Manufacturers - Specialty & Generic
123,NRBBEARING,NRB Bearing Limited,NSE,284.65,2025-12-12,438.95,54.21,4253.93,Small,Consumer Cyclical,492485.0,169296420.0,False,438.9,0.01,True,INE349A01021,NRBBEARING.NS,Auto Parts
124,ZIMLAB,Zim Laboratories Limited,NSE,73.35,2025-12-12,113.05,54.12,581.54,Small,Healthcare,123835.0,9705157.0,False,108.6,4.1,True,INE518E01015,ZIMLAB.NS,Drug Manufacturers - Specialty & Generic
125,SOTL,Savita Oil Technologies Limited,NSE,372.75,2025-12-12,568.05,53.88,3895.95,Small,Basic Materials,171828.0,86571480.0,False,568.25,0.04,True,INE035D01020,SOTL.NS,Specialty Chemicals
