rank,symbol,name,exchange,sector,CMP,dist_52wh_pct,rsi,adx,mcap_cr,weeks_base,base_depth_pct,num_confirmations,confA_macd,confB_cmf,confC_obv,confD_sector,confE_vcp,confF_no_supply,gannG_sq9,gannH_cycle,next_resistance
1,SUMICHEM,Sumitomo Chemical India Limited,NSE,n/a,472.05,29.02,51.5,18.4,23604.6,88.2,21.6,4,False,True,True,False,True,True,True,True,475.05
