symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker,robust_return_pct,robust_now,robust_past,live_today_2ndsrc,price_mismatch_pct,return_delta_raw_vs_robust,robust_below_25
ARIHANT,Arihant Foundations & Housing Limited,NSE,39.65,2026-04-13,802.8,1924.72,,,,7032.0,5817433.0,False,INE413D01011,ARIHANT.NS,1924.72,802.8,39.65,,,0.0,False
STLTECH,Sterlite Technologies Limited,NSE,91.56,2026-01-20,520.4,468.37,,,,5411100.0,1316065045.0,False,INE089C01029,STLTECH.NS,476.51,533.85,92.6,,,8.14,False
SANGINITA,Sanginita Chemicals Limited,NSE,11.44,2026-01-20,55.85,388.2,,,,173790.0,3680099.0,False,INE753W01010,SANGINITA.NS,373.46,53.69,11.34,,,14.74,False
UFBL,United Foodbrands Limited,NSE,179.0,2026-01-20,701.9,292.12,,,,254846.0,101803059.0,False,INE382M01027,UFBL.NS,303.88,739.1,183.0,,,11.76,False
DEEDEV,DEE Development Engineers Limited,NSE,190.09,2026-01-20,691.75,263.91,,,,2163355.0,644631301.0,False,INE841L01016,DEEDEV.NS,251.09,691.75,197.03,,,12.82,False
HFCL,HFCL Limited,NSE,63.32,2026-01-20,213.17,236.66,,,,35918538.0,4330289237.0,False,INE548A01028,HFCL.NS,238.96,214.63,63.32,,,2.3,False
BLISSGVS,Bliss GVS Pharma Limited,NSE,156.87,2026-01-20,483.5,208.22,,,,3287579.0,764654519.0,False,INE416D01022,BLISSGVS.NS,227.98,514.5,156.87,,,19.76,False
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,NSE,173.45,2026-01-20,557.8,221.59,,,,269179.0,93832390.0,False,INE933B01012,SIGMAADV.NS,226.95,568.8,173.97,,,5.36,False
OMNI,Omnitech Engineering Limited,NSE,204.93,2026-03-05,565.6,176.0,,,,917623.0,323926724.0,False,INE0UH301010,OMNI.NS,194.76,561.85,190.61,,,18.76,False
GVPIL,GE Power India Limited,NSE,283.65,2026-01-20,792.95,179.55,,,,638393.0,355659895.0,False,INE878A01011,GVPIL.NS,183.76,808.3,284.85,,,4.21,False
CPPLUS,Aditya Infotech Limited,NSE,1400.0,2026-01-20,3614.4,158.17,,,,277253.0,650769720.0,False,INE819V01029,CPPLUS.NS,162.47,3639.4,1386.6,,,4.3,False
CUPID,Cupid Limited,NSE,80.67,2026-01-20,214.78,166.25,,,,33601825.0,3782519326.0,False,INE509F01029,CUPID.NS,161.8,214.78,82.04,,,4.45,False
INDOTECH,Indo Tech Transformers Limited,NSE,1318.7,2026-01-20,3400.9,157.9,,,,47721.0,101113349.0,False,INE332H01014,INDOTECH.NS,157.9,3400.9,1318.7,,,0.0,False
NINSYS,NINtec Systems Limited,NSE,339.8,2026-01-20,893.6,162.98,,,,13560.0,5866366.0,False,INE395U01014,NINSYS.NS,157.65,875.5,339.8,,,5.33,False
MTARTECH,Mtar Technologies Limited,NSE,2516.0,2026-01-20,6046.0,140.3,,,,875606.0,5167815078.0,False,INE864I01014,MTARTECH.NS,154.73,6409.0,2516.0,,,14.43,False
OMAXAUTO,Omax Autos Limited,NSE,94.34,2026-01-20,228.38,142.08,,,,129725.0,21542401.0,False,INE090B01011,OMAXAUTO.NS,152.02,237.76,94.34,,,9.94,False
CEMPRO,Cemindia Projects Limited,NSE,626.35,2026-01-20,1615.0,157.84,,,,786891.0,725557069.0,False,INE686A01026,CEMPRO.NS,149.3,1601.4,642.35,,,8.54,False
IBULLSLTD,Indiabulls Limited,NSE,12.55,2026-01-20,28.99,131.0,,,,8143711.0,142782557.0,False,INE126M01010,IBULLSLTD.NS,146.22,30.9,12.55,,,15.22,False
KSHINTL,KSH International Limited,NSE,350.35,2026-01-20,864.75,146.82,,,,451347.0,259897732.0,False,INE987S01020,KSHINTL.NS,144.08,875.5,358.7,,,2.74,False
AEROFLEX,Aeroflex Industries Limited,NSE,168.93,2026-01-20,410.6,143.06,,,,2578580.0,774743977.0,False,INE024001021,AEROFLEX.NS,143.24,410.9,168.93,,,0.18,False
GRWRHITECH,Garware Hi-Tech Films Limited,NSE,2745.3,2026-01-20,6970.5,153.91,,,,83238.0,389921462.0,False,INE291A01017,GRWRHITECH.NS,143.12,6991.0,2875.5,,,10.79,False
VENUSREM,Venus Remedies Limited,NSE,726.25,2026-01-20,1770.0,143.72,,,,61844.0,74165445.0,False,INE411B01019,VENUSREM.NS,142.74,1805.4,743.75,,,0.98,False
SUVEN,Suven Life Sciences Limited,NSE,143.49,2026-01-20,325.9,127.12,,,,1018524.0,254301099.0,False,INE495B01038,SUVEN.NS,142.66,348.2,143.49,,,15.54,False
SPORTKING,Sportking India Limited,NSE,81.81,2026-01-20,197.21,141.06,,,,350049.0,53690646.0,False,INE885H01029,SPORTKING.NS,140.62,196.85,81.81,,,0.44,False
NOVARTIND,Novartis India Limited,NSE,672.25,2026-04-15,1570.1,133.56,,,,34157.0,47727691.0,False,INE234A01025,NOVARTIND.NS,137.44,1596.2,672.25,,,3.88,False
ONELIFECAP,Onelife Capital Advisors Limited,NSE,15.67,2026-01-20,36.88,135.35,,,,143466.0,2504459.0,False,INE912L01015,ONELIFECAP.NS,136.18,37.01,15.67,,,0.83,False
YASHO,Yasho Industries Limited,NSE,1270.5,2026-01-20,3010.7,136.97,,,,30372.0,56759148.0,False,INE616Z01012,YASHO.NS,136.16,3000.4,1270.5,,,0.81,False
JNKINDIA,JNK India Limited,NSE,208.85,2026-01-20,477.15,128.47,,,,768075.0,303946598.0,False,INE0OAF01028,JNKINDIA.NS,135.85,504.95,214.1,,,7.38,False
KOVAI,Kovai Medical Center & Hospital Limited,NSE,2576.65,2026-04-13,5986.0,132.32,,,,5082.0,29456647.0,False,INE177F01017,KOVAI.NS,132.32,5986.0,2576.65,,,0.0,False
CONFIPET,Confidence Petroleum India Limited,NSE,32.45,2026-01-20,73.12,125.33,,,,2823674.0,157704932.0,False,INE552D01024,CONFIPET.NS,131.28,75.35,32.58,,,5.95,False
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,71.54,2026-01-20,148.33,107.34,,,,2804080.0,348134814.0,False,INE485C01029,IOLCP.NS,130.2,165.7,71.98,,,22.86,False
BHAGYANGR,Bhagyanagar India Limited,NSE,160.3,2026-01-20,401.05,150.19,,,,216047.0,48408365.0,False,INE458B01036,BHAGYANGR.NS,129.11,375.35,163.83,,,21.08,False
SHILPAMED,Shilpa Medicare Limited,NSE,279.2,2026-01-20,620.25,122.15,,,,747123.0,338541699.0,False,INE790G01031,SHILPAMED.NS,125.72,630.2,279.2,,,3.57,False
ATLANTAELE,Atlanta Electricals Limited,NSE,777.6,2026-01-20,1698.3,118.4,,,,156906.0,203304024.0,False,INE0Z4F01028,ATLANTAELE.NS,122.4,1729.4,777.6,,,4.0,False
WELCORP,Welspun Corp Limited,NSE,758.6,2026-01-20,1581.5,108.48,,,,794944.0,922600405.0,False,INE191B01025,WELCORP.NS,121.47,1680.1,758.6,,,12.99,False
PAISALO,Paisalo Digital Limited,NSE,32.75,2026-01-20,71.75,119.08,,,,9617848.0,502501952.0,False,INE420C01059,PAISALO.NS,120.76,72.3,32.75,,,1.68,False
RPTECH,Rashi Peripherals Limited,NSE,344.8,2026-01-20,734.45,113.01,,,,587654.0,377024630.0,False,INE0J1F01024,RPTECH.NS,119.7,775.75,353.1,,,6.69,False
SAKAR,Sakar Healthcare Limited,NSE,408.6,2026-01-20,877.7,114.81,,,,131932.0,86556783.0,False,INE732S01012,SAKAR.NS,119.52,896.95,408.6,,,4.71,False
EBGNG,GNG Electronics Limited,NSE,260.1,2026-01-20,543.0,108.77,,,,431250.0,195175353.0,False,INE18JU01028,EBGNG.NS,116.93,572.15,263.75,,,8.16,False
RUBICON,Rubicon Research Limited,NSE,663.85,2026-01-20,1439.6,116.86,,,,336768.0,354701825.0,False,INE506V01022,RUBICON.NS,116.86,1439.6,663.85,,,0.0,False
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE,585.45,2026-01-20,1278.5,118.38,,,,406480.0,403869746.0,False,INE839M01018,SCHNEIDER.NS,116.59,1335.9,616.8,,,1.79,False
SETL,Standard Engineering Technology Limited,NSE,130.03,2026-01-20,281.1,116.18,,,,556371.0,107366931.0,False,INE0M4D01010,SETL.NS,116.18,281.1,130.03,,,0.0,False
ACUTAAS,Acutaas Chemicals Limited,NSE,1626.5,2026-01-20,3619.4,122.53,,,,425268.0,1054636815.0,False,INE00FF01025,ACUTAAS.NS,115.7,3546.9,1644.4,,,6.83,False
JAYBARMARU,Jay Bharat Maruti Limited,NSE,87.74,2026-01-20,170.79,94.65,,,,863645.0,109478923.0,False,INE571B01036,JAYBARMARU.NS,115.67,189.23,87.74,,,21.02,False
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,107.42,2026-01-20,231.47,115.48,,,,954412.0,148051331.0,False,INE915B01019,INDSWFTLAB.NS,115.48,231.47,107.42,,,0.0,False
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,1099.0,2026-01-20,2255.7,105.25,,,,653774.0,1138526785.0,False,INE146L01010,KIRLOSENG.NS,115.26,2396.1,1113.1,,,10.01,False
SYRMA,Syrma SGS Technology Limited,NSE,646.75,2026-01-20,1359.1,110.14,,,,1336524.0,1287491729.0,False,INE0DYJ01015,SYRMA.NS,112.99,1421.8,667.55,,,2.85,False
532380,Baba Arts Ltd-$,BSE,7.37,2026-01-20,15.99,116.96,,,,72019.0,967211.0,False,INE893A01036,532380.BO,110.31,15.5,7.37,15.99,0.0,6.65,False
VIDYAWIRES,Vidya Wires Limited,NSE,45.95,2026-01-20,94.82,106.35,,,,5260124.0,377825497.0,False,INE14UN01029,VIDYAWIRES.NS,106.35,94.82,45.95,,,0.0,False
BAJAJCON,Bajaj Consumer Care Limited,NSE,260.7,2026-01-20,525.65,101.63,,,,1369689.0,571703842.0,False,INE933K01021,BAJAJCON.NS,105.55,568.45,276.55,,,3.92,False
ATHERENERG,Ather Energy Limited,NSE,606.9,2026-01-20,1282.2,111.27,,,,3451847.0,3122987299.0,False,INE0LEZ01016,ATHERENERG.NS,104.78,1267.1,618.75,,,6.49,False
NITTAGELA,Nitta Gelatin India Limited,NSE,922.65,2026-04-23,1880.0,103.76,,,,19667.0,30908026.0,False,INE265B01019,NITTAGELA.NS,104.57,1893.2,925.45,,,0.81,False
NGLFINE,NGL Fine-Chem Limited,NSE,1531.7,2026-01-20,3131.9,104.47,,,,10973.0,28221704.0,False,INE887E01022,NGLFINE.NS,104.47,3131.9,1531.7,,,0.0,False
IDEAFORGE,Ideaforge Technology Limited,NSE,423.25,2026-01-20,843.75,99.35,,,,1038911.0,617819961.0,False,INE349Y01013,IDEAFORGE.NS,104.37,877.75,429.5,,,5.02,False
UNIVPHOTO,Universus Photo Imagings Limited,NSE,188.53,2026-01-20,436.3,131.42,,,,14760.0,6407971.0,False,INE03V001013,UNIVPHOTO.NS,103.37,402.05,197.69,,,28.05,False
AVALON,Avalon Technologies Limited,NSE,856.55,2026-01-20,1724.0,101.27,,,,341706.0,437220446.0,False,INE0LCL01028,AVALON.NS,101.27,1724.0,856.55,,,0.0,False
TIRUPATIFL,Tirupati Forge Limited,NSE,33.6,2026-01-20,68.17,102.89,,,,598872.0,29265537.0,False,INE319Y01024,TIRUPATIFL.NS,101.09,68.39,34.01,,,1.8,False
NRL,Nupur Recyclers Limited,NSE,53.69,2026-01-20,107.84,100.86,,,,81186.0,5522752.0,False,INE0JM501013,NRL.NS,99.74,107.9,54.02,,,1.12,False
PARACABLES,Paramount Communications Limited,NSE,32.71,2026-01-20,64.35,96.73,,,,2158933.0,118783433.0,False,INE074B01023,PARACABLES.NS,99.69,65.32,32.71,,,2.96,False
543828,Sudarshan Pharma Industries Ltd,BSE,20.86,2026-01-20,40.0,91.75,,,,225974.0,6737929.0,False,INE00TV01023,543828.BO,99.52,41.62,20.86,40.0,0.0,7.77,False
MODISONLTD,MODISON LIMITED,NSE,145.77,2026-01-20,295.4,102.65,,,,121816.0,27884287.0,False,INE737D01021,MODISONLTD.NS,97.82,295.4,149.33,,,4.83,False
RUBYMILLS,The Ruby Mills Limited,NSE,194.03,2026-01-20,413.6,113.16,,,,61377.0,16088886.0,False,INE301D01026,RUBYMILLS.NS,96.92,385.35,195.69,,,16.24,False
LOKESHMACH,Lokesh Machines Limited,NSE,164.29,2026-01-20,329.85,100.77,,,,78363.0,16279968.0,False,INE397H01017,LOKESHMACH.NS,96.74,323.4,164.38,,,4.03,False
SHADOWFAX,Shadowfax Technologies Limited,NSE,109.98,2026-01-28,223.25,102.99,,,,2827099.0,453487196.0,False,INE12UN01015,SHADOWFAX.NS,95.74,208.7,106.62,,,7.25,False
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,641.45,2026-01-20,1249.9,94.86,,,,844296.0,829207373.0,False,INE0Q3J01015,KRN.NS,94.86,1249.9,641.45,,,0.0,False
POWERINDIA,Hitachi Energy India Limited,NSE,16630.0,2026-01-20,32075.0,92.87,,,,162626.0,4347221892.0,False,INE07Y701011,POWERINDIA.NS,94.68,32490.0,16689.0,,,1.81,False
HIRECT,Hind Rectifiers Limited,NSE,639.65,2026-01-20,1244.5,94.56,,,,172075.0,165678684.0,False,INE835D01023,HIRECT.NS,94.56,1244.5,639.65,,,0.0,False
WHEELS,Wheels India Limited,NSE,759.85,2026-01-20,1472.1,93.74,,,,140081.0,185850464.0,False,INE715A01015,WHEELS.NS,94.46,1477.6,759.85,,,0.72,False
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,180.65,2026-01-20,318.95,76.56,,,,610385.0,140050611.0,False,INE411D01023,SKMEGGPROD.NS,93.77,334.25,172.5,,,17.21,False
SPARC,Sun Pharma Advanced Research Company Limited,NSE,127.99,2026-01-20,235.2,83.76,,,,4717229.0,847613325.0,False,INE232I01014,SPARC.NS,93.32,250.45,129.55,,,9.56,False
SGMART,SG Mart Limited,NSE,323.45,2026-01-20,635.85,96.58,,,,365845.0,190802146.0,False,INE385F01024,SGMART.NS,93.24,635.85,329.05,,,3.34,False
AEGISLOG,Aegis Logistics Limited,NSE,672.9,2026-01-20,1349.1,100.49,,,,1566951.0,1429970194.0,False,INE208C01025,AEGISLOG.NS,92.82,1297.5,672.9,,,7.67,False
APARINDS,Apar Industries Limited,NSE,7035.0,2026-01-20,13836.0,96.67,,,,118277.0,1386582321.0,False,INE372A01015,APARINDS.NS,91.93,13847.0,7214.5,,,4.74,False
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,326.5,2026-01-20,621.3,90.29,,,,1093803.0,480106195.0,False,INE01IU01018,SKYGOLD.NS,91.85,622.45,324.45,,,1.56,False
BALAMINES,Balaji Amines Limited,NSE,1212.1,2026-01-20,2289.1,88.85,,,,415605.0,634481799.0,False,INE050E01027,BALAMINES.NS,90.92,2314.2,1212.1,,,2.07,False
INDOBORAX,Indo Borax & Chemicals Limited,NSE,243.8,2026-01-20,465.7,91.02,,,,153360.0,52110368.0,False,INE803D01021,INDOBORAX.NS,90.16,465.7,244.9,,,0.86,False
539730,Fredun Pharmaceuticals Ltd,BSE,501.62,2026-01-20,955.2,90.42,,,,35992.0,24228685.0,False,INE194R01017,539730.BO,89.98,952.52,501.37,955.2,0.0,0.44,False
ASTRAMICRO,Astra Microwave Products Limited,NSE,889.85,2026-01-20,1720.8,93.38,,,,592802.0,765206622.0,False,INE386C01029,ASTRAMICRO.NS,89.73,1720.8,906.95,,,3.65,False
RISHABH,Rishabh Instruments Limited,NSE,340.0,2026-01-20,656.1,92.97,,,,152830.0,79245467.0,False,INE0N2P01017,RISHABH.NS,89.43,656.1,346.35,,,3.54,False
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,46.88,2026-01-20,88.56,88.91,,,,9754998.0,682038606.0,False,INE093R01011,LLOYDSENGG.NS,88.97,88.59,46.88,,,0.06,False
PARKHOSPS,Park Medi World Limited,NSE,153.92,2026-01-20,273.95,77.98,,,,1414221.0,275640478.0,False,INE119201023,PARKHOSPS.NS,88.7,290.45,153.92,,,10.72,False
E2E,E2E Networks Limited,NSE,214.99,2026-01-20,404.95,88.36,,,,1508589.0,462479097.0,False,INE255Z01027,E2E.NS,88.36,404.95,214.99,,,0.0,False
KOTYARK,Kotyark Industries Limited,NSE,18.26,2026-01-20,34.55,89.22,,,,356086.0,12425545.0,False,INE0J0B01017,KOTYARK.NS,88.27,34.47,18.31,,,0.95,False
APOLLOPIPE,Apollo Pipes Limited,NSE,270.3,2026-01-20,499.5,84.79,,,,928078.0,380504744.0,False,INE126J01016,APOLLOPIPE.NS,88.25,508.85,270.3,,,3.46,False
ANTELOPUS,Antelopus Selan Energy Limited,NSE,414.8,2026-01-20,820.8,97.88,,,,394702.0,226543698.0,False,INE818A01017,ANTELOPUS.NS,87.94,827.3,440.2,,,9.94,False
SEDEMAC,SEDEMAC Mechatronics Limited,NSE,1451.1,2026-03-11,2712.3,86.91,,,,230137.0,458704165.0,False,INE00XB01019,SEDEMAC.NS,87.25,2717.2,1451.1,,,0.34,False
WABAG,VA Tech Wabag Limited,NSE,1123.9,2026-01-20,1991.1,77.16,,,,487566.0,773374113.0,False,INE956G01038,WABAG.NS,86.88,2100.3,1123.9,,,9.72,False
ADANIENSOL,Adani Energy Solutions Limited,NSE,885.5,2026-01-20,1722.6,94.53,,,,2353785.0,2974823645.0,False,INE931S01010,ADANIENSOL.NS,85.99,1689.5,908.4,,,8.54,False
PARAS,Paras Defence and Space Technologies Limited,NSE,626.3,2026-01-20,1176.3,87.82,,,,2175468.0,2088094984.0,False,INE045601023,PARAS.NS,85.5,1202.3,648.15,,,2.32,False
SANSERA,Sansera Engineering Limited,NSE,1759.0,2026-01-20,3218.8,82.99,,,,245523.0,601524767.0,False,INE953O01021,SANSERA.NS,84.9,3252.4,1759.0,,,1.91,False
ACMESOLAR,Acme Solar Holdings Limited,NSE,209.68,2026-01-20,385.25,83.73,,,,1705076.0,500234933.0,False,INE622W01025,ACMESOLAR.NS,83.73,385.25,209.68,,,0.0,False
BUILDPRO,Shankara Buildpro Limited,NSE,691.35,2026-01-20,1233.4,78.4,,,,86095.0,90417133.0,False,INE24OJ01011,BUILDPRO.NS,83.5,1268.6,691.35,,,5.1,False
SPECTRUM,Spectrum Electrical Industries Limited,NSE,1090.9,2026-01-20,1959.3,79.6,,,,18071.0,30327112.0,False,INE01EO01010,SPECTRUM.NS,83.35,2005.5,1093.8,,,3.75,False
DATAPATTNS,Data Patterns (India) Limited,NSE,2250.6,2026-01-20,4085.8,81.54,,,,942023.0,3418304114.0,False,INE0IX101010,DATAPATTNS.NS,82.69,4189.7,2293.4,,,1.15,False
BLUSPRING,Bluspring Enterprises Limited,NSE,64.07,2026-01-20,111.33,73.76,,,,589625.0,51305755.0,False,INE0U4101014,BLUSPRING.NS,82.1,116.67,64.07,,,8.34,False
COCKERILL,John Cockerill India Limited,NSE,5277.35,2026-04-22,8959.0,69.76,,,,22062.0,190665701.0,False,INE515A01019,COCKERILL.NS,81.07,9441.0,5213.95,,,11.31,False
ARVIND,Arvind Limited,NSE,292.65,2026-01-20,535.95,83.14,,,,725959.0,314150655.0,False,INE034A01011,ARVIND.NS,80.99,540.45,298.6,,,2.15,False
KERNEX,Kernex Microsystems (India) Limited,NSE,1207.5,2026-01-20,2039.3,68.89,,,,266108.0,387956600.0,False,INE202H01019,KERNEX.NS,80.77,2192.9,1213.1,,,11.88,False
RAMCOSYS,Ramco Systems Limited,NSE,452.7,2026-01-20,789.05,74.3,,,,998360.0,707827954.0,False,INE246B01019,RAMCOSYS.NS,80.4,816.65,452.7,,,6.1,False
SENORES,Senores Pharmaceuticals Limited,NSE,784.55,2026-01-20,1405.1,79.1,,,,323382.0,320487668.0,False,INE0RB801010,SENORES.NS,80.14,1451.8,805.95,,,1.04,False
GAYAPROJ,Gayatri Projects Limited,NSE,12.1,2026-01-20,22.12,82.81,,,,300912.0,5962343.0,False,INE336H01023,GAYAPROJ.NS,80.0,21.78,12.1,,,2.81,False
QPOWER,Quality Power Electrical Equipments Limited,NSE,667.3,2026-01-20,1163.0,74.28,,,,867811.0,813624295.0,False,INE0SII01026,QPOWER.NS,79.06,1194.9,667.3,,,4.78,False
AEQUS,Aequs Limited,NSE,135.42,2026-01-20,228.38,68.65,,,,6131335.0,1122029553.0,False,INE947N01017,AEQUS.NS,78.62,241.09,134.97,,,9.97,False
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,98.92,2026-01-20,182.69,84.68,,,,4904147.0,638372312.0,False,INE168A01041,J&KBANK.NS,77.63,182.6,102.8,,,7.05,False
NITINSPIN,Nitin Spinners Limited,NSE,307.45,2026-01-20,550.35,79.0,,,,366900.0,148501291.0,False,INE229H01012,NITINSPIN.NS,77.2,554.55,312.95,,,1.8,False
CONSOFINVT,Consolidated Finvest & Holdings Limited,NSE,152.79,2026-01-20,279.01,82.61,,,,23294.0,5182455.0,False,INE025A01027,CONSOFINVT.NS,76.97,272.42,153.94,,,5.64,False
INOXINDIA,INOX India Limited,NSE,1096.6,2026-01-20,1980.2,80.58,,,,229869.0,371449667.0,False,INE616N01034,INOXINDIA.NS,76.45,1964.4,1113.3,,,4.13,False
SATIN,Satin Creditcare Network Limited,NSE,148.72,2026-01-20,255.07,71.51,,,,558578.0,119743854.0,False,INE836B01017,SATIN.NS,76.39,264.66,150.04,,,4.88,False
TDPOWERSYS,TD Power Systems Limited,NSE,640.65,2026-01-20,1127.7,76.02,,,,1113213.0,1124501299.0,False,INE419M01027,TDPOWERSYS.NS,76.02,1127.7,640.65,,,0.0,False
NEOGEN,Neogen Chemicals Limited,NSE,1205.5,2026-01-20,2175.6,80.47,,,,185530.0,253323214.0,False,INE136S01016,NEOGEN.NS,75.34,2175.6,1240.8,,,5.13,False
SPAL,S. P. Apparels Limited,NSE,616.3,2026-01-20,992.2,60.99,,,,144231.0,132642247.0,False,INE212I01016,SPAL.NS,74.7,1076.7,616.3,,,13.71,False
DIACABS,Diamond Power Infrastructure Limited,NSE,127.05,2026-01-20,222.38,75.03,,,,3395079.0,623152248.0,False,INE989C01038,DIACABS.NS,74.21,224.97,129.14,,,0.82,False
UTLSOLAR,Fujiyama Power Systems Limited,NSE,209.07,2026-01-20,365.15,74.65,,,,524368.0,137976798.0,False,INE12UR01024,UTLSOLAR.NS,73.77,365.15,210.13,,,0.88,False
PRECWIRE,Precision Wires India Limited,NSE,213.23,2026-01-20,361.65,69.61,,,,942516.0,298643280.0,False,INE372C01037,PRECWIRE.NS,73.48,380.0,219.05,,,3.87,False
APOLLO,Apollo Micro Systems Limited,NSE,227.4,2026-01-20,397.8,74.93,,,,11895352.0,4098645799.0,False,INE713T01028,APOLLO.NS,73.42,402.85,232.3,,,1.51,False
NRBBEARING,NRB Bearing Limited,NSE,243.25,2026-01-20,407.4,67.48,,,,558372.0,203203540.0,False,INE349A01021,NRBBEARING.NS,73.4,421.8,243.25,,,5.92,False
THANGAMAYL,Thangamayil Jewellery Limited,NSE,3712.3,2026-01-20,6436.0,73.37,,,,175863.0,778659974.0,False,INE085J01014,THANGAMAYL.NS,73.37,6436.0,3712.3,,,0.0,False
NAHARSPING,Nahar Spinning Mills Limited,NSE,159.4,2026-01-20,276.75,73.62,,,,27661.0,5741947.0,False,INE290A01027,NAHARSPING.NS,73.18,276.05,159.4,,,0.44,False
GVT&D,GE Vernova T&D India Limited,NSE,2600.8,2026-01-20,4387.4,68.69,,,,797481.0,3195611088.0,False,INE200A01026,GVT&D.NS,72.65,4525.6,2621.3,,,3.96,False
BBOX,Black Box Limited,NSE,497.7,2026-01-20,825.5,65.86,,,,652404.0,482647911.0,False,INE676A01027,BBOX.NS,72.53,869.4,503.9,,,6.67,False
MOREPENLAB,Morepen Laboratories Limited,NSE,35.52,2026-01-20,58.9,65.82,,,,6682418.0,323118820.0,False,INE083A01026,MOREPENLAB.NS,72.41,61.24,35.52,,,6.59,False
RPEL,Raghav Productivity Enhancers Limited,NSE,757.2,2026-01-20,1313.8,73.51,,,,92966.0,84884557.0,False,INE912T01018,RPEL.NS,72.13,1303.4,757.2,,,1.38,False
GCSL,Gretex Corporate Services Limited,NSE,295.4,2026-01-20,525.7,77.96,,,,226759.0,96901961.0,False,INE199P01028,GCSL.NS,71.99,511.4,297.35,,,5.97,False
SHREEJISPG,Shreeji Shipping Global Limited,NSE,336.5,2026-01-20,596.3,77.21,,,,1114953.0,450155858.0,False,INE1B6101010,SHREEJISPG.NS,71.82,587.35,341.85,,,5.39,False
UNIVASTU,Univastu India Limited,NSE,65.88,2026-01-20,116.23,76.43,,,,116259.0,9171608.0,False,INE562X01013,UNIVASTU.NS,71.34,112.88,65.88,,,5.09,False
FCL,Fineotex Chemical Limited,NSE,22.13,2026-01-20,38.75,75.1,,,,10423389.0,359940040.0,False,INE045J01034,FCL.NS,71.28,38.35,22.39,,,3.82,False
ADANIGREEN,Adani Green Energy Limited,NSE,883.2,2026-01-20,1513.9,71.41,,,,3488888.0,3967132681.0,False,INE364U01010,ADANIGREEN.NS,71.02,1546.5,904.3,,,0.39,False
JINDALPOLY,Jindal Poly Films Limited,NSE,380.35,2026-01-20,659.05,73.27,,,,228867.0,152531709.0,False,INE197D01010,JINDALPOLY.NS,70.89,675.6,395.35,,,2.38,False
UNIVCABLES,Universal Cables Limited,NSE,689.3,2026-01-20,1166.7,69.26,,,,175135.0,180738473.0,False,INE279A01012,UNIVCABLES.NS,70.51,1197.0,702.0,,,1.25,False
540492,Starlineps Enterprises Ltd,BSE,6.24,2026-01-20,10.64,70.51,,,,994045.0,8796334.0,False,INE594W01042,540492.BO,70.51,10.64,6.24,10.64,0.0,0.0,False
GANECOS,Ganesha Ecosphere Limited,NSE,697.05,2026-01-20,1203.15,72.61,,,,449357.0,447414941.0,False,INE845D01014,GANECOS.NS,70.48,1188.3,697.05,,,2.13,False
HESTERBIO,Hester Biosciences Limited,NSE,1410.3,2026-01-20,2447.8,73.57,,,,13814.0,28863641.0,False,INE782E01017,HESTERBIO.NS,69.88,2437.6,1434.9,,,3.69,False
HONASA,Honasa Consumer Limited,NSE,277.6,2026-01-20,466.95,68.21,,,,1823754.0,651139822.0,False,INE0J5401028,HONASA.NS,69.58,470.75,277.6,,,1.37,False
CMPDI,Central Mine Planning & Design Institute Limited,NSE,154.06,2026-03-30,254.91,65.46,,,,5318555.0,1207181388.0,False,INE05HV01027,CMPDI.NS,69.29,264.07,155.99,,,3.83,False
MANINDS,Man Industries (India) Limited,NSE,326.25,2026-01-20,529.55,62.31,,,,805252.0,373487781.0,False,INE993A01026,MANINDS.NS,69.21,552.05,326.25,,,6.9,False
WANBURY,Wanbury Limited,NSE,198.57,2026-01-20,332.2,67.3,,,,173610.0,49894712.0,False,INE107F01022,WANBURY.NS,69.21,336.0,198.57,,,1.91,False
SBCL,Shivalik Bimetal Controls Limited,NSE,433.2,2026-01-20,737.35,70.21,,,,328552.0,205487454.0,False,INE386D01027,SBCL.NS,69.15,732.75,433.2,,,1.06,False
524520,KMC Speciality Hospitals (India) Ltd,BSE,76.55,2026-01-20,134.65,75.9,,,,136985.0,14327982.0,False,INE879K01018,524520.BO,67.44,133.0,79.43,134.65,0.0,8.46,False
TEJASNET,Tejas Networks Limited,NSE,328.0,2026-01-20,538.9,64.3,,,,8597067.0,4091440883.0,False,INE010J01012,TEJASNET.NS,66.87,547.35,328.0,,,2.57,False
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,1018.3,2026-01-20,1708.8,67.81,,,,83799.0,114480022.0,False,INE0JA001018,VENUSPIPES.NS,66.85,1770.9,1061.4,,,0.96,False
