symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker
RAIN,Rain Industries Limited,NSE,146.81,2026-01-05,187.74,27.88,6311.53,Mid,,4949834.0,762484479.0,False,INE855B01025,RAIN.NS
BHEL,Bharat Heavy Electricals Limited,NSE,300.05,2026-01-05,383.6,27.85,133537.13,Large,,14177000.0,4505375407.0,False,INE257A01026,BHEL.NS
GOLDTECH,AION-TECH SOLUTIONS LIMITED,NSE,50.43,2026-01-05,64.47,27.84,334.89,Micro,,81093.0,4048151.0,False,INE805A01014,GOLDTECH.NS
539682,Mobavenue AI Tech Ltd,BSE,238.84,2026-01-05,305.15,27.76,2358.74,Small,,50873.0,13035800.0,False,INE622Q01027,539682.BO
BALRAMCHIN,Balrampur Chini Mills Limited,NSE,440.45,2026-01-05,562.45,27.7,11901.74,Mid,,642546.0,319682040.0,False,INE119A01028,BALRAMCHIN.NS
SURYODAY,Suryoday Small Finance Bank Limited,NSE,142.7,2026-01-05,182.15,27.65,1936.07,Small,,401266.0,61541858.0,False,INE428Q01011,SURYODAY.NS
ZENTEC,Zen Technologies Limited,NSE,1369.7,2026-01-05,1746.7,27.52,15786.37,Mid,,652559.0,1021170168.0,False,INE251B01027,ZENTEC.NS
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,906.55,2026-01-05,1155.4,27.45,5876.77,Mid,,100946.0,97922416.0,False,INE0U3I01011,UNIMECH.NS
NACLIND,NACL Industries Limited,NSE,171.5,2026-01-05,218.4,27.35,5122.9,Mid,,705295.0,129141416.0,False,INE295D01020,NACLIND.NS
DENORA,De Nora India Limited,NSE,690.9,2026-01-05,879.05,27.23,464.24,Micro,,8276.0,6270487.0,False,INE244A01016,DENORA.NS
AZAD,Azad Engineering Limited,NSE,1689.4,2026-01-05,2149.1,27.21,13873.13,Mid,,312244.0,593455633.0,False,INE02IJ01035,AZAD.NS
NAVINFLUOR,Navin Fluorine International Limited,NSE,5937.5,2026-01-05,7552.5,27.2,38787.79,Large,,195751.0,1266804862.0,False,INE048G01026,NAVINFLUOR.NS
KAPSTON,Kapston Services Limited,NSE,298.7,2026-01-05,379.95,27.2,,n/a,,22573.0,7729476.0,False,INE542Z01028,KAPSTON.NS
BETA,Beta Drugs Limited,NSE,1644.5,2026-01-05,2090.5,27.12,,n/a,,16898.0,26145941.0,False,INE351Y01019,BETA.NS
CUMMINSIND,Cummins India Limited,NSE,4309.8,2026-01-05,5478.0,27.11,151656.12,Large,,616052.0,2951467167.0,False,INE298A01020,CUMMINSIND.NS
NIBE,NIBE Limited,NSE,1296.8,2026-01-05,1648.0,27.08,2458.81,Small,,127786.0,169807169.0,False,INE149O01018,NIBE.NS
ELGIRUBCO,Elgi Rubber Company Limited,NSE,43.51,2026-01-05,55.29,27.07,,n/a,,63723.0,3013898.0,False,INE819L01012,ELGIRUBCO.NS
GANESHBE,Ganesh Benzoplast Limited,NSE,81.36,2026-01-05,103.32,26.99,742.57,Small,,260498.0,24995927.0,False,INE388A01029,GANESHBE.NS
539479,GTV Engineering Ltd,BSE,59.28,2026-01-05,75.2,26.86,352.37,Micro,,83992.0,5438239.0,False,INE910R01024,539479.BO
GINNIFILA,Ginni Filaments Limited,NSE,43.1,2026-01-05,54.65,26.8,469.53,Micro,,128656.0,5418166.0,False,INE424C01010,GINNIFILA.NS
GKSL,Gujarat Kidney And Super Speciality Limited,NSE,102.4,2026-01-05,129.83,26.79,1024.17,Small,,950124.0,106146295.0,False,INE0V0W01025,GKSL.NS
544037,Amic Forging Ltd,BSE,1446.7,2026-01-05,1832.2,26.65,1969.4,Small,,46690.0,74358203.0,False,INE0P9J01013,544037.BO
SIKA,Sika Interplant Systems Limited,NSE,963.9,2026-04-20,1220.7,26.64,2582.9,Small,,103595.0,118969423.0,False,INE438E01032,SIKA.NS
526433,ASM Technologies Ltd,BSE,3184.6,2026-01-05,4031.55,26.6,5880.68,Mid,,23428.0,72556401.0,False,INE867C01010,526433.BO
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE,458.8,2026-01-05,580.3,26.48,34146.29,Large,,638379.0,317481283.0,False,INE575P01011,STARHEALTH.NS
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,490.55,2026-01-05,620.2,26.43,1241.94,Small,,88949.0,56556477.0,False,INE405C01035,LINCOLN.NS
NUVAMA,Nuvama Wealth Management Limited,NSE,1492.9,2026-01-05,1887.5,26.43,34439.54,Large,,515633.0,748060450.0,False,INE531F01023,NUVAMA.NS
WANBURY,Wanbury Limited,NSE,226.58,2026-01-05,286.45,26.42,1003.46,Small,,101015.0,25094344.0,False,INE107F01022,WANBURY.NS
ESAFSFB,ESAF Small Finance Bank Limited,NSE,27.02,2026-01-05,34.15,26.39,1754.75,Small,,936679.0,27614175.0,False,INE818W01011,ESAFSFB.NS
DIFFNKG,Diffusion Engineers Limited,NSE,329.6,2026-01-05,416.35,26.32,1557.49,Small,,128967.0,40787128.0,False,INE184O01015,DIFFNKG.NS
543916,Hemant Surgical Industries Ltd,BSE,289.35,2026-01-05,364.75,26.06,530.26,Small,,27300.0,9011689.0,False,INE0GYI01028,543916.BO
SANSTAR,Sanstar Limited,NSE,94.22,2026-01-05,118.7,25.98,2161.42,Small,,565852.0,62341924.0,False,INE08NE01025,SANSTAR.NS
NEULANDLAB,Neuland Laboratories Limited,NSE,15040.0,2026-01-05,18944.0,25.96,24269.6,Large,,52492.0,814231398.0,False,INE794A01010,NEULANDLAB.NS
IPCALAB,IPCA Laboratories Limited,NSE,1413.0,2026-01-05,1778.9,25.9,45174.17,Large,,247522.0,378044470.0,False,INE571A01038,IPCALAB.NS
SIS,SIS LIMITED,NSE,338.3,2026-01-05,425.75,25.85,6018.0,Mid,,195507.0,75291643.0,False,INE285J01028,SIS.NS
SHAILY,Shaily Engineering Plastics Limited,NSE,2309.2,2026-01-05,2901.6,25.65,13347.13,Mid,,346231.0,825861453.0,False,INE151G01028,SHAILY.NS
CCL,CCL Products (India) Limited,NSE,933.65,2026-01-05,1173.0,25.64,15665.5,Mid,,333440.0,358312818.0,False,INE421D01022,CCL.NS
APOLLOHOSP,Apollo Hospitals Enterprise Limited,NSE,7083.0,2026-01-05,8893.5,25.56,127930.24,Large,,399288.0,3044573980.0,False,INE437A01024,APOLLOHOSP.NS
INGERRAND,Ingersoll Rand (India) Limited,NSE,3459.5,2026-01-05,4343.0,25.54,13711.4,Mid,,18728.0,74099877.0,False,INE177A01018,INGERRAND.NS
SMSPHARMA,SMS Pharmaceuticals Limited,NSE,335.7,2026-01-05,421.45,25.54,3947.9,Small,,511290.0,183988912.0,False,INE812G01025,SMSPHARMA.NS
ADANIPORTS,Adani Ports and Special Economic Zone Limited,NSE,1493.0,2026-01-05,1874.2,25.53,431808.01,Large,,2516424.0,3950551069.0,False,INE742F01042,ADANIPORTS.NS
TIPSMUSIC,Tips Music Limited,NSE,545.45,2026-01-05,684.65,25.52,8741.12,Mid,,352129.0,208654871.0,False,INE716B01029,TIPSMUSIC.NS
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,NSE,67.62,2026-01-05,84.87,25.51,244.22,Micro,,172979.0,12750590.0,False,INE198H01019,AAREYDRUGS.NS
HCC,Hindustan Construction Company Limited,NSE,19.8,2026-01-05,24.83,25.4,6512.0,Mid,,37117196.0,773916261.0,False,INE549A01026,HCC.NS
539598,Credent Global Finance Ltd,BSE,30.3,2026-01-05,37.99,25.38,233.49,Micro,,136290.0,4112930.0,False,INE727C01024,539598.BO
RADICO,Radico Khaitan Limited,NSE,3104.6,2026-01-05,3892.3,25.37,52132.78,Large,,441970.0,1387800143.0,False,INE944F01028,RADICO.NS
NPST,Network People Services Technologies Limited,NSE,1392.7,2026-01-05,1744.0,25.22,3633.96,Small,,41557.0,53318178.0,False,INE0FFK01017,NPST.NS
ATGL,Adani Total Gas Limited,NSE,577.05,2026-01-05,721.75,25.08,79378.79,Large,,4191920.0,2714013311.0,False,INE399L01023,ATGL.NS
KAMDHENU,Kamdhenu Limited,NSE,24.99,2026-01-05,31.25,25.05,884.83,Small,,1695129.0,40418225.0,False,INE390H01020,KAMDHENU.NS
