symbol,fetched_at,nse_timestamp,expiry,dte,lot_size,spot,atm,direction,confidence,verdict,score,tier,headline,atm_iv,iv_regime,exp_move,straddle,support,resistance,pcr,max_pain,vcp_quality,vcp_status,vcp_contractions,vcp_num,vcp_pivot,vcp_pct_from_pivot,vcp_bo_vol,vcp_entry_zone,vcp_decreasing,p1,p2,p3,p4,p5,p6,p7
NIFTY,2026-07-19 00:07,17-Jul-2026 15:30:00,21-Jul-2026,2,75,24334.3,24350,BULLISH,low,WATCH,58,TIER 2,WATCH: Long Call (ITM) — BUY NIFTY 21-Jul-2026 24300 CE @ 141.95 | stop 70.97 target 303.09 | R:R 2.27 | 1 lot(s),12.2,normal,247.9,247.9,24000,25000,1.61,24250,No VCP,BROKEN OUT (fresh),C1:-4.1%/4b | C2:-2.9%/4b | C3:-2.7%/2b,3,24259.8,0.31,0.96,n/a,True,"Chain NIFTY exp 21-Jul-2026 (DTE 2), spot 24334, ATM 24350, lot 75. OI support 24000 / resistance 25000.","MIXED/RANGE | px 24334.3 vs EMA20 24068/50 23974/200 24485 | RSI 58.5 ADX 10.6 MACDh -3.2 | price-score +2 (px>EMA20, EMA20>50, EMA50<200, RSI 58>55, MACD-, Supertrend up).",PCR 1.61 | max-pain 24250 | nearby ChgOI CE -62333 / PE 375477 | OI-score +1 (PCR 1.61>1 (put-heavy/bullish); fresh put writing (bullish); max-pain 24250<spot (pull down)).,ATM IV 12.2 (normal) | implied expected move to expiry ~+/-248 pts (ATM straddle 247.9).,Direction BULLISH (price+2 + OI+1); price/OI AGREE; ADX weak -> confidence low.,Top: Long Call (ITM) score 58/100 (of 3 candidates).,WATCH: Long Call (ITM) — BUY NIFTY 21-Jul-2026 24300 CE @ 141.95 | stop 70.97 target 303.09 | R:R 2.27 | 1 lot(s)
