symbol,name,exchange,yahoo_ticker,isin,price_180d_ago,past_date_used,price_today,return_pct,avg_daily_volume,avg_daily_value_rs,bars,status
TIPSMUSIC,Tips Music Limited,NSE,TIPSMUSIC.NS,INE716B01029,525.7,2025-12-05,672.3,27.89,383287.0,219962613.0,156.0,ok
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE,TITAGARH.NS,INE615H01020,789.05,2025-12-05,834.4,5.75,1211415.0,954502204.0,156.0,ok
TIL,TIL Limited,NSE,TIL.NS,INE806C01018,275.7,2025-12-05,174.68,-36.64,68760.0,14797534.0,154.0,ok
TEXRAIL,Texmaco Rail & Engineering Limited,NSE,TEXRAIL.NS,INE621L01012,122.65,2025-12-05,104.19,-15.05,3287817.0,382105851.0,156.0,ok
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE,TEXINFRA.NS,INE435C01024,105.0,2025-12-05,96.02,-8.55,135455.0,13418631.0,155.0,ok
THACKER,Thacker & Company Limited,NSE,THACKER.NS,INE077P01034,1033.45,2026-04-20,1435.2,38.87,179.0,231822.0,28.0,ok
TFL,Transwarranty Finance Limited,NSE,TFL.NS,INE804H01012,13.42,2025-12-05,12.3,-8.35,55270.0,800039.0,153.0,ok
TIMETECHNO,Time Technoplast Limited,NSE,TIMETECHNO.NS,INE508G01029,182.06,2025-12-05,172.24,-5.39,2312101.0,431029464.0,156.0,ok
TGBHOTELS,TGB Banquets And Hotels Limited,NSE,TGBHOTELS.NS,INE797H01018,10.18,2025-12-05,9.03,-11.3,28385.0,273832.0,153.0,ok
THANGAMAYL,Thangamayil Jewellery Limited,NSE,THANGAMAYL.NS,INE085J01014,3223.3,2025-12-05,4590.7,42.42,166767.0,586276283.0,156.0,ok
THOMASCOTT,Thomas Scott (India) Limited,NSE,THOMASCOTT.NS,INE480M01011,340.5,2025-12-05,278.4,-18.24,37859.0,12236026.0,156.0,ok
TFCILTD,Tourism Finance Corporation of India Limited,NSE,TFCILTD.NS,INE305A01023,64.81,2025-12-05,75.5,16.49,8189216.0,559317981.0,155.0,ok
THEJO,Thejo Engineering Limited,NSE,THEJO.NS,INE121N01019,1673.3,2025-12-05,1554.6,-7.09,8532.0,14481269.0,153.0,ok
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE,THELEELA.NS,INE0AQ201015,397.75,2025-12-05,409.45,2.94,338338.0,143677021.0,154.0,ok
THAKDEV,Thakkers Developers Limited,NSE,THAKDEV.NS,INE403F01017,135.6,2026-04-22,123.65,-8.81,190.0,26749.0,24.0,ok
TEXMOPIPES,Texmo Pipes and Products Limited,NSE,TEXMOPIPES.NS,INE141K01013,49.5,2025-12-05,42.91,-13.31,41150.0,1933246.0,153.0,ok
THEMISMED,Themis Medicare Limited,NSE,THEMISMED.NS,INE083B01024,105.79,2025-12-05,108.12,2.2,91671.0,8800112.0,155.0,ok
URAVIDEF,Uravi Defence and Technology Limited,NSE,URAVIDEF.NS,INE568Z01015,167.87,2025-12-05,116.61,-30.54,18825.0,3080314.0,153.0,ok
THERMAX,Thermax Limited,NSE,THERMAX.NS,INE152A01029,2845.7,2025-12-05,4969.7,74.64,191692.0,723235302.0,154.0,ok
RUSHIL,Rushil Decor Limited,NSE,RUSHIL.NS,INE573K01025,22.74,2025-12-05,15.19,-33.2,514171.0,9626500.0,156.0,ok
UNOMINDA,UNO Minda Limited,NSE,UNOMINDA.NS,INE405E01023,1272.4,2025-12-05,1089.8,-14.35,868396.0,1016535338.0,155.0,ok
WELINV,Welspun Investments and Commercials Limited,NSE,WELINV.NS,INE389K01018,1295.1,2025-12-05,1859.0,43.54,3116.0,4390274.0,153.0,ok
WELSPLSOL,Welspun Specialty Solutions Limited,NSE,WELSPLSOL.NS,INE731F01037,38.05,2026-04-21,42.22,10.96,395181.0,16788647.0,29.0,ok
WELCORP,Welspun Corp Limited,NSE,WELCORP.NS,INE191B01025,826.6,2025-12-05,1386.8,67.77,753239.0,736121110.0,156.0,ok
THEINVEST,The Investment Trust Of India Limited,NSE,THEINVEST.NS,INE924D01017,118.24,2025-12-05,98.92,-16.34,21557.0,2385536.0,153.0,ok
WELENT,Welspun Enterprises Limited,NSE,WELENT.NS,INE625G01013,520.45,2025-12-05,517.5,-0.57,207458.0,106342135.0,155.0,ok
WIPRO,Wipro Limited,NSE,WIPRO.NS,INE075A01022,259.91,2025-12-05,209.84,-19.26,16377130.0,3546434950.0,156.0,ok
WEWIN,WE WIN LIMITED,NSE,WEWIN.NS,INE082W01014,46.25,2025-12-05,58.3,26.05,16790.0,1031212.0,154.0,ok
WENDT,Wendt (India) Limited,NSE,WENDT.NS,INE274C01019,7770.0,2025-12-05,6837.5,-12.0,8076.0,59419961.0,154.0,ok
WIMPLAST,Wim Plast Limited,NSE,WIMPLAST.NS,INE015B01018,383.56,2026-04-23,323.7,-15.61,7664.0,2735619.0,27.0,ok
WEWORK,WeWork India Management Limited,NSE,WEWORK.NS,INE085001019,595.8,2025-12-05,617.4,3.63,261278.0,150168885.0,154.0,ok
WILLAMAGOR,Williamson Magor & Company Limited,NSE,WILLAMAGOR.NS,INE210A01017,31.09,2025-12-05,26.48,-14.83,12246.0,342914.0,153.0,ok
THOMASCOOK,Thomas Cook  (India)  Limited,NSE,THOMASCOOK.NS,INE332A01027,141.38,2025-12-05,91.97,-34.95,1009903.0,114487999.0,156.0,ok
WHEELS,Wheels India Limited,NSE,WHEELS.NS,INE715A01015,828.35,2025-12-05,1517.9,83.24,115858.0,138430485.0,155.0,ok
WEL,Wonder Electricals Limited,NSE,WEL.NS,INE02WG01024,176.39,2025-12-05,93.72,-46.87,1101472.0,103719204.0,156.0,ok
WINDMACHIN,Windsor Machines Limited,NSE,WINDMACHIN.NS,INE052A01021,278.6,2025-12-05,281.3,0.97,79179.0,21780509.0,154.0,ok
WAAREEENER,Waaree Energies Limited,NSE,WAAREEENER.NS,INE377N01017,2871.4,2025-12-05,3099.8,7.95,1603916.0,4873608695.0,156.0,ok
WEIZMANIND,Weizmann Limited,NSE,WEIZMANIND.NS,INE080A01014,103.5,2025-12-05,80.43,-22.29,3694.0,327941.0,154.0,ok
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE,WESTLIFE.NS,INE274F01020,558.55,2025-12-05,419.85,-24.83,249254.0,130845424.0,154.0,ok
VSTL,Vibhor Steel Tubes Limited,NSE,VSTL.NS,INE0QTF01015,130.34,2025-12-05,115.07,-11.72,21924.0,2679325.0,154.0,ok
VSSL,Vardhman Special Steels Limited,NSE,VSSL.NS,INE050M01012,280.4,2025-12-05,270.15,-3.66,113767.0,32544067.0,154.0,ok
VRLLOG,VRL Logistics Limited,NSE,VRLLOG.NS,INE366I01010,273.85,2025-12-05,241.61,-11.77,202038.0,53973036.0,154.0,ok
WELSPUNLIV,Welspun Living Limited,NSE,WELSPUNLIV.NS,INE192B01031,134.7,2025-12-05,143.65,6.64,3603690.0,492752058.0,155.0,ok
WHIRLPOOL,Whirlpool of India Limited,NSE,WHIRLPOOL.NS,INE716A01013,949.5,2025-12-05,829.5,-12.64,595109.0,619593227.0,156.0,ok
VSTIND,VST Industries Limited,NSE,VSTIND.NS,INE710A01016,252.2,2025-12-05,255.0,1.11,407851.0,102680016.0,156.0,ok
WINDLAS,Windlas Biotech Limited,NSE,WINDLAS.NS,INE0H5O01029,769.4,2025-12-05,812.3,5.58,45681.0,37146181.0,154.0,ok
WAAREEINDO,Indosolar Limited,NSE,WAAREEINDO.NS,INE866K01023,500.1,2025-12-05,422.9,-15.44,78012.0,35491424.0,155.0,ok
WEALTH,Wealth First Portfolio Managers Limited,NSE,WEALTH.NS,INE658T01017,1020.65,2025-12-05,936.3,-8.26,4632.0,4524629.0,155.0,ok
VSTTILLERS,V.S.T Tillers Tractors Limited,NSE,VSTTILLERS.NS,INE764D01017,5574.0,2025-12-05,4613.6,-17.23,19558.0,108946340.0,154.0,ok
WABAG,VA Tech Wabag Limited,NSE,WABAG.NS,INE956G01038,1366.9,2025-12-05,1551.8,13.53,325255.0,428534229.0,156.0,ok
WAKEFIT,Wakefit Innovations Limited,NSE,WAKEFIT.NS,INE0E7301029,192.29,2025-12-15,121.3,-36.92,1534126.0,268906110.0,114.0,ok
VTL,Vardhman Textiles Limited,NSE,VTL.NS,INE825A01020,432.65,2025-12-05,613.85,41.88,594440.0,299414481.0,155.0,ok
WCIL,Western Carriers (India) Limited,NSE,WCIL.NS,INE0CJF01024,121.07,2025-12-05,94.03,-22.33,160789.0,18168294.0,155.0,ok
WIPL,The Western India Plywoods Limited,NSE,WIPL.NS,INE215F01023,159.07,2025-12-05,152.06,-4.41,4742.0,764683.0,153.0,ok
URBANCO,Urban Company Limited,NSE,URBANCO.NS,INE0CAZ01013,130.02,2025-12-05,121.16,-6.81,6848524.0,893295627.0,156.0,ok
WALCHANNAG,Walchandnagar Industries Limited,NSE,WALCHANNAG.NS,INE711A01022,158.5,2025-12-05,238.75,50.63,1713614.0,341305219.0,156.0,ok
WEBELSOLAR,Websol Energy System Limited,NSE,WEBELSOLAR.NS,INE855C01023,105.81,2025-12-05,106.47,0.62,6963022.0,636340052.0,156.0,ok
WOCKPHARMA,Wockhardt Limited,NSE,WOCKPHARMA.NS,INE049B01025,1360.0,2025-12-05,1966.2,44.57,1356621.0,2119258309.0,156.0,ok
WONDERLA,Wonderla Holidays Limited,NSE,WONDERLA.NS,INE066O01014,554.8,2025-12-05,474.35,-14.5,88758.0,46899147.0,154.0,ok
ZIMLAB,Zim Laboratories Limited,NSE,ZIMLAB.NS,INE518E01015,71.41,2025-12-05,103.91,45.51,123906.0,9644192.0,154.0,ok
ZENITHSTL,Zenith Steel Pipes & Industries Limited,NSE,ZENITHSTL.NS,INE318D01020,7.51,2025-12-05,5.9,-21.44,179930.0,1166322.0,155.0,ok
ZFSTEERING,ZF Steering Gear (India) Limited,NSE,ZFSTEERING.NS,INE116C01012,839.75,2026-04-21,648.95,-22.72,1990.0,1476442.0,29.0,ok
WAAREERTL,Waaree Renewable Technologies Limited,NSE,WAAREERTL.NS,INE299N01021,985.1,2025-12-05,977.7,-0.75,712323.0,785781030.0,156.0,ok
ZENTEC,Zen Technologies Limited,NSE,ZENTEC.NS,INE251B01027,1388.7,2025-12-05,1672.4,20.43,563652.0,828885994.0,156.0,ok
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NSE,ZFCVINDIA.NS,INE342J01019,14793.0,2025-12-05,14289.0,-3.41,22386.0,322693797.0,155.0,ok
ZODIAC,Zodiac Energy Limited,NSE,ZODIAC.NS,INE761Y01019,316.5,2025-12-05,287.95,-9.02,34136.0,10788724.0,153.0,ok
WANBURY,Wanbury Limited,NSE,WANBURY.NS,INE107F01022,238.75,2025-12-05,258.0,8.06,94261.0,22822127.0,154.0,ok
ZOTA,Zota Health Care LImited,NSE,ZOTA.NS,INE358U01012,1579.1,2025-12-05,1143.3,-27.6,56740.0,79163535.0,154.0,ok
ZSARACOM,Saraswati Commercial India Limited,NSE,ZSARACOM.NS,INE967G01019,9809.0,2026-04-20,9521.5,-2.93,31.0,313724.0,30.0,ok
ZODIACLOTH,Zodiac Clothing Company Limited,NSE,ZODIACLOTH.NS,INE206B01013,87.88,2025-12-05,75.56,-14.02,7734.0,622740.0,153.0,ok
ZUARI,Zuari Agro Chemicals Limited,NSE,ZUARI.NS,INE840M01016,294.8,2025-12-05,220.73,-25.13,345266.0,95482100.0,155.0,ok
ZUARIIND,ZUARI INDUSTRIES LIMITED,NSE,ZUARIIND.NS,INE217A01012,319.15,2025-12-05,248.65,-22.09,150354.0,46773130.0,154.0,ok
21STCENMGM,21st Century Management Services Limited,NSE,21STCENMGM.NS,INE253B01015,42.21,2025-12-05,33.81,-19.9,5288.0,215657.0,153.0,ok
ZEEMEDIA,Zee Media Corporation Limited,NSE,ZEEMEDIA.NS,INE966H01019,9.03,2025-12-05,8.19,-9.3,2110380.0,19273408.0,154.0,ok
ZYDUSLIFE,Zydus Lifesciences Limited,NSE,ZYDUSLIFE.NS,INE010B01027,931.45,2025-12-05,1078.3,15.77,949980.0,910829005.0,156.0,ok
ZENITHEXPO,Zenith Exports Limited,NSE,ZENITHEXPO.NS,INE058B01018,237.25,2025-12-05,204.5,-13.8,566.0,125474.0,153.0,ok
ZENSARTECH,Zensar Technologies Limited,NSE,ZENSARTECH.NS,INE520A01027,746.15,2025-12-05,519.95,-30.32,508570.0,318531610.0,155.0,ok
ZEELEARN,Zee Learn Limited,NSE,ZEELEARN.NS,INE565L01011,6.93,2025-12-05,7.01,1.15,737485.0,4584724.0,154.0,ok
WPIL,WPIL Limited,NSE,WPIL.NS,INE765D01022,428.4,2026-04-20,437.0,2.01,53560.0,23568573.0,30.0,ok
XELPMOC,Xelpmoc Design And Tech Limited,NSE,XELPMOC.NS,INE01P501012,119.43,2025-12-05,94.79,-20.63,26085.0,3089714.0,153.0,ok
WORTHPERI,Worth Peripherals Limited,NSE,WORTHPERI.NS,INE196Y01018,141.39,2025-12-05,128.91,-8.83,13903.0,1961916.0,153.0,ok
ZYDUSWELL,Zydus Wellness Limited,NSE,ZYDUSWELL.NS,INE768C01028,409.8,2025-12-05,497.8,21.47,1245700.0,573552883.0,156.0,ok
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,WSTCSTPAPR.NS,INE976A01021,411.45,2025-12-05,520.75,26.56,85862.0,39457493.0,155.0,ok
XPROINDIA,Xpro India Limited,NSE,XPROINDIA.NS,INE445C01015,987.1,2025-12-05,1152.9,16.8,40619.0,41052085.0,156.0,ok
XTGLOBAL,Xtglobal Infotech Limited,NSE,XTGLOBAL.NS,INE547B01028,36.9,2025-12-05,31.48,-14.69,64427.0,2236888.0,154.0,ok
WSI,W S Industries (I) Limited,NSE,WSI.NS,INE100D01014,76.82,2025-12-05,68.03,-11.44,115777.0,9074891.0,153.0,ok
XCHANGING,Xchanging Solutions Limited,NSE,XCHANGING.NS,INE692G01013,84.66,2025-12-05,66.84,-21.05,198723.0,16436199.0,154.0,ok
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE,YATHARTH.NS,INE0JO301016,686.9,2025-12-05,812.95,18.35,547767.0,394406770.0,156.0,ok
ZAGGLE,Zaggle Prepaid Ocean Services Limited,NSE,ZAGGLE.NS,INE07K301024,351.85,2025-12-05,200.23,-43.09,1512209.0,399863227.0,156.0,ok
YUKEN,Yuken India Limited,NSE,YUKEN.NS,INE384C01016,853.1,2025-12-05,678.7,-20.44,8000.0,5924561.0,154.0,ok
YATRA,Yatra Online Limited,NSE,YATRA.NS,INE0JR601024,172.61,2025-12-05,97.21,-43.68,3019703.0,424514171.0,156.0,ok
YASHO,Yasho Industries Limited,NSE,YASHO.NS,INE616Z01012,1578.6,2025-12-05,2168.0,37.34,25060.0,38929130.0,153.0,ok
YESBANK,Yes Bank Limited,NSE,YESBANK.NS,INE528G01035,22.6,2025-12-05,22.83,1.02,101168364.0,2164654968.0,156.0,ok
ZEEL,Zee Entertainment Enterprises Limited,NSE,ZEEL.NS,INE256A01028,97.5,2025-12-05,94.32,-3.26,11873383.0,1054303551.0,156.0,ok
VPRPL,Vishnu Prakash R Punglia Limited,NSE,VPRPL.NS,INE0AE001013,76.81,2025-12-05,36.03,-53.09,2311603.0,120194743.0,155.0,ok
VASCONEQ,Vascon Engineers Limited,NSE,VASCONEQ.NS,INE893I01013,47.46,2025-12-05,32.31,-31.92,1355293.0,64599651.0,156.0,ok
VOLTAMP,Voltamp Transformers Limited,NSE,VOLTAMP.NS,INE540H01012,7881.0,2025-12-05,9127.0,15.81,54035.0,481345594.0,155.0,ok
VOLTAS,Voltas Limited,NSE,VOLTAS.NS,INE226A01021,1327.0,2025-12-05,1240.4,-6.53,987974.0,1358831637.0,155.0,ok
VBL,Varun Beverages Limited,NSE,VBL.NS,INE200M01039,479.95,2025-12-05,537.0,11.89,6210649.0,2921304476.0,156.0,ok
VASWANI,Vaswani Industries Limited,NSE,VASWANI.NS,INE590L01019,53.52,2025-12-05,55.29,3.31,118104.0,6952252.0,153.0,ok
VRAJ,Vraj Iron and Steel Limited,NSE,VRAJ.NS,INE0S2V01010,127.74,2025-12-05,125.73,-1.57,24818.0,3119800.0,156.0,ok
VELJAN,Veljan Denison Limited,NSE,VELJAN.NS,INE232E01013,990.0,2026-04-20,1065.1,7.59,201.0,208713.0,30.0,ok
VCL,Vaxtex Cotfab Limited,NSE,VCL.NS,INE098201036,2.31,2025-12-05,1.39,-39.83,1383252.0,2443188.0,154.0,ok
VERTOZ,Vertoz Limited,NSE,VERTOZ.NS,INE188Y01031,72.31,2025-12-05,45.23,-37.45,194303.0,11415864.0,154.0,ok
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,VENUSPIPES.NS,INE0JA001018,1250.0,2025-12-05,1418.8,13.5,60519.0,72424399.0,154.0,ok
VEEDOL,Veedol Corporation Limited,NSE,VEEDOL.NS,INE484C01030,1618.7,2025-12-05,1419.7,-12.29,10475.0,15579851.0,155.0,ok
VEDL,Vedanta Limited,NSE,VEDL.NS,INE205A01025,524.5,2025-12-05,333.55,-36.41,18691086.0,10096434453.0,156.0,ok
VENKEYS,Venky's (India) Limited,NSE,VENKEYS.NS,INE398A01010,1332.7,2025-12-05,1449.1,8.73,110267.0,164998945.0,155.0,ok
VENUSREM,Venus Remedies Limited,NSE,VENUSREM.NS,INE411B01019,745.05,2025-12-05,1411.3,89.42,67923.0,53423363.0,154.0,ok
URJA,Urja Global Limited,NSE,URJA.NS,INE550C01020,11.82,2025-12-05,10.69,-9.56,1563769.0,17067728.0,156.0,ok
VARDMNPOLY,Vardhman Polytex Limited,NSE,VARDMNPOLY.NS,INE835A01029,6.51,2025-12-05,6.92,6.3,759819.0,5509244.0,154.0,ok
VETO,Veto Switchgears And Cables Limited,NSE,VETO.NS,INE918N01018,111.27,2025-12-05,122.74,10.31,41073.0,4496558.0,156.0,ok
VARDHACRLC,Vardhman Acrylics Limited,NSE,VARDHACRLC.NS,INE116G01013,37.42,2025-12-05,44.03,17.66,50240.0,1963231.0,155.0,ok
UTTAMSUGAR,Uttam Sugar Mills Limited,NSE,UTTAMSUGAR.NS,INE786F01031,228.33,2025-12-05,231.66,1.46,128688.0,30872582.0,155.0,ok
VARROC,Varroc Engineering Limited,NSE,VARROC.NS,INE665L01035,638.1,2025-12-05,574.3,-10.0,190622.0,112358255.0,154.0,ok
UTIAMC,UTI Asset Management Company Limited,NSE,UTIAMC.NS,INE094J01016,1122.2,2025-12-05,929.55,-17.17,145803.0,155426004.0,156.0,ok
VERANDA,Veranda Learning Solutions Limited,NSE,VERANDA.NS,INE0IQ001011,205.2,2025-12-05,234.29,14.18,364744.0,74668842.0,155.0,ok
USK,Udayshivakumar Infra Limited,NSE,USK.NS,INE0N0Y01013,24.62,2025-12-05,23.45,-4.75,64886.0,1599058.0,153.0,ok
VESUVIUS,Vesuvius India Limited,NSE,VESUVIUS.NS,INE386A01023,480.2,2025-12-05,468.05,-2.53,185187.0,96009549.0,155.0,ok
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE,UTKARSHBNK.NS,INE735W01017,15.76,2025-12-05,13.06,-17.13,11033625.0,172776678.0,156.0,ok
UTLSOLAR,Fujiyama Power Systems Limited,NSE,UTLSOLAR.NS,INE12UR01024,204.28,2025-12-05,319.8,56.55,728867.0,169077687.0,132.0,ok
VENTIVE,Ventive Hospitality Limited,NSE,VENTIVE.NS,INE781S01027,727.7,2025-12-05,634.15,-12.86,82995.0,57952254.0,155.0,ok
UYFINCORP,U. Y. Fincorp Limited,NSE,UYFINCORP.NS,INE152C01025,14.59,2025-12-05,14.84,1.71,114700.0,1669160.0,153.0,ok
V2RETAIL,V2 Retail Limited,NSE,V2RETAIL.NS,INE945H01021,224.63,2025-12-05,240.32,6.98,1211928.0,262011288.0,156.0,ok
USHAMART,Usha Martin Limited,NSE,USHAMART.NS,INE228A01035,432.0,2025-12-05,492.0,13.89,651618.0,291316331.0,156.0,ok
VALIANTORG,Valiant Organics Limited,NSE,VALIANTORG.NS,INE565V01010,268.8,2025-12-05,286.2,6.47,67903.0,17936480.0,153.0,ok
VAISHALI,Vaishali Pharma Limited,NSE,VAISHALI.NS,INE972X01022,8.42,2025-12-05,6.98,-17.1,288796.0,2421684.0,153.0,ok
VALIANTLAB,Valiant Laboratories Limited,NSE,VALIANTLAB.NS,INE0JWS01017,71.63,2025-12-05,76.76,7.16,78921.0,5261595.0,154.0,ok
VAIBHAVGBL,Vaibhav Global Limited,NSE,VAIBHAVGBL.NS,INE884A01027,234.9,2025-12-05,234.74,-0.07,688409.0,169495773.0,154.0,ok
VGL,VARVEE GLOBAL LIMITED,NSE,VGL.NS,INE273D01027,72.91,2025-12-05,66.9,-8.24,115757.0,7680865.0,155.0,ok
VAKRANGEE,Vakrangee Limited,NSE,VAKRANGEE.NS,INE051B01021,8.0,2025-12-05,6.49,-18.88,2833606.0,20266764.0,156.0,ok
VIVIANA,Viviana Power Tech Limited,NSE,VIVIANA.NS,INE0MEG01014,756.4,2025-12-05,909.2,20.2,22583.0,18898179.0,153.0,ok
VHL,Vardhman Holdings Limited,NSE,VHL.NS,INE701A01023,3654.2,2025-12-05,3370.3,-7.77,734.0,2599565.0,155.0,ok
VISACHROME,VISA Chrome Limited,NSE,VISACHROME.NS,INE286H01012,52.89,2025-12-05,54.4,2.85,35518.0,1775193.0,154.0,ok
VIRINCHI,Virinchi Limited,NSE,VIRINCHI.NS,INE539B01017,22.27,2025-12-05,15.8,-29.05,120322.0,2488353.0,156.0,ok
VGUARD,V-Guard Industries Limited,NSE,VGUARD.NS,INE951I01027,342.55,2025-12-05,303.75,-11.33,324641.0,107402116.0,155.0,ok
VIVIDHA,Visagar Polytex Limited,NSE,VIVIDHA.NS,INE370E01029,0.72,2025-12-05,0.55,-23.61,397539.0,245843.0,155.0,ok
VITAL,Vital Chemtech Limited,NSE,VITAL.NS,INE0L4K01016,60.2,2025-12-05,50.03,-16.89,9126.0,481111.0,153.0,ok
VISHWARAJ,Vishwaraj Sugar Industries Limited,NSE,VISHWARAJ.NS,INE430N01022,6.86,2025-12-05,5.87,-14.43,393563.0,2363603.0,154.0,ok
VISAKAIND,Visaka Industries Limited,NSE,VISAKAIND.NS,INE392A01021,68.53,2025-12-05,71.37,4.14,91493.0,6175613.0,154.0,ok
VISHNU,Vishnu Chemicals Limited,NSE,VISHNU.NS,INE270I01022,497.0,2025-12-05,626.7,26.1,112958.0,61368338.0,156.0,ok
VLEGOV,VL E-Governance & IT Solutions Limited,NSE,VLEGOV.NS,INE03HW01020,22.39,2025-12-05,13.64,-39.08,561301.0,9409083.0,155.0,ok
VADILALIND,Vadilal Industries Limited,NSE,VADILALIND.NS,INE694D01016,5340.0,2025-12-05,5384.9,0.84,14937.0,71943279.0,154.0,ok
VIVIMEDLAB,Vivimed Labs Limited,NSE,VIVIMEDLAB.NS,INE526G01021,4.95,2025-12-05,6.45,30.3,197986.0,1617667.0,154.0,ok
VIPIND,VIP Industries Limited,NSE,VIPIND.NS,INE054A01027,345.4,2025-12-05,318.15,-7.89,799923.0,289706831.0,155.0,ok
VMART,V-Mart Retail Limited,NSE,VMART.NS,INE665J01013,760.3,2025-12-05,690.25,-9.21,854636.0,528284375.0,154.0,ok
VHLTD,Viceroy Hotels Limited,NSE,VHLTD.NS,INE048C01025,125.09,2025-12-05,139.99,11.91,29243.0,4027823.0,153.0,ok
VLSFINANCE,VLS Finance Limited,NSE,VLSFINANCE.NS,INE709A01018,333.45,2025-12-05,228.98,-31.33,61171.0,17474601.0,153.0,ok
VIPCLOTHNG,VIP Clothing Limited,NSE,VIPCLOTHNG.NS,INE450G01024,35.63,2025-12-05,25.5,-28.43,241047.0,6046159.0,154.0,ok
VIKRAMSOLR,Vikram Solar Limited,NSE,VIKRAMSOLR.NS,INE078V01014,247.8,2025-12-05,197.72,-20.21,2132468.0,472952389.0,156.0,ok
VMSTMT,VMS TMT Limited,NSE,VMSTMT.NS,INE0SJA01013,53.7,2025-12-05,46.42,-13.56,171926.0,9564516.0,154.0,ok
VIDYAWIRES,Vidya Wires Limited,NSE,VIDYAWIRES.NS,INE14UN01029,53.17,2025-12-10,109.16,105.3,6140145.0,425284204.0,118.0,ok
VIDHIING,Vidhi Specialty Food Ingredients Limited,NSE,VIDHIING.NS,INE632C01026,334.6,2025-12-05,296.8,-11.3,20916.0,6630998.0,153.0,ok
VIJIFIN,Viji Finance Limited,NSE,VIJIFIN.NS,INE159N01027,2.5,2025-12-05,3.83,53.2,373680.0,1066654.0,153.0,ok
VIYASH,Viyash Scientific Limited,NSE,VIYASH.NS,INE807F01027,199.7,2025-12-05,249.95,25.16,1361951.0,308237796.0,156.0,ok
VIKASLIFE,Vikas Lifecare Limited,NSE,VIKASLIFE.NS,INE161L01027,1.84,2025-12-05,1.48,-19.57,3443322.0,5712784.0,155.0,ok
VIKASECO,Vikas EcoTech Limited,NSE,VIKASECO.NS,INE806A01020,1.61,2025-12-05,1.28,-20.5,2462074.0,3755014.0,155.0,ok
VIKRAN,Vikran Engineering Limited,NSE,VIKRAN.NS,INE01R501028,95.91,2025-12-05,71.33,-25.63,5103398.0,458021411.0,155.0,ok
VIPULLTD,Vipul Limited,NSE,VIPULLTD.NS,INE946H01037,8.38,2025-12-05,8.9,6.21,438575.0,4573472.0,155.0,ok
VINCOFE,Vintage Coffee And Beverages Limited,NSE,VINCOFE.NS,INE498Q01014,169.36,2025-12-05,147.11,-13.14,2396313.0,366055112.0,156.0,ok
VINEETLAB,Vineet Laboratories Limited,NSE,VINEETLAB.NS,INE505Y01010,41.85,2025-12-05,34.8,-16.85,97807.0,3551147.0,154.0,ok
VINATIORGA,Vinati Organics Limited,NSE,VINATIORGA.NS,INE410B01037,1586.3,2025-12-05,1314.3,-17.15,50257.0,70647831.0,156.0,ok
VINNY,Vinny Overseas Limited,NSE,VINNY.NS,INE01KI01027,1.24,2025-12-05,1.08,-12.9,584163.0,697019.0,154.0,ok
VIMTALABS,Vimta Labs Limited,NSE,VIMTALABS.NS,INE579C01029,601.55,2025-12-05,469.7,-21.92,228546.0,122223081.0,156.0,ok
SHEKHAWATI,Shekhawati Industries Limited,NSE,SHEKHAWATI.NS,INE268L01046,20.26,2025-12-05,14.47,-28.58,56371.0,908462.0,154.0,ok
TARACHAND,Tara Chand InfraLogistic Solutions Limited,NSE,TARACHAND.NS,INE555Z01020,71.99,2025-12-05,60.24,-16.32,155244.0,11295260.0,154.0,ok
VINDHYATEL,Vindhya Telelinks Limited,NSE,VINDHYATEL.NS,INE707A01012,1471.3,2025-12-05,2117.9,43.95,45347.0,72522246.0,156.0,ok
SHAH,Shah Metacorp Limited,NSE,SHAH.NS,INE482J01021,4.54,2025-12-05,4.81,5.95,3029183.0,14751330.0,154.0,ok
SHADOWFAX,Shadowfax Technologies Limited,NSE,SHADOWFAX.NS,INE12UN01015,109.98,2026-01-28,191.03,73.7,3057431.0,440901339.0,85.0,ok
SHAILY,Shaily Engineering Plastics Limited,NSE,SHAILY.NS,INE151G01028,2495.3,2025-12-05,3038.0,21.75,342318.0,794786975.0,156.0,ok
SHAHALLOYS,Shah Alloys Limited,NSE,SHAHALLOYS.NS,INE640C01011,69.21,2025-12-05,68.84,-0.53,16629.0,1160121.0,154.0,ok
VIJAYA,Vijaya Diagnostic Centre Limited,NSE,VIJAYA.NS,INE043W01024,1017.35,2025-12-05,1317.0,29.45,207666.0,225806560.0,154.0,ok
VINYLINDIA,Vinyl Chemicals (India) Limited,NSE,VINYLINDIA.NS,INE250B01029,239.12,2025-12-05,251.65,5.24,19598.0,4852935.0,154.0,ok
SHALBY,Shalby Limited,NSE,SHALBY.NS,INE597J01018,198.6,2025-12-05,176.84,-10.96,134765.0,24315785.0,156.0,ok
