symbol,name,exchange,yahoo_ticker,isin,price_180d_ago,past_date_used,price_today,return_pct,avg_daily_volume,avg_daily_value_rs,bars,status
PIGL,Power & Instrumentation (Gujarat) Limited,NSE,PIGL.NS,INE557Z01018,148.07,2025-12-05,98.23,-33.66,57177.0,6763061.0,155.0,ok
20MICRONS,20 Microns Limited,NSE,20MICRONS.NS,INE144J01027,188.66,2025-12-05,183.64,-2.66,216856.0,42721811.0,155.0,ok
PIRAMALFIN,Piramal Finance Limited,NSE,PIRAMALFIN.NS,INE202B01038,1484.6,2025-12-05,1908.3,28.54,424724.0,762825992.0,140.0,ok
PFOCUS,Prime Focus Limited,NSE,PFOCUS.NS,INE367G01038,186.45,2025-12-05,228.51,22.56,4553267.0,1088717084.0,154.0,ok
PGHL,Procter & Gamble Health Limited,NSE,PGHL.NS,INE199A01012,5713.0,2025-12-05,6030.5,5.56,17084.0,94318817.0,153.0,ok
PGIL,Pearl Global Industries Limited,NSE,PGIL.NS,INE940H01022,1595.8,2025-12-05,1645.1,3.09,151378.0,246388103.0,155.0,ok
PICCADIL,Piccadily Agro Industries Limited,NSE,PICCADIL.NS,INE546C01010,582.35,2025-12-05,586.8,0.76,221622.0,132582669.0,155.0,ok
PATANJALI,Patanjali Foods Limited,NSE,PATANJALI.NS,INE619A01035,550.8,2025-12-05,451.55,-18.02,2156289.0,1103410406.0,155.0,ok
PAYTM,One 97 Communications Limited,NSE,PAYTM.NS,INE982J01020,1344.6,2025-12-05,1070.9,-20.36,3347148.0,4032492397.0,156.0,ok
PIDILITIND,Pidilite Industries Limited,NSE,PIDILITIND.NS,INE318A01026,1475.1,2025-12-05,1454.6,-1.39,743299.0,1068745191.0,156.0,ok
PHOENIXLTD,The Phoenix Mills Limited,NSE,PHOENIXLTD.NS,INE211B01039,1725.1,2025-12-05,1706.8,-1.06,500754.0,860997064.0,153.0,ok
PFS,PTC India Financial Services Limited,NSE,PFS.NS,INE560K01014,33.09,2025-12-05,30.74,-7.1,1108940.0,38525653.0,155.0,ok
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE,PILITA.NS,INE600A01035,11.01,2025-12-05,8.33,-24.34,131405.0,1208974.0,153.0,ok
PINELABS,Pine Labs Limited,NSE,PINELABS.NS,INE15B701018,247.63,2025-12-05,142.82,-42.33,6054673.0,1097191087.0,136.0,ok
PFC,Power Finance Corporation Limited,NSE,PFC.NS,INE134E01011,352.65,2025-12-05,413.05,17.13,7425406.0,2994079139.0,156.0,ok
PAUSHAKLTD,Paushak Limited,NSE,PAUSHAKLTD.NS,INE111F01024,577.9,2025-12-05,450.75,-22.0,15683.0,7488147.0,123.0,ok
PIONEEREMB,Pioneer Embroideries Limited,NSE,PIONEEREMB.NS,INE156C01018,30.37,2025-12-05,24.61,-18.97,34383.0,947214.0,154.0,ok
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE,PILANIINVS.NS,INE417C01014,5138.0,2025-12-05,4361.9,-15.11,4384.0,22172859.0,153.0,ok
PATELRMART,Patel Retail Limited,NSE,PATELRMART.NS,INE0R8B01010,221.8,2025-12-05,182.53,-17.71,206462.0,43325546.0,156.0,ok
PGEL,PG Electroplast Limited,NSE,PGEL.NS,INE457L01029,553.9,2025-12-05,480.4,-13.27,3080144.0,1670314007.0,156.0,ok
PAVNAIND,Pavna Industries Limited,NSE,PAVNAIND.NS,INE07S101038,28.99,2025-12-05,16.77,-42.15,209240.0,5552247.0,154.0,ok
PIIND,PI Industries Limited,NSE,PIIND.NS,INE603J01030,3396.1,2025-12-05,2739.8,-19.33,268232.0,837834226.0,155.0,ok
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE,PGHH.NS,INE179A01014,12587.0,2025-12-05,9384.5,-25.44,10232.0,110867090.0,154.0,ok
PDSL,PDS Limited,NSE,PDSL.NS,INE111Q01021,340.6,2025-12-05,301.8,-11.39,266971.0,85811667.0,154.0,ok
PFIZER,Pfizer Limited,NSE,PFIZER.NS,INE182A01018,5000.0,2025-12-05,4514.5,-9.71,26010.0,128175046.0,155.0,ok
PCBL,PCBL Chemical Limited,NSE,PCBL.NS,INE602A01031,313.9,2025-12-05,291.25,-7.22,2386052.0,699809171.0,156.0,ok
PDMJEPAPER,Pudumjee Paper Products Limited,NSE,PDMJEPAPER.NS,INE865T01018,97.44,2025-12-05,84.41,-13.37,112061.0,9801294.0,154.0,ok
PCJEWELLER,PC Jeweller Limited,NSE,PCJEWELLER.NS,INE785M01021,11.05,2025-12-05,9.26,-16.2,55120606.0,550063496.0,156.0,ok
PERSISTENT,Persistent Systems Limited,NSE,PERSISTENT.NS,INE262H01021,6520.5,2025-12-05,5470.5,-16.1,627314.0,3419397880.0,156.0,ok
PENIND,Pennar Industries Limited,NSE,PENIND.NS,INE932A01024,206.83,2025-12-05,160.22,-22.54,991941.0,183849549.0,155.0,ok
PATINTLOG,Patel Integrated Logistics Limited,NSE,PATINTLOG.NS,INE529D01014,13.79,2025-12-05,13.62,-1.23,131474.0,1625680.0,153.0,ok
PIONRINV,Pioneer Investcorp Limited,NSE,PIONRINV.NS,INE746D01014,106.15,2026-04-20,106.38,0.22,4531.0,528059.0,30.0,ok
PEARLPOLY,Pearl Polymers Limited,NSE,PEARLPOLY.NS,INE844A01013,22.45,2025-12-05,18.59,-17.19,26345.0,582030.0,154.0,ok
PETRONET,Petronet LNG Limited,NSE,PETRONET.NS,INE347G01014,274.8,2025-12-05,269.0,-2.11,3340228.0,931444959.0,156.0,ok
PRAVEG,Praveg Limited,NSE,PRAVEG.NS,INE722B01019,266.6,2026-04-20,241.6,-9.38,66597.0,18420971.0,30.0,ok
PATELENG,Patel Engineering Limited,NSE,PATELENG.NS,INE244B01030,32.58,2025-12-05,26.25,-19.43,8759127.0,266684020.0,156.0,ok
PITTIENG,Pitti Engineering Limited,NSE,PITTIENG.NS,INE450D01021,797.15,2025-12-05,941.5,18.11,50354.0,43984345.0,153.0,ok
PIXTRANS,Pix Transmissions Limited,NSE,PIXTRANS.NS,INE751B01018,1455.2,2025-12-05,1608.9,10.56,15875.0,23561006.0,153.0,ok
POWERICA,Powerica Limited,NSE,POWERICA.NS,INE921L01032,390.0,2026-04-02,543.75,39.42,520560.0,242444608.0,42.0,ok
POLYPLEX,Polyplex Corporation Limited,NSE,POLYPLEX.NS,INE633B01018,824.2,2025-12-05,935.8,13.54,90811.0,79445613.0,155.0,ok
POWERINDIA,Hitachi Energy India Limited,NSE,POWERINDIA.NS,INE07Y701011,19305.0,2025-12-05,35105.0,81.84,159463.0,3816591454.0,155.0,ok
PONNIERODE,Ponni Sugars (Erode) Limited,NSE,PONNIERODE.NS,INE838E01017,276.05,2025-12-05,307.15,11.27,17963.0,5145194.0,153.0,ok
PPAP,PPAP Automotive Limited,NSE,PPAP.NS,INE095I01015,229.18,2025-12-05,206.52,-9.89,38589.0,9448209.0,153.0,ok
POWERGRID,Power Grid Corporation of India Limited,NSE,POWERGRID.NS,INE752E01010,269.8,2025-12-05,282.15,4.58,13931540.0,3990004721.0,156.0,ok
POONAWALLA,Poonawalla Fincorp Limited,NSE,POONAWALLA.NS,INE511C01022,470.65,2025-12-05,397.8,-15.48,1653927.0,735123380.0,156.0,ok
PRADPME,Pradeep Metals Limited,NSE,PRADPME.NS,INE770A01010,370.6,2026-04-20,446.45,20.47,18176.0,7421262.0,30.0,ok
PRABHA,Prabha Energy Limited,NSE,PRABHA.NS,INE0I0M01023,188.31,2025-12-05,157.83,-16.19,70509.0,11855704.0,154.0,ok
PENINLAND,Peninsula Land Limited,NSE,PENINLAND.NS,INE138A01028,26.69,2025-12-05,16.42,-38.48,347954.0,7670435.0,155.0,ok
PPL,Prakash Pipes Limited,NSE,PPL.NS,INE050001010,234.21,2025-12-05,203.37,-13.17,82732.0,18053621.0,155.0,ok
POWERMECH,Power Mech Projects Limited,NSE,POWERMECH.NS,INE211R01019,2212.0,2025-12-05,2488.5,12.5,91043.0,207973257.0,154.0,ok
PRAENG,Prajay Engineers Syndicate Limited,NSE,PRAENG.NS,INE505C01016,29.05,2025-12-05,21.44,-26.2,58755.0,1484138.0,153.0,ok
POLYCAB,Polycab India Limited,NSE,POLYCAB.NS,INE455K01017,7257.0,2025-12-05,9531.5,31.34,403254.0,3137912135.0,155.0,ok
POLYMED,Poly Medicure Limited,NSE,POLYMED.NS,INE205C01021,1899.1,2025-12-05,1321.4,-30.42,212685.0,343347839.0,156.0,ok
PRAKASH,Prakash Industries Limited,NSE,PRAKASH.NS,INE603A01013,131.35,2025-12-05,147.25,12.11,565853.0,78434084.0,155.0,ok
PLAZACABLE,Plaza Wires Limited,NSE,PLAZACABLE.NS,INE0INJ01017,40.61,2025-12-05,47.88,17.9,86380.0,3858260.0,154.0,ok
PRAJIND,Praj Industries Limited,NSE,PRAJIND.NS,INE074A01025,310.5,2025-12-05,348.55,12.25,2458038.0,834511643.0,156.0,ok
PPLPHARMA,Piramal Pharma Limited,NSE,PPLPHARMA.NS,INE0DK501011,179.85,2025-12-05,166.92,-7.19,3912736.0,664148752.0,156.0,ok
PML,Paul Merchants Limited,NSE,PML.NS,INE291E01019,607.0,2026-04-20,519.85,-14.36,320.0,178459.0,30.0,ok
PLASTIBLEN,Plastiblends India Limited,NSE,PLASTIBLEN.NS,INE083C01022,163.76,2025-12-05,177.41,8.34,20859.0,3494696.0,156.0,ok
PNBGILTS,PNB Gilts Limited,NSE,PNBGILTS.NS,INE859A01011,84.13,2025-12-05,79.23,-5.82,724766.0,57421035.0,156.0,ok
PNBHOUSING,PNB Housing Finance Limited,NSE,PNBHOUSING.NS,INE572E01012,903.85,2025-12-05,996.5,10.25,1257457.0,1155990795.0,156.0,ok
POKARNA,Pokarna Limited,NSE,POKARNA.NS,INE637C01025,841.0,2025-12-05,830.3,-1.27,224286.0,213062743.0,156.0,ok
POLICYBZR,PB Fintech Limited,NSE,POLICYBZR.NS,INE417T01026,1893.8,2025-12-05,1644.2,-13.18,1847178.0,3035493523.0,155.0,ok
PNB,Punjab National Bank,NSE,PNB.NS,INE160A01022,121.71,2025-12-05,104.09,-14.48,19266288.0,2257228688.0,156.0,ok
PNGSREVA,PNGS Reva Diamond Jewellery Limited,NSE,PNGSREVA.NS,INE1RDG01013,411.7,2026-03-04,376.25,-8.61,381234.0,151468897.0,60.0,ok
PNGJL,P N Gadgil Jewellers Limited,NSE,PNGJL.NS,INE953R01016,619.8,2025-12-05,548.3,-11.54,290087.0,174436286.0,155.0,ok
PNCINFRA,PNC Infratech Limited,NSE,PNCINFRA.NS,INE195J01029,249.01,2025-12-05,210.24,-15.57,446860.0,96974324.0,155.0,ok
POCL,Pondy Oxides & Chemicals Limited,NSE,POCL.NS,INE063E01053,1300.3,2025-12-05,1337.4,2.85,340963.0,457302218.0,156.0,ok
PASUPTAC,Pasupati Acrylon Limited,NSE,PASUPTAC.NS,INE818B01023,54.92,2025-12-05,68.09,23.98,262750.0,14862893.0,154.0,ok
PLATIND,Platinum Industries Limited,NSE,PLATIND.NS,INE0PT501018,251.05,2025-12-05,220.41,-12.2,114766.0,27627951.0,155.0,ok
PARSVNATH,Parsvnath Developers Limited,NSE,PARSVNATH.NS,INE561H01026,12.17,2025-12-05,3.86,-68.28,921269.0,8685126.0,154.0,ok
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE,PKTEA.NS,INE431F01018,768.5,2025-12-05,780.1,1.51,679.0,556047.0,153.0,ok
PASHUPATI,Pashupati Cotspin Limited,NSE,PASHUPATI.NS,INE124Y01028,82.28,2025-12-05,93.47,13.61,66269.0,5802324.0,155.0,ok
OMAXE,Omaxe Limited,NSE,OMAXE.NS,INE800H01010,67.83,2025-12-05,76.86,13.31,555443.0,43970574.0,154.0,ok
OMAXAUTO,Omax Autos Limited,NSE,OMAXAUTO.NS,INE090B01011,88.5,2025-12-05,244.3,176.05,140984.0,21365252.0,154.0,ok
OMNI,Omnitech Engineering Limited,NSE,OMNI.NS,INE0UH301010,204.93,2026-03-05,504.15,146.01,1164065.0,368908482.0,60.0,ok
PNC,Pritish Nandy Communications Limited,NSE,PNC.NS,INE392B01011,25.27,2025-12-05,19.98,-20.93,10025.0,241388.0,153.0,ok
PODDARMENT,Poddar Pigments Limited,NSE,PODDARMENT.NS,INE371C01013,252.15,2025-12-05,249.3,-1.13,3658.0,922074.0,153.0,ok
ONEPOINT,One Point One Solutions Limited,NSE,ONEPOINT.NS,INE840Y01029,54.23,2025-12-05,58.78,8.39,1640256.0,87188784.0,155.0,ok
ONESOURCE,Onesource Specialty Pharma Limited,NSE,ONESOURCE.NS,INE013P01021,1685.8,2025-12-05,1828.6,8.47,360052.0,553983632.0,155.0,ok
OMINFRAL,OM INFRA LIMITED,NSE,OMINFRAL.NS,INE239D01028,105.4,2025-12-05,87.05,-17.41,117488.0,10875785.0,154.0,ok
OMPOWER,Om Power Transmission Limited,NSE,OMPOWER.NS,INE25E901019,193.38,2026-04-17,170.12,-12.03,422958.0,79949432.0,32.0,ok
ONMOBILE,OnMobile Global Limited,NSE,ONMOBILE.NS,INE809I01019,57.53,2025-12-05,51.07,-11.23,492656.0,28917765.0,155.0,ok
ONWARDTEC,Onward Technologies Limited,NSE,ONWARDTEC.NS,INE229A01017,286.9,2025-12-05,269.25,-6.15,72031.0,19851887.0,153.0,ok
OPTIEMUS,Optiemus Infracom Limited,NSE,OPTIEMUS.NS,INE350C01017,552.2,2025-12-05,419.15,-24.09,155192.0,67552720.0,154.0,ok
ORCHASP,Orchasp Limited,NSE,ORCHASP.NS,INE215B01022,3.0,2025-12-05,1.95,-35.0,413013.0,1089816.0,154.0,ok
NUVOCO,Nuvoco Vistas Corporation Limited,NSE,NUVOCO.NS,INE118D01016,351.15,2025-12-05,336.1,-4.29,467301.0,157999036.0,155.0,ok
OLAELEC,Ola Electric Mobility Limited,NSE,OLAELEC.NS,INE0LXG01040,35.5,2025-12-05,39.83,12.2,89647046.0,3160732011.0,156.0,ok
ORBTEXP,Orbit Exports Limited,NSE,ORBTEXP.NS,INE231G01010,195.43,2025-12-05,178.74,-8.54,13487.0,2617952.0,153.0,ok
OLECTRA,Olectra Greentech Limited,NSE,OLECTRA.NS,INE260D01016,1218.0,2025-12-05,1285.2,5.52,711341.0,830874909.0,156.0,ok
OILCOUNTUB,Oil Country Tubular Limited,NSE,OILCOUNTUB.NS,INE591A01010,65.77,2025-12-05,54.49,-17.15,78172.0,4321489.0,155.0,ok
NSLNISP,NMDC Steel Limited,NSE,NSLNISP.NS,INE0NNS01018,41.13,2025-12-05,52.55,27.77,6266042.0,274181906.0,156.0,ok
OMFREIGHT,Om Freight Forwarders Limited,NSE,OMFREIGHT.NS,INE1BZC01019,89.53,2025-12-05,83.86,-6.33,116827.0,10574774.0,154.0,ok
ONELIFECAP,Onelife Capital Advisors Limited,NSE,ONELIFECAP.NS,INE912L01015,14.85,2025-12-05,27.53,85.39,143361.0,2343211.0,154.0,ok
ONGC,Oil & Natural Gas Corporation Limited,NSE,ONGC.NS,INE213A01029,241.23,2025-12-05,265.05,9.87,16145479.0,4362188602.0,156.0,ok
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE,PARKHOTELS.NS,INE988S01028,133.71,2025-12-05,116.4,-12.95,320823.0,40453286.0,156.0,ok
NURECA,Nureca Limited,NSE,NURECA.NS,INE0DSF01015,305.5,2025-12-05,237.25,-22.34,37623.0,11033887.0,154.0,ok
NTPC,NTPC Limited,NSE,NTPC.NS,INE733E01010,323.3,2025-12-05,367.4,13.64,10359738.0,3758152528.0,156.0,ok
NUVAMA,Nuvama Wealth Management Limited,NSE,NUVAMA.NS,INE531F01023,1434.5,2025-12-05,1573.4,9.68,542123.0,766793618.0,156.0,ok
NTPCGREEN,NTPC Green Energy Limited,NSE,NTPCGREEN.NS,INE0ONG01011,91.21,2025-12-05,101.34,11.11,8857207.0,886122825.0,156.0,ok
NUCLEUS,Nucleus Software Exports Limited,NSE,NUCLEUS.NS,INE096B01018,910.2,2025-12-05,734.7,-19.28,33037.0,27737422.0,155.0,ok
OBCL,Orissa Bengal Carrier Limited,NSE,OBCL.NS,INE426Z01016,55.71,2025-12-05,52.03,-6.61,14360.0,802255.0,153.0,ok
OIL,Oil India Limited,NSE,OIL.NS,INE274J01014,411.95,2025-12-05,484.1,17.51,4612991.0,2172748684.0,156.0,ok
OCCLLTD,OCCL Limited,NSE,OCCLLTD.NS,INE0PK601023,95.17,2025-12-05,113.17,18.91,94133.0,9639489.0,153.0,ok
OAL,Oriental Aromatics Limited,NSE,OAL.NS,INE959C01023,305.65,2025-12-05,315.3,3.16,21155.0,6194595.0,154.0,ok
OBEROIRLTY,Oberoi Realty Limited,NSE,OBEROIRLTY.NS,INE093I01010,1657.7,2025-12-05,1674.7,1.03,547294.0,876701101.0,154.0,ok
ORCHPHARMA,Orchid Pharma Limited,NSE,ORCHPHARMA.NS,INE191A01027,867.7,2025-12-05,824.8,-4.94,91360.0,64159460.0,155.0,ok
ORIENTALTL,Oriental Trimex Limited,NSE,ORIENTALTL.NS,INE998H01012,8.0,2025-12-05,6.32,-21.0,229859.0,1830951.0,154.0,ok
ORICONENT,Oricon Enterprises Limited,NSE,ORICONENT.NS,INE730A01022,57.1,2025-12-05,61.6,7.88,177430.0,10842123.0,154.0,ok
PANSARI,Pansari Developers Limited,NSE,PANSARI.NS,INE697V01011,310.65,2025-12-05,274.8,-11.54,4553.0,1344097.0,153.0,ok
OFSS,Oracle Financial Services Software Limited,NSE,OFSS.NS,INE881D01027,8219.0,2025-12-05,10344.5,25.86,193806.0,1600792853.0,156.0,ok
PALASHSECU,Palash Securities Limited,NSE,PALASHSECU.NS,INE471W01019,108.8,2025-12-05,96.07,-11.7,4922.0,518567.0,154.0,ok
NYKAA,FSN E-Commerce Ventures Limited,NSE,NYKAA.NS,INE388Y01029,254.8,2025-12-05,269.55,5.79,5884835.0,1532935746.0,156.0,ok
PANACHE,Panache Digilife Limited,NSE,PANACHE.NS,INE895W01019,358.9,2025-12-05,362.7,1.06,14650.0,5002932.0,153.0,ok
PANACEABIO,Panacea Biotec Limited,NSE,PANACEABIO.NS,INE922B01023,344.15,2025-12-05,430.6,25.12,525998.0,211120320.0,156.0,ok
PARAS,Paras Defence and Space Technologies Limited,NSE,PARAS.NS,INE045601023,690.1,2025-12-05,853.7,23.71,1325757.0,972667732.0,156.0,ok
ODIGMA,Odigma Consultancy Solutions Limited,NSE,ODIGMA.NS,INE054301028,31.89,2025-12-05,21.21,-33.49,25719.0,733275.0,154.0,ok
PALREDTEC,Palred Technologies Limited,NSE,PALREDTEC.NS,INE218G01033,39.97,2025-12-05,47.7,19.34,7845.0,317092.0,154.0,ok
PARACABLES,Paramount Communications Limited,NSE,PARACABLES.NS,INE074B01023,36.26,2025-12-05,65.9,81.74,1683636.0,82408876.0,156.0,ok
PAR,Par Drugs And Chemicals Limited,NSE,PAR.NS,INE04LG01015,96.84,2025-12-05,89.47,-7.61,16015.0,1512965.0,153.0,ok
PANAMAPET,Panama Petrochem Limited,NSE,PANAMAPET.NS,INE305C01029,286.7,2025-12-05,315.55,10.06,107282.0,32189784.0,155.0,ok
PAKKA,PAKKA LIMITED,NSE,PAKKA.NS,INE551D01018,106.63,2025-12-05,87.73,-17.72,127359.0,12677695.0,155.0,ok
PARADEEP,Paradeep Phosphates Limited,NSE,PARADEEP.NS,INE088F01024,154.21,2025-12-05,124.29,-19.4,5363502.0,732541705.0,156.0,ok
PARAGMILK,Parag Milk Foods Limited,NSE,PARAGMILK.NS,INE883N01014,308.7,2025-12-05,241.08,-21.9,1020828.0,277196662.0,156.0,ok
PAISALO,Paisalo Digital Limited,NSE,PAISALO.NS,INE420C01059,37.08,2025-12-05,52.69,42.1,7372265.0,302843161.0,156.0,ok
ORIENTTECH,Orient Technologies Limited,NSE,ORIENTTECH.NS,INE0PPK01015,310.95,2025-12-05,269.25,-13.41,1750234.0,673677539.0,155.0,ok
PACEDIGITK,Pace Digitek Limited,NSE,PACEDIGITK.NS,INE0S3G01027,207.75,2025-12-05,192.73,-7.23,1587488.0,305859108.0,156.0,ok
ORIENTCEM,Orient Cement Limited,NSE,ORIENTCEM.NS,INE876N01018,163.47,2025-12-05,137.56,-15.85,515470.0,84234126.0,155.0,ok
ORIENTELEC,Orient Electric Limited,NSE,ORIENTELEC.NS,INE142Z01019,179.63,2025-12-05,183.07,1.92,668086.0,126030083.0,156.0,ok
ORIENTCER,ORIENT CERATECH LIMITED,NSE,ORIENTCER.NS,INE569C01020,45.94,2025-12-05,40.68,-11.45,143106.0,6167621.0,154.0,ok
PAGEIND,Page Industries Limited,NSE,PAGEIND.NS,INE761H01022,37455.0,2025-12-05,37365.0,-0.24,26836.0,971471126.0,154.0,ok
PARASPETRO,Paras Petrofils Limited,NSE,PARASPETRO.NS,INE162C01024,1.98,2025-12-05,1.98,0.0,220944.0,518155.0,155.0,ok
PARKHOSPS,Park Medi World Limited,NSE,PARKHOSPS.NS,INE119201023,147.95,2025-12-17,282.65,91.04,1553656.0,279244829.0,113.0,ok
ORIENTLTD,Orient Press Limited,NSE,ORIENTLTD.NS,INE609C01024,81.13,2025-12-05,61.48,-24.22,5861.0,445577.0,155.0,ok
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE,ORISSAMINE.NS,INE725E01024,4816.6,2025-12-05,4066.6,-15.57,17145.0,75886840.0,155.0,ok
ORIENTPPR,Orient Paper & Industries Limited,NSE,ORIENTPPR.NS,INE592A01026,24.43,2025-12-05,17.89,-26.77,312381.0,6081675.0,154.0,ok
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE,OSWALSEEDS.NS,INE00IK01029,13.89,2025-12-05,11.05,-20.45,100802.0,1528402.0,154.0,ok
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE,ORTINGLOBE.NS,INE749B01020,15.61,2025-12-05,15.74,0.83,14724.0,233202.0,153.0,ok
ORIENTHOT,Oriental Hotels Limited,NSE,ORIENTHOT.NS,INE750A01020,112.38,2025-12-05,99.78,-11.21,287469.0,30403176.0,156.0,ok
OSIAHYPER,Osia Hyper Retail Limited,NSE,OSIAHYPER.NS,INE06IR01021,16.49,2025-12-05,3.51,-78.71,1197555.0,9756457.0,156.0,ok
ORKLAINDIA,Orkla India Limited,NSE,ORKLAINDIA.NS,INE16NZ01023,630.85,2025-12-05,619.6,-1.78,299254.0,197799988.0,141.0,ok
ORIENTBELL,Orient Bell Limited,NSE,ORIENTBELL.NS,INE607D01018,277.75,2025-12-05,334.5,20.43,21269.0,6488657.0,155.0,ok
OSWALPUMPS,Oswal Pumps Limited,NSE,OSWALPUMPS.NS,INE0BYP01024,520.35,2025-12-05,363.65,-30.11,662253.0,273395366.0,156.0,ok
OSWALAGRO,Oswal Agro Mills Limited,NSE,OSWALAGRO.NS,INE142A01012,57.98,2025-12-05,43.1,-25.66,71707.0,3958839.0,155.0,ok
RUDRA,Rudra Global Infra Products Limited,NSE,RUDRA.NS,INE027T01023,27.47,2025-12-19,18.21,-33.71,190730.0,4146123.0,109.0,ok
PRAKASHSTL,Prakash Steelage Limited,NSE,PRAKASHSTL.NS,INE696K01024,4.2,2025-12-05,4.35,3.57,316886.0,1581392.0,155.0,ok
OSWALGREEN,Oswal Greentech Limited,NSE,OSWALGREEN.NS,INE143A01010,33.06,2025-12-05,24.07,-27.19,234232.0,6859495.0,155.0,ok
PRAXIS,Praxis Home Retail Limited,NSE,PRAXIS.NS,INE546Y01022,9.46,2025-12-05,6.59,-30.34,305641.0,2428057.0,154.0,ok
RENUKA,Shree Renuka Sugars Limited,NSE,RENUKA.NS,INE087H01022,26.44,2025-12-05,22.21,-16.0,6018538.0,158901005.0,156.0,ok
RKEC,RKEC Projects Limited,NSE,RKEC.NS,INE786W01010,52.95,2025-12-05,31.42,-40.66,62650.0,3056726.0,154.0,ok
REPCOHOME,Repco Home Finance Limited,NSE,REPCOHOME.NS,INE612J01015,406.65,2025-12-05,373.8,-8.08,145562.0,58331400.0,155.0,ok
RETAIL,JHS Svendgaard Retail Ventures Limited,NSE,RETAIL.NS,INE03DD01011,27.57,2025-12-05,20.32,-26.3,12453.0,340283.0,153.0,ok
REPRO,Repro India Limited,NSE,REPRO.NS,INE461B01014,451.95,2025-12-05,346.75,-23.28,26948.0,12168706.0,153.0,ok
RHETAN,Rhetan TMT Limited,NSE,RHETAN.NS,INE0KKN01029,24.01,2025-12-05,30.34,26.36,3419052.0,88146186.0,155.0,ok
RESPONIND,Responsive Industries Limited,NSE,RESPONIND.NS,INE688D01026,204.9,2025-12-05,189.39,-7.57,275509.0,49892693.0,153.0,ok
RHL,Robust Hotels Limited,NSE,RHL.NS,INE508K01013,205.19,2025-12-05,183.16,-10.74,14352.0,2935607.0,154.0,ok
RGL,Renaissance Global Limited,NSE,RGL.NS,INE722H01024,128.7,2025-12-05,103.54,-19.55,1956703.0,242485419.0,155.0,ok
RHIM,RHI MAGNESITA INDIA LIMITED,NSE,RHIM.NS,INE743M01012,446.65,2025-12-05,344.65,-22.84,246899.0,103553505.0,155.0,ok
RITCO,Ritco Logistics Limited,NSE,RITCO.NS,INE01EG01016,280.15,2025-12-05,264.65,-5.53,116173.0,27418536.0,153.0,ok
RICOAUTO,Rico Auto Industries Limited,NSE,RICOAUTO.NS,INE209B01025,110.87,2025-12-05,114.46,3.24,5190004.0,627956145.0,155.0,ok
REPL,Rudrabhishek Enterprises Limited,NSE,REPL.NS,INE364Z01019,128.9,2025-12-05,67.16,-47.9,18212.0,1657378.0,154.0,ok
RITES,RITES Limited,NSE,RITES.NS,INE320J01015,229.46,2025-12-05,202.58,-11.71,824787.0,187555977.0,156.0,ok
RIIL,Reliance Industrial Infrastructure Limited,NSE,RIIL.NS,INE046A01015,835.4,2025-12-05,744.35,-10.9,94364.0,71870256.0,155.0,ok
REDTAPE,Redtape Limited,NSE,REDTAPE.NS,INE0LXT01019,126.39,2025-12-05,137.99,9.18,667321.0,88129417.0,155.0,ok
RBZJEWEL,RBZ Jewellers Limited,NSE,RBZJEWEL.NS,INE0PEQ01016,134.28,2025-12-05,125.44,-6.58,133039.0,19356705.0,153.0,ok
RISHABH,Rishabh Instruments Limited,NSE,RISHABH.NS,INE0N2P01017,409.4,2025-12-05,516.8,26.23,112290.0,52419876.0,154.0,ok
RELINFRA,Reliance Infrastructure Limited,NSE,RELINFRA.NS,INE036A01016,154.71,2025-12-05,70.64,-54.34,1126990.0,143742774.0,156.0,ok
RBLBANK,RBL Bank Limited,NSE,RBLBANK.NS,INE976G01028,305.8,2025-12-05,344.15,12.54,6673123.0,2113085711.0,156.0,ok
RCOM,Reliance Communications Limited,NSE,RCOM.NS,INE330H01018,1.19,2025-12-05,0.9,-24.37,3485118.0,3694692.0,155.0,ok
REMSONSIND,Remsons Industries Limited,NSE,REMSONSIND.NS,INE474C01023,117.5,2025-12-05,89.05,-24.21,208053.0,24923672.0,156.0,ok
REDINGTON,Redington Limited,NSE,REDINGTON.NS,INE891D01026,268.75,2025-12-05,238.75,-11.16,5173971.0,1339295700.0,156.0,ok
RELIGARE,Religare Enterprises Limited,NSE,RELIGARE.NS,INE621H01010,235.45,2025-12-05,235.73,0.12,1455398.0,340122270.0,154.0,ok
REGENCERAM,Regency Ceramics Limited,NSE,REGENCERAM.NS,INE277C01012,43.73,2025-12-05,41.74,-4.55,5994.0,277558.0,154.0,ok
REGAAL,Regaal Resources Limited,NSE,REGAAL.NS,INE0MHO01029,72.23,2025-12-05,84.85,17.47,1310546.0,101543677.0,154.0,ok
RELTD,Ravindra Energy Limited,NSE,RELTD.NS,INE206N01018,153.57,2025-12-05,124.31,-19.05,315040.0,45056142.0,155.0,ok
