symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
CPPLUS,Aditya Infotech Limited,NSE,CPPLUS.NS,3614.4,55.7,44.0,-20.67,0.82,-6.51,102.46,4.04,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.9,False,True,False,True,True,Bearish Engulfing;Bearish Marubozu,145.97,3866.0,3603.26,3415.0,6.8,3928.43,3991.35,4832.5,3.68,38,5,8
STANLEY,Stanley Lifestyles Limited,NSE,STANLEY.NS,157.85,57.1,34.8,0.5,1.96,-55.01,3.71,4.03,6,True,110111100,No VCP,AT PIVOT (actionable),bullish (HH/HL),Discount,38.5,False,True,False,False,True,Bearish Pin Bar;Bullish Engulfing;Long-legged Doji;Outside B,6.37,166.38,154.92,141.64,6.89,179.53,193.18,207.97,3.63,872,5,8
BFINVEST,BF Investment Limited,NSE,BFINVEST.NS,473.7,54.7,36.1,1.165,22.42,-18.98,9.7,4.77,7,True,010111111,No VCP,forming / still basing,bullish (HH/HL),Premium,58.8,False,True,True,True,True,Long-legged Doji;NR4;NR7;Three Black Crows,22.6,584.7,544.03,431.65,6.96,609.13,634.06,730.88,3.59,245,4,8
HARIOMPIPE,Hariom Pipe Industries Limited,NSE,HARIOMPIPE.NS,403.55,54.3,16.3,-0.113,10.87,-29.47,20.62,4.32,6,True,000111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,74.9,False,False,True,True,True,Hanging Man;NR4,17.45,448.8,417.39,376.3,7.0,470.23,492.17,561.0,3.57,318,5,8
CANTABIL,Cantabil Retail India Limited,NSE,CANTABIL.NS,254.56,57.4,32.5,-0.524,2.79,-20.82,7.15,4.27,7,True,100111111,No VCP,forming / still basing,ranging,Discount,40.8,True,True,False,True,True,Bearish Pin Bar;Doji;Inverted Hammer;NR4;Three Black Crows,10.88,278.0,258.41,227.01,7.05,294.92,312.35,347.5,3.55,510,4,8
APOLLO,Apollo Micro Systems Limited,NSE,APOLLO.NS,397.8,47.7,18.1,-3.794,0.39,-14.73,948.59,4.7,6,False,001011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,76.1,True,True,False,True,True,Bullish Pin Bar;Doji;Evening Star;Hammer;NR7;Three Black Cro,18.7,466.5,432.85,380.75,7.21,488.35,510.7,583.12,3.47,297,5,8
HIKAL,Hikal Limited,NSE,HIKAL.NS,228.83,56.3,40.5,0.157,2.15,-35.54,13.45,4.42,7,True,110111110,No VCP,forming / still basing,bullish (HH/HL),Premium,77.5,False,True,True,True,True,Bearish Engulfing,10.11,252.8,234.6,204.77,7.2,268.95,285.6,316.0,3.47,549,4,8
DPABHUSHAN,D. P. Abhushan Limited,NSE,DPABHUSHAN.NS,1336.0,85.1,37.9,38.064,11.25,-22.76,6.34,4.09,7,True,010111111,No VCP,extended past pivot,bullish (HH/HL),Premium,74.1,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;Three White Soldiers,54.61,1357.0,1258.7,910.0,7.24,1394.09,1431.67,1696.25,3.45,101,4,8
ELLEN,Ellenbarrie Industrial Gases Limited,NSE,ELLEN.NS,287.25,57.0,19.2,2.826,2.83,-52.38,10.59,4.31,7,True,111111100,No VCP,forming / still basing,ranging,Premium,82.1,True,True,True,False,True,Bullish Pin Bar;Doji;Evening Star;Hanging Man;NR7,12.37,305.0,282.74,252.0,7.3,322.71,340.93,381.25,3.43,449,4,8
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,KRN.NS,1249.9,54.5,10.4,2.865,0.96,-11.04,24.1,4.31,6,False,010011111,No VCP,BROKEN OUT (fresh),ranging,Premium,81.0,True,True,False,True,True,Bearish Engulfing;Evening Star;Long-legged Doji;Three White ,53.9,1319.0,1221.97,1146.1,7.36,1355.57,1392.64,1648.75,3.4,103,5,8
TCIEXP,TCI Express Limited,NSE,TCIEXP.NS,580.4,62.8,33.4,6.172,3.47,-25.59,12.05,4.45,8,True,110111111,No VCP,forming / still basing,bearish (LH/LL),Premium,74.9,False,False,True,True,True,Bearish Pin Bar;Inside Bar;Long-legged Doji;Shooting Star;Th,25.8,625.0,578.56,495.5,7.43,650.25,676.0,781.25,3.36,215,3,8
BUILDPRO,Shankara Buildpro Limited,NSE,BUILDPRO.NS,1233.4,63.5,28.0,24.078,7.22,-9.64,11.16,4.67,8,False,111111101,No VCP,forming / still basing,ranging,Premium,81.9,False,True,True,True,True,Hanging Man;NR7;Three Black Crows,57.61,1365.0,1261.31,972.0,7.6,1402.2,1439.89,1706.25,3.29,96,3,8
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,SKYGOLD.NS,621.3,69.9,35.0,4.86,0.55,-4.02,79.11,4.44,7,False,110011111,Strong VCP,extended past pivot,bearish (LH/LL),Premium,92.5,False,True,True,True,True,Outside Bar;Tweezer Top,27.61,647.35,597.65,485.5,7.68,673.04,699.24,809.19,3.26,201,4,8
FUSION,Fusion Finance Limited,NSE,FUSION.NS,225.89,63.7,34.8,0.451,1.43,-7.04,17.63,4.73,7,False,110011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,83.9,False,True,True,True,True,Long-legged Doji;Three Black Crows,10.68,243.0,223.78,174.0,7.91,258.84,275.18,303.75,3.16,520,4,8
YASHO,Yasho Industries Limited,NSE,YASHO.NS,3010.7,61.1,47.2,-25.687,0.46,-5.33,10.6,4.79,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,91.6,False,True,False,True,True,Bullish Harami;Long-legged Doji;NR7;Outside Bar;Tweezer Top,144.34,3180.3,2920.49,2715.1,8.17,3236.94,3294.09,3975.38,3.06,38,5,8
SHINDL,Sharat Industries Limited,NSE,SHINDL.NS,161.19,60.7,19.7,1.515,1.38,-10.3,2.08,4.73,7,False,111011101,No VCP,AT PIVOT (actionable),ranging,Premium,62.3,False,True,False,True,True,Inside Bar;NR4;Tweezer Top,7.62,166.0,152.29,130.6,8.26,179.13,192.77,207.5,3.03,729,4,8
MUNJALAU,Munjal Auto Industries Limited,NSE,MUNJALAU.NS,103.79,55.9,42.9,0.185,1.87,-9.74,17.34,5.1,8,True,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.6,False,True,False,True,True,Bearish Harami;Evening Star;Inside Bar;Long-legged Doji;NR4,5.29,114.99,105.46,90.72,8.29,125.96,137.44,143.74,3.02,1049,3,8
EIMCOELECO,Eimco Elecon (India) Limited,NSE,EIMCOELECO.NS,1833.4,55.9,24.0,-3.724,2.61,-28.2,10.15,5.08,7,True,101110111,No VCP,forming / still basing,bullish (HH/HL),Premium,69.9,False,True,True,True,True,Evening Star,93.15,2018.0,1850.33,1602.2,8.31,2063.17,2108.84,2522.5,3.01,59,4,8
RELAXO,Relaxo Footwears Limited,NSE,RELAXO.NS,439.95,67.9,29.8,-1.727,17.07,-16.36,84.69,4.78,8,True,101111111,No VCP,extended past pivot,bullish (HH/HL),Premium,100.0,False,True,False,True,True,Bearish Marubozu;Bullish Marubozu;Outside Bar;Three Black Cr,21.01,439.95,402.12,355.0,8.6,461.17,482.9,549.94,2.91,264,3,8
GOLDIAM,Goldiam International Limited,NSE,GOLDIAM.NS,345.4,50.8,22.1,-0.681,2.16,-12.26,51.26,5.61,7,True,001111111,No VCP,forming / still basing,ranging,Premium,75.2,False,True,True,True,True,NR4;Three Black Crows,19.36,393.65,358.8,306.0,8.85,413.74,434.33,492.06,2.82,286,4,8
INDOFARM,Indo Farm Equipment Limited,NSE,INDOFARM.NS,158.62,57.1,29.2,0.133,2.51,-41.62,8.12,5.54,7,True,111111100,No VCP,forming / still basing,bullish (HH/HL),Premium,63.6,True,True,True,False,True,Evening Star;Inside Bar,8.78,177.0,161.19,140.4,8.93,190.55,204.61,221.25,2.8,632,4,8
NEWGEN,Newgen Software Technologies Limited,NSE,NEWGEN.NS,547.55,62.6,25.8,7.563,8.46,-50.38,202.03,5.59,7,True,111111100,No VCP,forming / still basing,ranging,Premium,58.8,True,True,True,False,True,Bearish Engulfing;Bullish Harami;Long-legged Doji;Outside Ba,30.58,607.0,551.95,461.25,9.07,631.89,657.27,758.75,2.76,181,4,8
OMNI,Omnitech Engineering Limited,NSE,OMNI.NS,565.6,64.8,36.9,3.257,0.86,-4.15,27.64,5.32,6,False,110011101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,94.1,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;NR7;Three White Soldi,30.08,590.1,535.95,480.0,9.18,614.64,639.68,737.62,2.72,184,5,8
NAVKARCORP,Navkar Corporation Limited,NSE,NAVKARCORP.NS,105.08,47.3,27.5,-0.169,9.64,-25.05,9.29,5.9,7,True,001111111,No VCP,forming / still basing,bearish (LH/LL),Premium,66.2,True,True,False,True,True,Evening Star;Inside Bar;Outside Bar,6.2,120.95,109.79,98.07,9.23,132.2,143.95,151.19,2.71,896,4,8
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE,TBZ.NS,258.13,78.1,60.1,5.373,9.38,-6.13,39.85,5.64,7,False,010111111,No VCP,extended past pivot,bullish (HH/HL),Premium,89.8,True,True,True,True,True,Bullish Harami;NR7;Tweezer Top,14.56,274.99,248.79,184.02,9.53,291.82,309.16,343.74,2.62,381,4,8
COMSYN,Commercial Syn Bags Limited,NSE,COMSYN.NS,189.27,60.3,50.1,0.012,0.84,-11.14,7.41,5.99,7,False,110011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,66.1,True,True,False,False,True,Long-legged Doji;Outside Bar;Three Black Crows,11.33,213.0,192.6,153.2,9.58,227.84,243.19,266.25,2.61,490,4,8
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,SKMEGGPROD.NS,318.95,58.5,49.8,-1.135,4.23,-14.26,34.54,6.42,7,False,100111111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.8,True,True,True,True,True,NR4;Three Black Crows,20.47,372.0,335.15,238.45,9.91,391.54,411.57,465.0,2.52,271,4,8
PPAP,PPAP Automotive Limited,NSE,PPAP.NS,296.52,56.9,48.9,4.305,16.3,-21.87,6.46,7.14,8,False,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,59.2,False,True,True,True,True,Bearish Marubozu;Bearish Pin Bar;NR7;Shooting Star;Three Bla,21.18,379.5,341.37,229.85,10.05,399.23,419.46,474.38,2.49,262,3,8
CCAVENUE,AvenuesAI Limited,NSE,CCAVENUE.NS,17.06,57.4,46.0,-0.038,1.28,-16.78,27.99,4.13,6,True,100011111,No VCP,forming / still basing,ranging,Premium,63.6,False,True,True,True,True,Three Black Crows,0.7,18.75,17.48,14.91,6.77,23.33,28.41,28.41,7.61,7874,4,7
SCHAEFFLER,Schaeffler India Limited,NSE,SCHAEFFLER.NS,4146.1,51.9,7.8,-1.131,4.91,-7.2,29.07,2.37,6,True,000111111,No VCP,AT PIVOT (actionable),ranging,Premium,65.9,False,False,False,True,True,Bearish Pin Bar;Bullish Harami;Doji;Inside Bar;Inverted Hamm,98.06,4429.0,4252.49,4030.0,3.99,4495.8,4563.1,5536.25,6.27,56,4,7
GLENMARK,Glenmark Pharmaceuticals Limited,NSE,GLENMARK.NS,2235.5,49.4,16.3,6.973,1.09,-9.64,148.24,2.45,6,True,010011111,No VCP,AT PIVOT (actionable),ranging,Premium,62.3,False,True,False,False,True,NR7;Three Black Crows;Tweezer Top,54.68,2326.1,2227.68,2142.8,4.23,2374.58,2423.56,2907.62,5.91,101,4,7
EMCURE,Emcure Pharmaceuticals Limited,NSE,EMCURE.NS,1783.2,47.6,18.6,-10.005,1.34,-8.27,31.68,2.88,6,True,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,71.4,False,False,False,True,True,Bearish Engulfing;Bullish Harami,51.42,1944.0,1851.44,1751.0,4.76,1988.34,2033.18,2430.0,5.25,108,4,7
DWARKESH,Dwarikesh Sugar Industries Limited,NSE,DWARKESH.NS,44.08,52.7,12.4,0.072,2.67,-16.97,4.67,3.49,6,True,010111011,No VCP,AT PIVOT (actionable),ranging,Premium,56.1,False,False,False,True,True,Bearish Pin Bar;Inside Bar;Inverted Hammer;Morning Star;NR7;,1.54,45.59,42.82,42.21,6.08,52.59,60.09,60.09,5.23,3610,4,7
NAVNETEDUL,Navneet Education Limited,NSE,NAVNETEDUL.NS,145.63,49.2,32.5,-0.044,3.76,-13.57,2.83,3.03,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,54.3,True,True,False,True,True,Bearish Engulfing;NR4;Shooting Star,4.42,156.0,148.05,139.0,5.1,168.74,181.98,195.0,4.91,1257,4,7
DELHIVERY,Delhivery Limited,NSE,DELHIVERY.NS,492.15,51.8,27.7,-2.255,1.48,-6.08,208.95,3.04,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,77.8,True,False,True,True,True,Outside Bar;Three Black Crows,14.97,524.0,497.06,459.85,5.14,547.14,570.78,655.0,4.86,371,4,7
LTF,L&T Finance Limited,NSE,LTF.NS,310.05,52.9,28.1,-2.098,3.5,-8.43,181.96,3.2,7,True,001111111,No VCP,forming / still basing,bullish (HH/HL),Premium,72.5,False,True,False,True,True,Hammer;NR7;Three Black Crows,9.93,338.6,320.73,285.7,5.28,357.25,376.4,423.25,4.74,559,3,7
DCBBANK,DCB Bank Limited,NSE,DCBBANK.NS,189.93,55.0,17.6,0.012,1.54,-7.76,17.62,3.0,7,True,010111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,66.7,False,False,False,False,True,Bearish Engulfing,5.7,194.6,184.34,178.3,5.27,208.8,223.5,243.25,4.74,974,3,7
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE,PARKHOTELS.NS,125.9,53.8,26.9,0.367,2.71,-25.28,2.38,3.4,7,True,011111101,No VCP,forming / still basing,bullish (HH/HL),Premium,74.7,False,True,False,True,True,NR4;Three Black Crows,4.29,134.79,127.08,118.74,5.72,146.65,159.01,168.49,4.37,1297,3,7
KIRLFER,Kirloskar Ferrous Industries Limited,NSE,KIRLFER.NS,470.9,55.6,18.4,-0.683,0.38,-8.21,11.53,3.51,6,False,101011101,No VCP,AT PIVOT (actionable),ranging,Premium,59.9,False,True,False,True,True,Bullish Engulfing;Bullish Pin Bar;Doji;Hanging Man;Inside Ba,16.52,513.0,483.27,444.4,5.8,535.9,559.3,641.25,4.31,336,4,7
MIDHANI,Mishra Dhatu Nigam Limited,NSE,MIDHANI.NS,408.0,43.6,18.6,-1.852,0.64,-10.29,50.05,3.58,6,True,001011111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,75.1,False,False,False,True,True,Bearish Pin Bar;Evening Star;Long-legged Doji;NR7;Three Blac,14.62,448.0,421.68,404.9,5.87,469.42,491.33,560.0,4.26,379,4,7
ANUP,The Anup Engineering Limited,NSE,ANUP.NS,2166.3,49.8,18.6,-22.432,0.69,-24.94,9.73,3.64,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.2,False,True,True,True,True,Bearish Engulfing;Bullish Pin Bar;Doji;Hammer;NR4,78.79,2398.8,2256.97,2114.2,5.91,2448.03,2497.76,2998.5,4.23,70,4,7
AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,AKUMS.NS,664.95,60.2,48.2,0.777,1.14,-6.96,21.88,3.63,7,False,110011111,No VCP,forming / still basing,bullish (HH/HL),Premium,83.4,True,True,False,True,True,NR7;Three Black Crows,24.15,714.7,671.23,599.15,6.08,741.68,769.17,893.38,4.11,230,3,7
CARRARO,Carraro India Limited,NSE,CARRARO.NS,567.55,55.7,11.8,2.241,0.46,-14.98,12.3,3.68,6,True,110001111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,60.2,False,False,False,True,True,Bullish Pin Bar;Doji;Hanging Man;Inside Bar;Morning Star;Out,20.87,609.9,572.34,520.0,6.16,634.85,660.29,762.38,4.06,266,4,7
POCL,Pondy Oxides & Chemicals Limited,NSE,POCL.NS,1368.0,48.7,18.2,-4.435,0.57,-15.5,54.77,3.87,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,60.7,False,True,True,True,True,Bearish Engulfing,52.89,1530.1,1434.9,1258.0,6.22,1569.47,1609.33,1912.62,4.02,105,4,7
TIPSMUSIC,Tips Music Limited,NSE,TIPSMUSIC.NS,669.0,49.9,20.1,-0.915,3.14,-7.95,17.37,3.76,7,True,001111111,No VCP,forming / still basing,ranging,Premium,76.5,False,True,False,True,True,Bearish Harami;Bullish Harami;Inside Bar;NR4;Shooting Star,25.14,724.75,679.51,620.5,6.24,751.92,779.59,905.94,4.01,221,3,7
METROPOLIS,Metropolis Healthcare Limited,NSE,METROPOLIS.NS,545.3,48.0,16.5,-0.381,2.1,-9.12,18.17,3.73,6,True,000111111,No VCP,forming / still basing,bullish (HH/HL),Premium,70.9,True,True,False,True,True,Bearish Engulfing;Evening Star;Inside Bar;Long-legged Doji;N,20.35,585.4,548.77,516.25,6.26,609.85,634.79,731.75,4.0,273,4,7
KIRLOSBROS,Kirloskar Brothers Limited,NSE,KIRLOSBROS.NS,1868.2,48.8,20.1,-15.913,1.56,-17.26,39.95,4.07,6,True,001110111,No VCP,AT PIVOT (actionable),ranging,Premium,62.4,False,False,False,True,True,Bullish Pin Bar;Dragonfly Doji;Hanging Man;NR4;Three Black C,75.96,2189.2,2052.47,1800.0,6.25,2236.24,2283.78,2736.5,4.0,73,4,7
TEXRAIL,Texmaco Rail & Engineering Limited,NSE,TEXRAIL.NS,115.28,54.1,23.8,0.12,0.58,-29.58,73.5,3.73,6,True,011011101,No VCP,forming / still basing,bullish (HH/HL),Premium,70.2,True,True,False,True,True,Inside Bar;Tweezer Top,4.3,123.37,115.62,107.0,6.28,134.73,146.58,154.21,3.98,1290,4,7
SFL,Sheela Foam Limited,NSE,SFL.NS,761.1,57.5,51.2,-3.447,2.4,-8.19,28.99,3.81,7,False,100111111,No VCP,forming / still basing,bullish (HH/HL),Premium,81.8,True,True,False,True,True,Bullish Pin Bar;Hanging Man;NR7;Three Black Crows,29.03,828.95,776.7,702.05,6.3,857.99,887.53,1036.19,3.97,191,3,7
HUHTAMAKI,Huhtamaki India Limited,NSE,HUHTAMAKI.NS,237.44,75.7,47.0,1.925,4.17,-12.91,3.9,3.58,7,False,010111111,No VCP,extended past pivot,bullish (HH/HL),Premium,97.2,False,True,True,True,True,Hanging Man;Outside Bar;Three White Soldiers,8.5,237.45,222.16,186.05,6.44,253.11,269.27,296.81,3.88,654,3,7
PURVA,Puravankara Limited,NSE,PURVA.NS,222.26,50.6,34.3,0.633,19.6,-27.13,16.84,4.65,6,True,010111101,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,50.3,True,True,False,True,True,NR4;Three Black Crows,10.33,261.8,243.2,212.0,7.1,278.23,295.16,327.25,3.52,537,4,7
VIJAYA,Vijaya Diagnostic Centre Limited,NSE,VIJAYA.NS,1341.3,49.5,23.1,-2.538,2.61,-6.85,44.02,4.34,6,True,001110111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.3,False,False,False,True,True,Bearish Engulfing;Outside Bar;Tweezer Top,58.2,1440.0,1335.24,1280.1,7.27,1478.2,1516.89,1800.0,3.44,95,4,7
VINCOFE,Vintage Coffee And Beverages Limited,NSE,VINCOFE.NS,159.05,53.8,26.1,-0.2,1.04,-11.57,39.85,4.29,6,True,001011111,No VCP,forming / still basing,ranging,Premium,78.8,True,True,False,True,True,NR4;NR7;Tweezer Top,6.82,168.0,155.72,143.55,7.31,181.21,194.92,210.0,3.42,814,4,7
PDSL,PDS Limited,NSE,PDSL.NS,361.85,56.0,37.7,-1.201,22.2,-13.54,14.9,4.75,7,True,100111111,No VCP,forming / still basing,ranging,Premium,67.1,False,True,False,True,True,NR4;Three Black Crows,17.19,418.5,387.56,332.75,7.39,439.21,460.41,523.12,3.38,323,3,7
RPGLIFE,RPG Life Sciences Limited,NSE,RPGLIFE.NS,2859.8,70.2,42.6,46.348,6.69,-4.48,5.64,4.36,8,False,110111111,No VCP,extended past pivot,bullish (HH/HL),Premium,89.4,False,True,False,True,True,Evening Star;Inside Bar;NR7;Tweezer Top,124.76,2993.8,2769.23,2200.0,7.5,3048.77,3104.23,3742.25,3.33,44,2,7
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,MRPL.NS,174.49,66.5,17.8,2.623,17.72,-17.81,189.72,4.41,7,True,110111011,No VCP,extended past pivot,bullish (HH/HL),Equilibrium,45.3,False,True,True,False,True,Bullish Pin Bar;Doji;Morning Star;Tweezer Top,7.7,178.4,164.54,144.3,7.77,192.01,206.11,223.0,3.22,721,3,7
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE,KRISHNADEF.NS,1281.1,52.9,23.6,-4.024,0.94,-8.49,23.53,4.79,6,False,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,80.5,False,True,False,True,True,Inside Bar;Morning Star;Shooting Star,61.36,1400.0,1289.56,1170.0,7.89,1437.67,1475.83,1750.0,3.17,90,4,7
MARINE,Marine Electricals (India) Limited,NSE,MARINE.NS,249.75,44.4,23.6,-3.235,0.91,-16.16,22.73,5.25,6,True,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,67.3,False,False,False,True,True,Bearish Engulfing;Hammer;NR4,13.11,297.9,274.29,244.1,7.93,315.41,333.42,372.38,3.15,423,4,7
RAYMONDREL,Raymond Realty Limited,NSE,RAYMONDREL.NS,683.3,56.2,39.9,-0.339,1.91,-18.11,51.36,4.82,7,False,100111111,No VCP,forming / still basing,bullish (HH/HL),Premium,86.6,False,True,True,True,True,Bearish Engulfing;NR4,32.96,734.9,675.58,617.1,8.07,762.26,790.12,918.62,3.1,168,3,7
RADHIKAJWE,Radhika Jeweltech Limited,NSE,RADHIKAJWE.NS,65.88,69.2,28.9,1.201,11.62,-40.91,5.73,4.98,7,True,111111100,No VCP,forming / still basing,ranging,Premium,62.3,False,True,True,False,True,Bearish Pin Bar;Doji;Inside Bar;NR4,3.28,70.98,65.07,53.8,8.33,79.65,88.83,88.83,3.02,1692,3,7
INOXINDIA,INOX India Limited,NSE,INOXINDIA.NS,1980.2,58.3,30.8,-5.832,1.03,-5.66,77.96,4.9,6,False,100011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,88.5,False,False,False,True,True,NR4;Tweezer Top,97.11,2099.0,1924.19,1788.4,8.33,2145.06,2191.63,2623.75,3.0,57,4,7
EVERESTIND,Everest Industries Limited,NSE,EVERESTIND.NS,487.55,57.5,31.5,-1.927,0.65,-34.99,2.01,5.15,6,True,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,81.1,False,True,True,True,True,Three Black Crows,25.09,534.9,489.74,382.05,8.44,558.28,582.16,668.62,2.96,221,4,7
NPST,Network People Services Technologies Limited,NSE,NPST.NS,1579.9,51.4,24.7,-18.885,3.6,-33.85,7.88,5.5,6,True,001110111,No VCP,forming / still basing,bullish (HH/HL),Premium,78.1,False,True,True,True,True,Bearish Engulfing,86.86,1785.0,1628.66,1512.9,8.76,1827.5,1870.5,2231.25,2.85,63,4,7
FERMENTA,Fermenta Biotech Limited,NSE,FERMENTA.NS,432.65,64.9,36.3,6.854,5.67,-9.76,8.96,5.84,7,False,110111101,No VCP,extended past pivot,bullish (HH/HL),Premium,79.7,False,True,True,True,True,Doji;NR7;Tweezer Top,25.26,479.45,433.98,318.8,9.48,501.6,524.24,599.31,2.64,219,3,7
FINOPB,Fino Payments Bank Limited,NSE,FINOPB.NS,174.21,65.9,27.1,3.191,15.97,-48.61,61.72,6.26,7,True,111111100,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,49.4,False,True,True,False,True,Bearish Marubozu;NR4,10.91,189.47,169.83,130.21,10.37,203.48,218.0,236.84,2.41,509,3,7
CRAFTSMAN,Craftsman Automation Limited,NSE,CRAFTSMAN.NS,9105.0,47.7,28.7,-44.261,0.6,-8.38,74.1,2.63,6,True,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,76.1,False,False,False,False,True,Bearish Engulfing;Long-legged Doji;NR7;Tweezer Top,239.53,9938.0,9506.85,8955.5,4.34,10037.94,10138.38,12422.5,5.76,23,3,6
BAJAJHLDNG,Bajaj Holdings & Investment Limited,NSE,BAJAJHLDNG.NS,10398.0,45.7,18.2,-47.374,1.77,-29.57,49.56,2.7,6,True,001111101,No VCP,AT PIVOT (actionable),ranging,Premium,59.5,False,False,False,False,True,Bearish Engulfing,280.53,11218.0,10713.04,10132.0,4.5,11324.17,11430.83,14022.5,5.55,19,3,6
KSB,Ksb Limited,NSE,KSB.NS,903.6,46.9,23.4,-7.146,0.97,-12.13,12.82,2.78,6,True,001011111,No VCP,forming / still basing,ranging,Premium,65.5,False,False,True,True,True,Hammer;NR4;Three Black Crows,25.13,973.85,928.61,889.65,4.65,1005.31,1037.26,1217.31,5.38,221,3,6
SHREEJISPG,Shreeji Shipping Global Limited,NSE,SHREEJISPG.NS,596.3,79.1,50.3,7.344,1.78,-0.07,53.78,2.71,6,False,010111110,No VCP,extended past pivot,bullish (HH/HL),Premium,99.9,False,True,True,True,True,Bullish Pin Bar;Dragonfly Doji;Hanging Man;NR7;Three White S,16.16,596.5,567.42,477.7,4.88,621.17,646.35,745.62,5.13,343,3,6
UFLEX,UFLEX Limited,NSE,UFLEX.NS,438.8,54.8,28.9,0.562,0.41,-28.07,6.49,2.98,6,True,011011101,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,54.4,False,True,False,True,True,Doji;Inside Bar;Long-legged Doji;NR4;Three Black Crows,13.06,463.0,439.5,417.15,5.08,484.77,507.03,578.75,4.93,425,3,6
IBULLSLTD,Indiabulls Limited,NSE,IBULLSLTD.NS,28.99,56.8,46.1,-0.131,2.24,-10.8,19.79,5.29,6,False,100110111,No VCP,forming / still basing,bullish (HH/HL),Premium,85.1,False,True,True,True,True,Bearish Engulfing;NR4;Outside Bar,1.53,32.5,29.74,25.2,8.49,38.45,44.9,44.9,4.49,3623,3,6
NUVAMA,Nuvama Wealth Management Limited,NSE,NUVAMA.NS,1863.1,57.2,47.5,-10.354,0.93,-6.55,83.53,3.4,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,85.4,False,True,False,True,True,Bearish Marubozu;Evening Star,63.26,1993.7,1879.83,1710.0,5.71,2038.6,2084.0,2492.12,4.38,87,3,6
ADOR,Ador Welding Limited,NSE,ADOR.NS,1384.1,72.4,43.6,3.021,4.01,-1.49,3.65,3.26,7,False,110111110,No VCP,extended past pivot,bullish (HH/HL),Premium,96.2,False,True,False,True,True,Bearish Pin Bar;Inside Bar;Shooting Star,45.09,1405.0,1323.85,1212.2,5.78,1442.73,1480.97,1756.25,4.33,123,2,6
ADANIGREEN,Adani Green Energy Limited,NSE,ADANIGREEN.NS,1513.9,50.3,29.5,-4.937,1.43,-7.21,502.67,3.5,6,False,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,86.4,True,True,False,True,True,NR7;Three Black Crows,52.98,1631.5,1536.13,1469.3,5.85,1672.14,1713.28,2039.38,4.28,104,3,6
ENTERO,Entero Healthcare Solutions Limited,NSE,ENTERO.NS,1174.0,47.0,24.1,0.7,0.72,-15.54,15.79,3.52,6,True,011010111,No VCP,forming / still basing,bullish (HH/HL),Equilibrium,46.5,True,True,False,False,True,Three Black Crows,41.32,1253.3,1178.92,1082.0,5.93,1288.95,1325.1,1566.62,4.21,134,3,6
