symbol,bars,close,rsi,rsi_state,rsi_trend,rsi_div,stoch_k,stoch_d,stoch_cross,stoch_state,stoch_div,bb_pos,bb_width_pct,bb_squeeze,bb_state,ichi_price_cloud,ichi_tk,ichi_chikou,ichi_twist_ahead,cci,cci_state,williams_r,wr_state,obv_trend,obv_div,mfi,mfi_state,macd,macd_signal,macd_hist,macd_pos,macd_hist_state,macd_cross,macd_zero,ema20,ema50,ema200,ema_alignment,ema200_slope,px_vs_e20,px_vs_e50,px_vs_e200,adx,adx_regime,di,adx_dir,supertrend,supertrend_flip,atr,atr_pct,atr_state,vwap20,px_vs_vwap,vwap_dist_pct,pivot_P,pivot_R1,pivot_S1,wpivot_R1,wpivot_S1,px_vs_wpivot
POLYPLEX,352,1077.55,66.5,neutral,rising,bearish,82.9,82.9,bull,overbought,none,above_mid,17.2,False,contracting,above,bullish,above,none,62.3,above0,-12.1,overbought,rising,none,72.2,neutral,36.548,31.89,4.658,above_signal,contracting_pos,none,above,1020.99,970.33,940.7,bullish,rising,above,above,above,50.9,trending,+DI>-DI,rising,green_buy,none,34.79,3.23,contracting,1009.7,above,6.72,1070.93,1087.62,1060.87,1090.5,1015.3,mid_range
BCLIND,351,36.47,54.9,neutral,rising,bullish,44.3,50.8,bear,neutral,bullish,above_mid,13.79,True,contracting,above,bearish,below,bull,72.3,above0,-52.0,neutral,rising,bullish,94.5,overbought,0.309,0.148,0.161,above_signal,expanding_pos,bull,above,35.59,34.92,34.34,bullish,rising,above,above,above,20.7,transitional,+DI>-DI,rising,green_buy,none,1.86,5.09,expanding,36.85,below,-1.04,36.7,37.36,35.82,36.58,32.55,mid_range
NITCO,351,110.86,56.1,neutral,falling,bearish,38.7,24.3,bull,neutral,bearish,above_mid,13.62,True,contracting,above,bullish,above,none,9.8,above0,-50.9,neutral,rising,bullish,64.4,neutral,1.77,2.432,-0.661,below_signal,contracting_neg,none,above,107.93,103.06,98.79,bullish,rising,above,above,above,20.5,transitional,+DI>-DI,falling,green_buy,none,5.72,5.16,expanding,111.78,below,-0.82,111.22,113.64,108.44,114.39,101.87,mid_range
VISAKAIND,351,80.95,54.8,neutral,falling,none,55.8,66.1,bear,neutral,none,above_mid,13.9,True,expanding,above,bullish,above,none,33.5,above0,-59.7,neutral,rising,none,71.7,neutral,2.049,1.988,0.061,above_signal,contracting_pos,none,above,79.99,76.22,72.07,bullish,rising,above,above,above,46.4,trending,+DI>-DI,rising,green_buy,none,3.53,4.36,expanding,81.14,below,-0.23,81.4,83.44,78.91,85.4,77.47,mid_range
JSWINFRA,352,342.15,63.5,neutral,rising,none,63.2,68.8,bear,neutral,bearish,above_mid,13.26,True,contracting,above,bullish,above,none,37.1,above0,-31.0,neutral,rising,none,70.2,neutral,11.991,11.895,0.096,above_signal,contracting_pos,bull,above,326.54,306.68,284.64,bullish,rising,above,above,above,33.8,trending,+DI>-DI,rising,green_buy,none,11.34,3.31,expanding,329.62,above,3.8,340.4,347.8,334.75,338.6,316.65,above_R1
PPL,351,255.9,45.6,neutral,falling,none,8.5,11.4,none,oversold,bearish,below_mid,27.25,True,contracting,above,bearish,above,none,-54.1,below0,-93.2,oversold,falling,none,78.7,neutral,5.301,10.802,-5.501,below_signal,expanding_neg,none,above,268.35,250.19,252.03,mixed,rising,below,above,above,22.9,transitional,-DI>+DI,falling,red_sell,none,14.91,5.83,contracting,301.58,below,-15.15,258.18,266.17,247.92,289.57,259.17,below_S1
DWARKESH,351,44.08,52.7,neutral,flat,bullish,36.7,39.1,bear,neutral,bullish,above_mid,5.66,True,contracting,below,bearish,below,none,92.7,above0,-55.2,neutral,rising,bullish,81.2,overbought,-0.127,-0.199,0.072,above_signal,expanding_pos,bull,below,43.63,43.71,42.23,mixed,rising,above,above,above,12.4,choppy,+DI>-DI,rising,green_buy,none,1.54,3.49,expanding,43.87,above,0.48,44.5,45.88,42.69,44.7,41.43,mid_range
HUHTAMAKI,352,237.44,75.7,overbought,flat,none,91.0,85.3,none,overbought,none,above_upper,23.6,False,contracting,above,bullish,above,bull,81.7,above0,-5.6,overbought,rising,none,92.0,overbought,12.335,10.41,1.925,above_signal,expanding_pos,none,above,210.02,194.66,193.03,bullish,rising,above,above,above,47.0,trending,+DI>-DI,rising,green_buy,none,8.5,3.58,expanding,211.39,above,12.32,233.71,243.73,227.43,223.88,200.49,above_R2
CORDSCABLE,351,203.05,43.5,neutral,falling,none,22.0,24.6,bear,neutral,none,below_mid,8.51,True,contracting,inside,bearish,above,bear,-79.1,below0,-71.1,neutral,falling,bullish,34.7,neutral,-2.631,-1.697,-0.934,below_signal,contracting_neg,none,below,207.19,205.51,189.51,bullish,rising,below,below,above,18.4,choppy,-DI>+DI,rising,red_sell,none,8.03,3.95,contracting,209.15,below,-2.92,201.65,205.2,199.5,217.01,196.06,mid_range
BUTTERFLY,351,775.95,68.6,neutral,flat,none,88.6,86.8,bull,overbought,bearish,above_mid,28.61,False,expanding,above,bullish,above,bull,115.4,strong_up,-8.6,overbought,rising,none,84.1,overbought,31.669,23.409,8.26,above_signal,contracting_pos,none,above,717.88,682.68,660.55,bullish,rising,above,above,above,44.5,trending,+DI>-DI,rising,green_buy,none,29.63,3.82,contracting,713.22,above,8.79,771.53,787.47,760.02,756.72,701.97,above_R1
IPCALAB,351,1900.6,81.2,overbought,rising,none,92.6,94.9,bear,overbought,none,above_mid,22.01,False,expanding,above,bullish,above,none,104.6,strong_up,-14.3,overbought,rising,none,89.8,overbought,73.066,58.756,14.31,above_signal,contracting_pos,none,above,1764.21,1672.4,1536.4,bullish,rising,above,above,above,44.5,trending,+DI>-DI,rising,green_buy,none,54.41,2.86,expanding,1761.72,above,7.88,1897.43,1948.07,1849.97,1819.93,1748.43,above_R2
REFEX,351,306.8,37.3,neutral,falling,bearish,3.5,7.3,none,oversold,none,below_lower,16.67,True,contracting,above,bearish,above,none,-113.4,strong_down,-94.6,oversold,falling,none,35.0,neutral,1.146,7.973,-6.827,below_signal,expanding_neg,none,above,333.11,315.75,301.91,bullish,rising,below,below,above,30.4,trending,-DI>+DI,falling,red_sell,sell_flip,14.16,4.62,expanding,346.12,below,-11.36,309.6,316.1,300.3,359.73,329.88,below_S1
GUJALKALI,351,586.2,37.1,neutral,rising,none,16.4,24.5,bear,oversold,none,below_mid,11.88,True,contracting,below,bearish,below,none,-73.5,below0,-87.7,oversold,rising,none,59.0,neutral,-15.718,-16.337,0.619,above_signal,contracting_pos,bull,below,607.97,627.82,596.15,mixed,rising,below,below,below,13.0,choppy,+DI>-DI,falling,red_sell,none,19.88,3.39,contracting,613.98,below,-4.52,585.47,592.88,578.78,607.78,574.63,mid_range
PASUPTAC,351,58.55,38.2,neutral,flat,none,28.7,34.7,bear,neutral,none,below_mid,14.62,True,contracting,below,bearish,below,bear,-70.1,below0,-78.8,neutral,falling,none,30.3,neutral,-1.178,-0.655,-0.523,below_signal,expanding_neg,none,below,61.71,60.87,54.09,bullish,rising,below,below,above,14.6,choppy,-DI>+DI,falling,red_sell,sell_flip,3.2,5.46,contracting,61.98,below,-5.53,58.6,59.93,57.21,63.92,56.48,mid_range
NAVINFLUOR,351,7579.0,53.3,neutral,falling,none,62.7,62.7,bear,neutral,none,below_mid,4.5,True,contracting,above,bullish,above,none,-0.5,below0,-44.3,neutral,rising,none,47.9,neutral,94.249,116.012,-21.763,below_signal,expanding_neg,none,above,7548.94,7302.81,6389.17,bullish,rising,above,above,above,19.0,choppy,-DI>+DI,falling,green_buy,none,198.62,2.62,contracting,7603.25,below,-0.32,7607.33,7712.67,7473.67,7902.0,7405.5,mid_range
APOLLOHOSP,352,8826.0,60.0,neutral,falling,none,68.7,75.9,bear,neutral,bearish,above_mid,6.53,True,contracting,above,bullish,above,none,30.8,above0,-46.0,neutral,rising,none,61.9,neutral,132.105,140.547,-8.442,below_signal,expanding_neg,bear,above,8738.19,8466.34,7817.08,bullish,rising,above,above,above,31.3,trending,+DI>-DI,rising,green_buy,none,135.61,1.54,contracting,8758.31,above,0.77,8833.33,8884.67,8774.67,8960.67,8710.67,mid_range
IVALUE,201,300.1,62.1,neutral,rising,bearish,78.4,81.0,bear,neutral,bearish,above_mid,21.21,False,expanding,above,bullish,above,bull,49.8,above0,-32.7,neutral,rising,bearish,44.0,neutral,13.75,12.175,1.575,above_signal,contracting_pos,none,above,287.4,269.61,261.71,bullish,flat,above,above,above,42.4,trending,+DI>-DI,rising,green_buy,none,13.99,4.66,expanding,276.67,above,8.47,303.27,311.28,292.08,318.98,281.73,mid_range
SWANDEF,351,2229.6,55.9,neutral,falling,none,36.2,37.4,none,neutral,none,above_mid,10.89,True,contracting,above,bullish,above,none,-3.2,below0,-64.5,neutral,rising,none,71.0,neutral,47.402,60.1,-12.698,below_signal,expanding_neg,none,above,2202.02,2100.44,1623.93,bullish,rising,above,above,above,23.2,transitional,+DI>-DI,falling,green_buy,none,92.43,4.15,expanding,2227.1,above,0.11,2220.47,2255.93,2194.13,2353.6,2118.7,mid_range
BHAGCHEM,350,270.5,44.8,neutral,falling,none,5.7,16.9,none,oversold,none,below_lower,9.41,True,contracting,above,bullish,above,none,-59.8,below0,-93.8,oversold,rising,none,65.0,neutral,4.454,7.549,-3.095,below_signal,expanding_neg,bear,above,280.84,267.73,250.66,bullish,rising,below,above,above,41.5,trending,+DI>-DI,falling,green_buy,none,11.79,4.36,contracting,289.46,below,-6.55,271.9,275.7,266.7,308.07,282.57,below_S1
COMSYN,351,189.27,60.3,neutral,falling,none,60.6,63.8,bear,neutral,none,above_mid,32.14,False,expanding,above,bullish,above,bull,35.5,above0,-39.7,neutral,rising,none,89.9,overbought,7.911,7.898,0.012,above_signal,contracting_pos,none,above,182.71,171.78,154.74,bullish,rising,above,above,above,50.1,trending,+DI>-DI,rising,green_buy,none,11.33,5.99,contracting,187.05,above,1.18,187.5,195.84,180.93,210.41,180.07,mid_range
AJANTPHARM,351,3419.4,62.7,neutral,rising,none,77.9,78.4,bear,neutral,none,above_mid,10.78,True,contracting,above,bullish,above,none,34.3,above0,-34.7,neutral,flat,none,73.9,neutral,83.33,79.667,3.663,above_signal,contracting_pos,bull,above,3323.56,3191.13,2919.19,bullish,rising,above,above,above,43.4,trending,+DI>-DI,rising,green_buy,none,104.1,3.04,contracting,3335.05,above,2.53,3404.83,3468.57,3355.67,3427.47,3262.27,mid_range
OMAXE,351,93.5,63.8,neutral,rising,none,77.0,83.0,bear,neutral,none,above_mid,33.1,False,expanding,above,bullish,above,bull,98.6,above0,-32.6,neutral,rising,none,75.1,neutral,4.582,3.389,1.193,above_signal,contracting_pos,none,above,87.28,82.55,79.94,bullish,rising,above,above,above,56.1,trending,+DI>-DI,rising,green_buy,none,5.1,5.45,contracting,87.18,above,7.25,94.14,95.86,91.77,97.07,81.6,mid_range
KALYANKJIL,352,574.4,84.1,overbought,rising,none,97.6,96.5,none,overbought,bearish,above_upper,67.27,False,expanding,above,bullish,above,bull,199.1,strong_up,-1.4,overbought,rising,none,96.4,overbought,46.398,26.932,19.466,above_signal,expanding_pos,none,above,450.81,412.27,428.9,mixed,falling,above,above,above,29.8,trending,+DI>-DI,rising,green_buy,none,25.29,4.4,expanding,477.41,above,20.32,564.38,587.52,551.27,523.58,388.53,above_R2
ASHIANA,352,374.8,48.1,neutral,flat,none,24.0,25.1,bear,neutral,none,below_mid,7.15,True,contracting,above,bearish,above,none,-55.1,below0,-81.4,oversold,rising,bullish,67.5,neutral,1.153,2.833,-1.68,below_signal,expanding_neg,none,above,378.01,369.36,334.96,bullish,rising,below,above,above,18.7,choppy,+DI>-DI,falling,green_buy,none,12.58,3.36,contracting,385.8,below,-2.85,373.97,377.38,371.38,388.95,364.0,mid_range
GARFIBRES,351,765.5,61.8,neutral,rising,none,85.1,80.1,none,overbought,none,above_mid,10.96,True,contracting,above,bearish,above,none,48.7,above0,-17.2,overbought,rising,none,55.9,neutral,17.066,15.906,1.16,above_signal,expanding_pos,bull,above,735.84,704.98,696.75,bullish,rising,above,above,above,30.7,trending,+DI>-DI,rising,green_buy,none,27.22,3.56,expanding,750.15,above,2.05,762.02,772.48,755.03,740.05,702.5,above_R2
538668,350,741.05,51.0,neutral,flat,none,44.6,45.4,bear,neutral,none,above_mid,6.8,True,contracting,inside,bearish,above,bear,12.2,above0,-47.9,neutral,falling,none,58.1,neutral,-1.536,-2.364,0.828,above_signal,expanding_pos,none,below,738.71,729.82,639.57,bullish,rising,above,above,above,29.8,trending,+DI>-DI,rising,red_sell,none,29.07,3.92,contracting,738.55,above,0.34,740.58,750.17,731.47,769.0,712.6,mid_range
VETO,352,130.41,55.2,neutral,rising,none,78.7,72.1,none,neutral,bullish,above_mid,10.22,True,contracting,inside,bearish,below,bear,39.7,above0,-21.0,neutral,rising,none,68.4,neutral,0.05,-0.299,0.348,above_signal,expanding_pos,bull,above,127.46,124.42,115.06,bullish,rising,above,above,above,19.4,choppy,+DI>-DI,falling,red_sell,none,5.43,4.17,contracting,127.61,above,2.2,130.9,133.61,127.71,129.82,116.87,above_R1
MCLOUD,352,28.37,47.9,neutral,falling,bearish,20.2,26.6,none,neutral,bearish,below_mid,19.22,True,contracting,above,bullish,above,bull,-41.8,below0,-93.2,oversold,flat,none,72.1,neutral,0.491,0.808,-0.317,below_signal,expanding_neg,none,above,29.08,27.93,35.34,mixed,falling,below,above,below,32.6,trending,+DI>-DI,falling,green_buy,none,1.63,5.75,contracting,30.39,below,-6.66,28.43,28.94,27.86,31.69,27.91,mid_range
SOUTHWEST,352,226.74,46.9,neutral,rising,none,55.5,49.9,none,neutral,none,above_mid,14.17,True,contracting,below,bearish,below,bear,-6.0,below0,-37.2,neutral,rising,none,72.2,neutral,-4.638,-5.597,0.959,above_signal,expanding_pos,none,below,228.11,232.73,206.96,mixed,rising,below,below,above,10.7,choppy,-DI>+DI,falling,red_sell,none,11.14,4.91,contracting,234.73,below,-3.4,225.19,229.55,222.38,235.88,216.61,mid_range
BLUEJET,352,584.55,60.8,neutral,falling,none,66.9,72.7,bear,neutral,none,above_mid,24.0,False,expanding,above,bullish,above,none,35.0,above0,-38.9,neutral,rising,none,73.5,neutral,27.881,27.93,-0.048,below_signal,expanding_neg,bear,above,563.58,518.58,522.85,mixed,rising,above,above,above,51.4,trending,+DI>-DI,rising,green_buy,none,23.41,4.0,contracting,576.51,above,1.39,583.02,590.88,576.68,653.27,571.57,mid_range
NEPHROPLUS,145,635.7,41.5,neutral,falling,none,21.0,25.1,bear,neutral,none,below_mid,13.68,True,contracting,inside,bearish,below,none,-62.1,below0,-79.4,neutral,falling,none,26.6,neutral,-8.715,-3.383,-5.332,below_signal,contracting_neg,none,below,656.47,646.23,,n/a (short),n/a,below,below,n/a,17.7,choppy,-DI>+DI,falling,red_sell,none,25.5,4.01,contracting,659.61,below,-3.62,633.88,641.82,627.77,678.8,620.4,mid_range
AUTOIND,351,92.31,58.2,neutral,flat,none,58.0,64.4,none,neutral,bearish,above_mid,25.85,True,expanding,above,bullish,above,none,43.8,above0,-49.1,neutral,rising,none,74.9,neutral,4.17,3.836,0.334,above_signal,contracting_pos,none,above,89.53,83.37,76.41,bullish,rising,above,above,above,21.2,transitional,+DI>-DI,rising,green_buy,none,4.81,5.21,expanding,90.98,above,1.46,93.14,94.67,90.77,103.27,87.26,mid_range
SAATVIKGL,201,466.4,54.3,neutral,rising,none,75.1,70.1,none,neutral,bearish,above_mid,14.88,False,contracting,above,bearish,above,bull,32.4,above0,-27.2,neutral,rising,none,58.9,neutral,0.222,-2.117,2.339,above_signal,expanding_pos,bull,above,457.38,454.41,437.22,bullish,flat,above,above,above,17.5,choppy,+DI>-DI,falling,red_sell,none,19.53,4.19,expanding,459.78,above,1.44,464.5,471.85,459.05,470.58,421.48,mid_range
KIRLOSIND,351,3824.8,49.1,neutral,falling,bearish,20.8,29.5,none,neutral,bearish,below_mid,10.99,True,contracting,above,bullish,above,none,-33.0,below0,-91.8,oversold,falling,bearish,56.7,neutral,114.165,165.447,-51.282,below_signal,expanding_neg,none,above,3910.75,3651.27,3409.94,bullish,rising,below,above,above,45.0,trending,+DI>-DI,falling,green_buy,none,168.9,4.42,contracting,4167.21,below,-8.22,3854.17,3920.23,3758.73,4261.87,3977.87,below_S1
JSFB,352,493.0,60.3,neutral,rising,none,72.2,80.9,bear,neutral,bullish,above_mid,13.69,True,expanding,above,bearish,above,bull,118.8,strong_up,-34.2,neutral,rising,none,72.2,neutral,6.363,2.331,4.032,above_signal,contracting_pos,bull,above,474.2,463.99,440.73,bullish,rising,above,above,above,15.7,choppy,+DI>-DI,rising,green_buy,none,17.97,3.64,expanding,481.34,above,2.42,495.13,502.42,485.72,489.57,448.82,above_R1
MANAKSTEEL,351,76.58,55.1,neutral,falling,none,54.7,51.8,bull,neutral,none,above_mid,14.56,True,contracting,above,bullish,above,bull,15.9,above0,-53.4,neutral,falling,none,70.4,neutral,2.126,2.429,-0.303,below_signal,expanding_neg,bear,above,75.67,71.72,64.81,bullish,rising,above,above,above,21.6,transitional,+DI>-DI,rising,green_buy,none,3.66,4.78,contracting,76.66,below,-0.1,77.06,78.07,75.57,82.18,73.28,mid_range
GLOTTIS,195,67.2,56.3,neutral,rising,bearish,81.7,80.8,none,overbought,none,above_mid,2.26,True,contracting,above,bearish,below,none,68.2,above0,-16.3,overbought,falling,bearish,53.8,neutral,0.413,0.515,-0.102,below_signal,contracting_neg,none,above,66.73,64.71,,n/a (short),n/a,above,above,n/a,21.8,transitional,-DI>+DI,rising,green_buy,none,2.2,3.27,contracting,66.76,above,0.66,67.08,68.12,66.16,68.36,63.87,mid_range
AERONEU,351,89.46,49.5,neutral,rising,none,18.6,15.0,bull,oversold,bearish,below_mid,18.79,False,contracting,above,bearish,above,none,-24.4,below0,-79.5,neutral,falling,none,44.0,neutral,-0.319,0.08,-0.399,below_signal,contracting_neg,none,below,89.74,88.4,84.53,bullish,rising,below,above,above,10.1,choppy,+DI>-DI,falling,red_sell,none,4.93,5.51,contracting,92.64,below,-3.43,90.1,91.7,87.86,92.65,84.21,mid_range
NACLIND,352,213.45,53.3,neutral,falling,bearish,41.9,50.5,none,neutral,none,below_mid,19.24,True,contracting,above,bullish,above,bull,-11.1,below0,-71.8,neutral,rising,none,85.8,overbought,10.935,13.259,-2.324,below_signal,expanding_neg,bear,above,212.92,193.26,174.41,bullish,rising,above,above,above,28.4,trending,+DI>-DI,falling,green_buy,none,14.13,6.62,expanding,218.9,below,-2.49,213.4,216.79,210.05,243.84,219.14,below_S1
UYFINCORP,350,16.75,74.4,overbought,rising,none,86.8,86.7,bull,overbought,bullish,above_mid,26.9,False,expanding,above,bullish,above,bull,109.1,strong_up,-11.1,overbought,rising,bullish,85.8,overbought,0.603,0.436,0.167,above_signal,contracting_pos,none,above,15.63,14.97,14.96,bullish,rising,above,above,above,24.0,transitional,+DI>-DI,rising,green_buy,none,0.76,4.54,expanding,15.82,above,5.87,16.68,17.17,16.26,16.85,15.6,mid_range
SUMICHEM,352,538.55,68.3,neutral,rising,none,93.4,94.9,bear,overbought,none,above_mid,36.43,False,expanding,above,bullish,above,bull,112.6,strong_up,-8.1,overbought,rising,none,94.5,overbought,21.629,12.497,9.132,above_signal,contracting_pos,none,above,493.58,472.07,463.37,bullish,rising,above,above,above,28.2,trending,+DI>-DI,rising,green_buy,none,19.71,3.66,expanding,484.73,above,11.1,538.57,547.08,530.03,531.92,479.57,above_R1
SHYAMMETL,352,1022.5,63.2,neutral,rising,none,83.3,88.0,bear,overbought,bullish,above_mid,14.44,False,expanding,above,bearish,above,none,130.0,strong_up,-25.5,neutral,rising,bullish,82.0,overbought,19.93,12.089,7.842,above_signal,contracting_pos,bull,above,986.14,954.79,890.85,bullish,rising,above,above,above,28.9,trending,+DI>-DI,rising,green_buy,buy_flip,29.34,2.87,expanding,982.9,above,4.03,1024.73,1042.77,1004.47,996.97,934.67,above_R2
RATNAVEER,351,180.66,55.3,neutral,falling,none,32.1,26.4,bull,neutral,none,above_mid,6.53,True,contracting,above,bullish,above,none,-12.5,below0,-49.2,neutral,flat,bullish,71.3,neutral,0.955,1.488,-0.533,below_signal,contracting_neg,none,above,177.82,173.82,160.62,bullish,rising,above,above,above,27.9,trending,+DI>-DI,falling,green_buy,none,7.55,4.18,contracting,182.21,below,-0.85,179.42,184.64,175.44,189.06,171.79,mid_range
FLUOROCHEM,352,4144.9,69.9,neutral,rising,bearish,93.4,77.6,none,overbought,none,above_upper,8.72,True,contracting,above,bullish,above,none,88.2,above0,-7.0,overbought,rising,none,67.4,neutral,86.436,71.216,15.22,above_signal,expanding_pos,bull,above,3941.42,3800.73,3600.98,bullish,rising,above,above,above,20.8,transitional,+DI>-DI,rising,green_buy,none,114.0,2.75,expanding,3963.62,above,4.57,4119.33,4195.47,4068.77,4013.87,3841.67,above_R2
SEAMECLTD,350,1380.4,37.9,neutral,falling,none,23.7,30.0,none,neutral,none,below_mid,8.16,True,contracting,below,bearish,below,bear,-56.3,below0,-85.8,oversold,rising,none,49.9,neutral,-25.231,-25.365,0.134,above_signal,contracting_pos,none,below,1442.49,1471.28,1304.77,mixed,rising,below,below,above,20.6,transitional,-DI>+DI,falling,red_sell,none,60.0,4.35,contracting,1425.62,below,-3.17,1389.77,1418.53,1351.63,1472.97,1388.47,below_S1
AURUM,352,239.28,66.4,neutral,flat,none,59.9,71.5,bear,neutral,none,above_mid,19.82,False,contracting,above,bullish,above,none,45.9,above0,-50.9,neutral,rising,none,68.4,neutral,11.636,10.955,0.681,above_signal,contracting_pos,bull,above,225.21,207.66,187.3,bullish,rising,above,above,above,47.0,trending,+DI>-DI,rising,green_buy,none,10.67,4.46,expanding,238.08,above,0.51,239.58,244.1,234.77,234.58,216.92,above_R1
BHAGERIA,351,203.49,46.6,neutral,falling,bearish,20.0,24.9,bear,oversold,bearish,below_mid,16.24,True,expanding,above,bearish,below,none,-64.5,below0,-83.3,oversold,falling,bullish,45.7,neutral,1.455,4.594,-3.14,below_signal,contracting_neg,none,above,209.24,198.07,180.47,bullish,rising,below,above,above,21.3,transitional,-DI>+DI,falling,green_buy,none,10.21,5.02,contracting,220.59,below,-7.75,203.66,207.33,199.83,221.55,201.55,mid_range
