expiry,strike,side,tf,status,legs,tightening,pivot,pct,bars,depths,vwap_pos,vwap,ema_sig,ema_cross,smc_struct,smc_zone,smc_sd,smc_liq,smc_trend
28-Jul-2026,24300,CE,3m,At pivot,3,False,317.2,-1.18,125,-4.7% / -5.9% / -3.2%,below,340.67,bear,,range,Discount,at supply,sell-side swept (bullish stop-hunt),uptrend line swept (SSL)
28-Jul-2026,24300,CE,5m,At pivot,3,False,314.5,-0.33,75,-4.1% / -5.1% / -5.9%,below,340.62,bear,,bear,Discount,—,BSL above,—
28-Jul-2026,24300,CE,15m,No VCP,1,False,368.8,-15.01,25,-4.4%,below,339.99,bear,,range,Discount,—,—,—
28-Jul-2026,24300,CE,1h,insufficient data,0,False,,,7,,below,336.15,—,,—,—,—,—,—
28-Jul-2026,24300,PE,1m,Breakout,3,False,254.35,0.18,375,-1.3% / -6.7% / -3.5%,above,238.15,bear,,range,Premium,at supply,BSL above,downtrend line broken (BSL)
28-Jul-2026,24300,PE,3m,At pivot,3,False,257.5,-1.05,125,-5.0% / -7.0% / -3.5%,above,238.17,bear,,bear,Premium,at supply,BSL above,downtrend line broken (BSL)
28-Jul-2026,24300,PE,5m,Contracting,3,False,266.5,-4.39,75,-2.8% / -4.4% / -6.7%,above,238.15,bull,,bull,Premium,demand below,SSL below,—
28-Jul-2026,24300,PE,15m,Breakout,1,False,236.9,7.56,25,-8.2%,above,238.31,bull,,range,Premium,—,—,downtrend line broken (BSL)
28-Jul-2026,24300,PE,1h,insufficient data,0,False,,,7,,above,239.73,—,,—,—,—,—,—
28-Jul-2026,24350,CE,1m,At pivot,3,False,286.0,-1.1,375,-1.8% / -3.4% / -1.9%,below,311.05,bull,,range,Discount,demand below,BSL above,—
28-Jul-2026,24350,CE,3m,At pivot,3,False,285.85,-1.05,125,-3.0% / -5.5% / -3.4%,below,310.88,bear,,range,Discount,at supply,BSL above,downtrend line broken (BSL)
28-Jul-2026,24350,CE,5m,Contracting,3,False,290.3,-2.57,75,-4.7% / -5.5% / -5.3%,below,310.78,bear,,bear,Discount,—,BSL above,downtrend line broken (BSL)
28-Jul-2026,24350,CE,15m,No VCP,1,False,337.95,-16.3,25,-4.7%,below,310.18,bear,,range,Discount,—,—,—
28-Jul-2026,24350,CE,1h,insufficient data,0,False,,,7,,below,306.38,—,,—,—,—,—,—
28-Jul-2026,24350,PE,1m,Breakout,3,False,275.75,0.63,375,-4.0% / -6.3% / -3.0%,above,258.4,bear,,range,Premium,demand below,BSL above,downtrend line broken (BSL)
28-Jul-2026,24350,PE,3m,At pivot,3,False,278.75,-0.45,125,-3.9% / -6.5% / -3.0%,above,258.45,bear,,bear,Premium,demand below,BSL above,downtrend line broken (BSL)
28-Jul-2026,24350,PE,5m,Contracting,3,False,288.1,-3.68,75,-8.0% / -3.9% / -6.5%,above,258.48,bull,,bull,Premium,—,SSL below,—
28-Jul-2026,24350,PE,15m,Breakout,1,False,257.25,7.87,25,-8.5%,above,258.63,bull,,range,Premium,—,—,downtrend line broken (BSL)
28-Jul-2026,24350,PE,1h,insufficient data,0,False,,,7,,above,260.3,—,,—,—,—,—,—
