symbol,mcap_cr,yahoo_ticker,name,exchange,CMP,dist_52wh_pct,rsi,adx,above_ema200,above_ema50,vol_drying,vol_spike10,base_depth_pct,weeks_base,cmf,macd_hist,confA_macd,confB_cmf,confC_obv,confE_vcp,confF_no_supply,gannG_sq9,gannH_cycle,next_resistance,vcp_contractions
RATNAVEER,1143.62,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,NSE,168.9,12.66,48.7,22.7,True,True,True,False,27.1,87.8,-0.223,-1.938,True,False,True,True,True,True,True,169.9,3
RAMCOSYS,2113.91,RAMCOSYS.NS,Ramco Systems Limited,NSE,562.25,17.6,76.6,37.2,True,True,False,True,35.1,84.0,0.431,9.746,False,True,False,False,False,True,True,574.7,3
RAMCOIND,2662.56,RAMCOIND.NS,Ramco Industries Limited,NSE,307.25,22.81,62.6,27.0,True,True,False,True,23.7,85.4,-0.149,1.367,False,False,False,False,True,True,True,315.0,3
RALLIS,4418.33,RALLIS.NS,Rallis India Limited,NSE,227.24,41.11,24.4,22.4,False,False,True,False,20.1,89.6,-0.303,-2.822,False,False,False,False,True,True,True,247.15,3
QUESS,3521.24,QUESS.NS,Quess Corp Limited,NSE,235.71,28.94,71.2,22.2,True,True,False,True,26.0,84.0,0.216,1.631,False,True,False,False,True,True,True,253.3,3
RADICO,46750.08,RADICO.NS,Radico Khaitan Limited,NSE,3490.7,5.12,55.9,32.0,True,True,True,False,26.3,86.0,-0.116,-24.038,True,False,True,True,False,True,True,3523.9,3
RADHIKAJWE,667.76,RADHIKAJWE.NS,Radhika Jeweltech Limited,NSE,56.53,49.3,41.5,12.9,False,False,True,True,23.5,87.2,-0.275,0.092,False,False,False,True,True,False,True,59.5,3
RAIN,6626.01,RAIN.NS,Rain Industries Limited,NSE,197.09,4.93,75.2,49.4,True,True,False,True,43.0,84.4,0.135,2.327,False,True,False,False,True,True,True,207.3,3
RAJOOENG,969.67,RAJOOENG.NS,Rajoo Engineers Limited,NSE,54.22,62.83,40.9,14.2,False,False,True,False,29.1,90.2,-0.267,-0.015,False,False,False,True,True,False,True,58.4,3
RAINBOW,13639.9,RAINBOW.NS,Rainbow Childrens Medicare Limited,NSE,1343.3,18.38,55.3,25.8,True,True,True,False,12.2,84.4,0.135,-5.364,False,True,False,True,True,True,True,1356.0,3
RAILTEL,10040.56,RAILTEL.NS,Railtel Corporation Of India Limited,NSE,313.25,34.6,44.7,14.3,False,False,True,False,22.1,91.2,-0.107,-1.767,True,False,False,True,False,True,True,330.0,3
RAJRATAN,2197.12,RAJRATAN.NS,Rajratan Global Wire Limited,NSE,432.15,19.97,57.9,12.1,True,True,True,False,17.2,87.8,-0.23,1.09,False,False,True,True,False,True,False,435.0,3
RAYMOND,3395.26,RAYMOND.NS,Raymond Limited,NSE,510.1,34.93,51.9,31.0,True,True,False,False,34.8,85.8,0.174,-6.116,False,True,False,True,False,True,True,527.95,3
MANINDS,4032.14,MANINDS.NS,Man Industries (India) Limited,NSE,537.55,11.35,54.1,22.4,True,True,False,True,27.4,86.2,0.107,-7.311,True,True,True,False,True,True,False,570.0,3
NSLNISP,14647.17,NSLNISP.NS,NMDC Steel Limited,NSE,49.96,7.05,64.3,35.0,True,True,False,True,24.7,84.6,0.087,0.547,False,True,False,False,True,False,True,53.75,3
MARKSANS,10558.72,MARKSANS.NS,Marksans Pharma Limited,NSE,233.19,13.86,59.6,47.4,True,True,False,True,35.1,85.4,0.137,-0.575,False,True,False,False,True,True,True,241.0,3
MANKIND,96492.75,MANKIND.NS,Mankind Pharma Limited,NSE,2336.1,14.0,46.7,29.9,True,True,False,True,23.6,85.8,-0.121,-25.517,False,False,False,True,True,True,True,2437.0,3
MANORAMA,8827.31,MANORAMA.NS,Manorama Industries Limited,NSE,1476.1,16.13,56.0,18.0,True,True,False,True,24.3,88.6,-0.17,4.765,False,False,False,False,True,True,True,1487.0,3
MANYAVAR,9863.49,MANYAVAR.NS,Vedant Fashions Limited,NSE,405.4,52.3,41.9,25.4,False,False,True,False,19.7,87.4,-0.263,-3.045,True,False,False,True,True,True,False,470.85,3
MAPMYINDIA,4669.75,MAPMYINDIA.NS,C.E. Info Systems Limited,NSE,853.4,57.29,43.1,21.9,False,False,False,False,28.6,87.4,0.047,-5.208,True,True,False,True,True,True,True,944.7,3
MARINE,,MARINE.NS,Marine Electricals (India) Limited,NSE,248.85,11.91,57.8,40.4,True,True,False,True,35.1,85.0,-0.056,0.153,False,False,False,False,True,True,True,254.0,3
MARICO,105267.84,MARICO.NS,Marico Limited,NSE,810.65,4.49,48.1,24.4,True,True,True,True,12.8,87.8,-0.183,-4.641,False,False,False,True,True,True,False,845.0,3
MAHSEAMLES,8369.79,MAHSEAMLES.NS,Maharashtra Seamless Limited,NSE,623.95,19.37,47.6,22.7,True,True,True,False,13.0,90.2,-0.018,-3.067,True,False,False,True,True,True,True,644.0,3
MAHLIFE,7233.38,MAHLIFE.NS,Mahindra Lifespace Developers Limited,NSE,338.5,20.74,53.2,10.1,False,True,True,True,10.9,91.4,-0.266,0.409,False,False,False,True,False,True,True,345.0,3
MANAPPURAM,28926.86,MANAPPURAM.NS,Manappuram Finance Limited,NSE,308.2,7.72,47.8,22.2,True,True,True,False,22.6,85.8,0.151,-3.03,False,True,True,True,False,True,True,311.75,3
MANAKCOAT,1105.97,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,NSE,104.53,42.82,49.9,15.7,False,False,True,False,19.5,89.2,-0.117,0.473,False,False,True,True,False,True,True,107.8,3
MAMATA,911.1,MAMATA.NS,Mamata Machinery Limited,NSE,370.15,31.58,34.2,21.3,False,False,True,True,18.6,88.6,-0.103,-5.531,False,False,False,False,False,True,True,392.95,3
MANALIPETC,1110.6,MANALIPETC.NS,Manali Petrochemicals Limited,NSE,64.58,20.37,69.0,37.0,True,True,False,True,21.6,84.2,0.09,0.437,False,True,False,False,True,False,True,66.36,3
MAHLOG,3462.37,MAHLOG.NS,Mahindra Logistics Limited,NSE,348.95,22.46,37.0,22.5,False,False,True,False,25.0,90.0,-0.321,0.312,False,False,False,True,True,True,True,361.15,3
NRBBEARING,3727.64,NRBBEARING.NS,NRB Bearing Limited,NSE,385.65,1.54,72.2,47.5,True,True,False,False,36.8,83.6,0.029,-2.427,False,True,False,True,True,True,True,388.5,3
MANINFRA,4601.8,MANINFRA.NS,Man Infraconstruction Limited,NSE,114.1,40.21,46.8,18.7,False,True,True,False,35.7,87.6,-0.429,-1.291,True,False,False,True,True,True,True,119.49,3
MCLOUD,1473.85,MCLOUD.NS,Magellanic Cloud Limited,NSE,25.07,76.22,41.8,13.5,False,False,True,True,16.9,88.0,-0.267,-0.149,False,False,False,False,True,False,True,27.5,3
MEDIASSIST,2666.48,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,NSE,357.25,39.87,43.2,11.1,False,False,False,False,20.0,86.8,-0.304,-2.658,False,False,False,True,True,True,True,365.0,3
MCX,71462.74,MCX.NS,Multi Commodity Exchange of India Limited,NSE,2795.0,19.68,35.7,30.7,True,False,False,True,24.6,86.2,-0.163,-72.389,False,False,False,True,True,True,True,2903.0,3
MEDPLUS,10300.09,MEDPLUS.NS,Medplus Health Services Limited,NSE,858.7,15.99,43.1,17.5,True,False,False,False,17.5,85.4,-0.275,-6.168,False,False,True,False,True,True,False,868.0,3
MEDANTA,33326.16,MEDANTA.NS,Global Health Limited,NSE,1240.0,14.86,61.0,33.8,True,True,False,False,19.6,86.6,-0.168,-4.637,True,False,True,False,False,True,True,1248.9,3
MCLEODRUSS,739.34,MCLEODRUSS.NS,Mcleod Russel India Limited,NSE,70.91,9.57,58.5,44.3,True,True,True,False,51.5,84.2,0.279,-0.897,False,True,False,True,True,False,True,78.41,3
MCL,,MCL.NS,Madhav Copper Limited,NSE,59.6,36.05,43.5,8.1,False,False,False,True,12.7,91.4,0.032,-0.224,False,True,False,False,False,False,False,61.5,3
MARUTI,410251.34,MARUTI.NS,Maruti Suzuki India Limited,NSE,13050.0,24.87,45.7,16.2,False,False,True,True,9.1,88.8,-0.121,-6.567,False,False,False,False,True,True,True,13176.0,3
MASTERTR,1006.27,MASTERTR.NS,Master Trust Limited,NSE,81.91,51.94,45.6,21.9,False,False,True,False,28.7,85.6,-0.214,-1.305,False,False,False,True,True,False,True,89.9,3
MASFIN,5567.9,MASFIN.NS,MAS Financial Services Limited,NSE,306.15,14.69,41.0,16.8,False,False,True,False,16.5,88.8,-0.211,-0.917,True,False,False,True,True,True,True,307.9,3
MAYURUNIQ,3186.38,MAYURUNIQ.NS,Mayur Uniquoters Ltd,NSE,733.65,8.95,64.1,49.0,True,True,False,True,32.7,84.6,0.159,-1.369,False,True,False,True,True,True,False,805.75,3
MBAPL,,MBAPL.NS,Madhya Bharat Agro Products Limited,NSE,546.8,6.53,54.6,16.3,True,True,True,False,14.2,87.2,-0.206,-0.033,True,False,False,True,False,True,False,553.05,3
MAZDOCK,97716.79,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,NSE,2423.1,30.67,40.5,13.3,False,False,True,False,15.3,89.4,-0.16,-3.751,True,False,True,True,True,True,True,2465.0,3
MAXHEALTH,95090.78,MAXHEALTH.NS,Max Healthcare Institute Limited,NSE,977.25,25.64,44.0,22.8,False,False,False,True,17.2,86.2,-0.139,-7.344,True,False,False,False,True,True,True,993.3,3
MAHABANK,60870.97,MAHABANK.NS,Bank of Maharashtra,NSE,79.19,7.81,51.9,13.4,True,True,True,False,21.0,88.2,-0.008,-0.341,True,False,False,True,True,False,False,81.5,3
MBEL,1593.29,MBEL.NS,M & B Engineering Limited,NSE,280.55,47.65,34.9,20.3,False,False,True,False,20.1,73.2,-0.273,-2.23,False,False,False,True,True,True,True,303.9,3
LEMONTREE,8702.83,LEMONTREE.NS,Lemon Tree Hotels Limited,NSE,109.91,39.17,40.3,17.1,False,False,True,False,16.7,90.6,-0.17,-0.535,False,False,False,True,False,True,True,120.44,3
LICI,505873.32,LICI.NS,Life Insurance Corporation Of India,NSE,399.9,18.39,46.2,12.0,False,False,False,True,9.5,85.6,-0.321,-1.248,False,False,True,True,False,True,True,404.42,3
LEMERITE,,LEMERITE.NS,Le Merite Exports Limited,NSE,29.46,72.61,8.8,54.8,False,False,False,True,69.5,86.8,-0.757,-2.915,True,False,False,False,True,False,False,63.74,3
LIKHITHA,837.92,LIKHITHA.NS,Likhitha Infrastructure Limited,NSE,216.39,33.21,58.8,22.5,True,True,True,False,24.5,90.2,0.081,1.079,False,True,True,True,True,True,True,224.89,3
LICHSGFIN,30250.71,LICHSGFIN.NS,LIC Housing Finance Limited,NSE,549.75,14.97,51.5,15.1,True,True,True,False,14.2,87.8,0.055,-1.078,True,True,True,False,False,True,True,556.4,3
LAXMIINDIA,556.91,LAXMIINDIA.NS,Laxmi India Finance Limited,NSE,106.7,41.02,37.9,15.5,False,False,True,False,31.4,70.2,0.123,-1.878,True,True,False,True,True,True,True,110.76,3
LAXMIDENTL,1261.38,LAXMIDENTL.NS,Laxmi Dental Limited,NSE,229.9,54.92,56.1,33.5,False,True,False,True,33.7,85.8,-0.09,-0.64,False,False,False,True,True,True,True,249.28,3
LANDMARK,1732.61,LANDMARK.NS,Landmark Cars Limited,NSE,418.25,36.9,63.9,28.3,False,True,False,True,20.5,91.0,-0.076,6.163,False,False,False,False,False,True,True,429.6,3
LALPATHLAB,25748.32,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,NSE,1536.9,13.17,45.2,27.9,True,True,True,False,20.8,86.6,-0.147,-18.243,False,False,False,True,True,True,True,1555.6,3
LAURUSLABS,78117.25,LAURUSLABS.NS,Laurus Labs Limited,NSE,1446.8,0.23,81.3,50.2,True,True,True,False,26.0,84.0,0.356,0.06,False,True,False,True,True,True,False,1450.1,3
LLOYDSENT,10026.81,LLOYDSENT.NS,Lloyds Enterprises Limited,NSE,66.86,30.64,45.7,25.7,True,True,True,False,25.0,85.0,-0.254,-0.977,False,False,False,True,True,False,True,68.75,3
LLOYDSENGG,10637.04,LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,NSE,72.69,13.74,61.1,41.8,True,True,False,True,40.1,85.4,-0.046,-0.806,False,False,False,True,True,False,True,79.4,3
LXCHEM,4396.58,LXCHEM.NS,Laxmi Organic Industries Limited,NSE,158.66,34.17,57.3,25.8,False,True,False,True,31.2,84.4,-0.043,-0.067,True,False,True,False,True,True,True,163.0,3
LATTEYS,,LATTEYS.NS,Latteys Industries Limited,NSE,22.36,39.57,45.5,21.1,True,False,False,False,33.0,86.8,0.04,-0.297,False,True,True,True,True,False,True,22.72,3
LATENTVIEW,6470.54,LATENTVIEW.NS,Latent View Analytics Limited,NSE,312.6,39.59,50.7,21.1,False,False,True,False,18.6,86.6,-0.063,-1.16,False,False,True,True,True,True,True,321.55,3
MADRASFERT,1108.38,MADRASFERT.NS,Madras Fertilizers Limited,NSE,68.86,30.28,53.5,22.6,False,True,True,False,14.8,86.8,-0.239,0.092,False,False,True,True,False,False,True,69.4,3
M&MFIN,40309.16,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,NSE,289.85,29.68,35.8,18.3,False,False,True,False,17.0,88.0,-0.181,-2.33,False,False,False,True,True,True,True,292.0,3
MAANALU,767.81,MAANALU.NS,Maan Aluminium Limited,NSE,128.72,30.32,35.6,19.9,False,False,True,False,26.0,89.4,-0.365,-1.559,False,False,False,True,True,True,False,133.7,3
M&M,378126.03,M&M.NS,Mahindra & Mahindra Limited,NSE,3040.5,20.82,44.3,14.5,False,False,True,True,14.3,88.2,-0.255,-8.695,False,False,False,False,True,True,True,3157.9,3
LOTUSDEV,6707.73,LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,NSE,137.16,37.22,46.2,9.3,False,False,True,False,11.8,70.2,-0.301,-0.413,True,False,False,True,True,True,True,140.9,3
LLOYDSME,96982.05,LLOYDSME.NS,Lloyds Metals And Energy Limited,NSE,1778.6,5.82,55.6,32.2,True,True,True,False,22.7,85.4,-0.016,-9.658,False,False,True,True,True,True,False,1790.0,3
LUMAXTECH,11344.85,LUMAXTECH.NS,Lumax Auto Technologies Limited,NSE,1664.4,12.31,48.5,16.6,True,True,True,True,19.0,91.0,0.112,6.156,False,True,True,False,True,True,True,1703.1,3
LODHA,89330.77,LODHA.NS,Lodha Developers Limited,NSE,894.45,41.58,50.5,16.5,False,True,True,True,19.6,88.0,-0.034,-3.194,False,False,True,True,False,True,True,904.0,3
LUPIN,103701.13,LUPIN.NS,Lupin Limited,NSE,2267.7,9.07,47.0,11.1,True,False,True,True,11.4,88.2,-0.162,-0.919,True,False,False,True,True,True,False,2294.0,3
LTM,119433.09,LTM.NS,LTM Limited,NSE,4027.2,37.36,44.1,19.1,False,False,False,True,18.5,90.6,-0.194,14.497,False,False,False,True,False,True,False,4284.0,3
LTFOODS,13357.08,LTFOODS.NS,LT Foods Limited,NSE,384.85,25.78,39.6,22.3,False,False,True,False,14.3,88.8,-0.146,-2.494,False,False,False,True,True,True,True,390.7,3
LT,543956.44,LT.NS,Larsen & Toubro Limited,NSE,3953.2,10.96,47.5,9.5,True,False,True,False,8.0,91.2,-0.034,-6.437,False,False,True,True,False,True,True,3988.0,3
LUXIND,4030.21,LUXIND.NS,Lux Industries Limited,NSE,1343.4,26.32,45.5,14.2,True,True,True,False,31.2,90.0,-0.136,-8.313,True,False,False,True,True,True,True,1355.2,3
LTTS,34100.52,LTTS.NS,L&T Technology Services Limited,NSE,3212.7,32.02,35.3,15.9,False,False,True,True,16.8,88.0,-0.294,-36.901,False,False,False,False,False,True,True,3535.0,3
NELCAST,1224.11,NELCAST.NS,Nelcast Limited,NSE,140.74,22.2,52.9,30.8,True,True,True,False,30.5,87.6,-0.374,-0.322,True,False,True,False,True,True,True,142.5,3
METROPOLIS,11046.42,METROPOLIS.NS,Metropolis Healthcare Limited,NSE,533.2,11.13,54.3,35.9,True,True,True,False,24.6,87.2,-0.171,-1.724,False,False,False,True,False,True,True,537.5,3
LTF,67310.42,LTF.NS,L&T Finance Limited,NSE,268.6,18.47,40.8,11.5,True,False,True,False,13.9,88.2,-0.054,-1.561,False,False,False,False,True,True,True,272.19,3
NDTV,955.85,NDTV.NS,New Delhi Television Limited,NSE,84.74,52.38,60.5,20.7,False,True,False,True,20.5,85.4,-0.058,0.409,False,False,False,False,False,False,True,85.8,3
NELCO,1588.27,NELCO.NS,NELCO Limited,NSE,697.6,39.91,56.3,19.0,False,True,True,False,21.9,90.6,-0.399,0.923,False,False,True,True,True,True,True,715.95,3
NETWEB,26564.54,NETWEB.NS,Netweb Technologies India Limited,NSE,4666.0,6.02,63.8,29.7,True,True,False,True,34.9,84.2,0.091,77.09,False,True,False,False,True,True,True,4965.0,3
NEOGEN,5220.73,NEOGEN.NS,Neogen Chemicals Limited,NSE,1903.6,2.89,67.3,39.0,True,True,True,True,33.4,84.8,0.072,9.16,False,True,False,False,True,True,True,1960.3,3
NESTLEIND,267582.54,NESTLEIND.NS,Nestle India Limited,NSE,1386.2,7.47,42.6,27.8,True,True,True,True,18.4,87.8,-0.278,-10.332,False,False,False,True,True,True,False,1431.7,3
NETWORK18,5165.7,NETWORK18.NS,Network18 Media & Investments Limited,NSE,33.41,48.83,58.4,16.1,False,True,False,True,22.7,91.0,0.277,0.059,False,True,True,False,True,False,True,35.63,3
NEWGEN,6959.34,NEWGEN.NS,Newgen Software Technologies Limited,NSE,489.05,63.39,56.1,18.5,False,True,False,True,19.8,84.4,0.246,6.587,False,True,True,False,True,True,True,514.0,3
NAVKARCORP,1469.97,NAVKARCORP.NS,Navkar Corporation Limited,NSE,97.5,30.46,51.9,12.2,False,True,True,False,22.6,90.8,-0.268,0.065,False,False,True,True,True,True,True,98.9,3
NATIONALUM,72657.15,NATIONALUM.NS,National Aluminium Company Limited,NSE,395.7,11.11,41.3,12.7,True,False,False,True,12.7,89.8,-0.179,-0.806,False,False,False,False,False,True,False,410.2,3
NAUKRI,64089.89,NAUKRI.NS,Info Edge (India) Limited,NSE,988.45,36.23,51.4,20.7,False,False,False,True,16.0,90.6,-0.059,6.549,False,False,False,True,True,True,False,996.0,3
NAZARA,10048.86,NAZARA.NS,Nazara Technologies Limited,NSE,271.5,25.26,46.0,19.8,False,True,False,False,22.1,87.0,0.227,-2.934,False,True,True,True,False,True,True,274.8,3
NAVINFLUOR,36068.97,NAVINFLUOR.NS,Navin Fluorine International Limited,NSE,7032.5,6.54,52.4,34.3,True,True,True,False,20.4,85.2,-0.009,-43.995,False,False,False,True,True,True,False,7119.0,3
NAVA,16919.23,NAVA.NS,NAVA LIMITED,NSE,595.5,19.46,39.6,19.0,False,False,True,False,21.6,87.8,-0.364,-3.373,True,False,False,True,True,True,False,598.8,3
NAVNETEDUL,3150.08,NAVNETEDUL.NS,Navneet Education Limited,NSE,142.52,15.42,50.1,21.2,False,True,True,False,19.4,91.0,-0.098,-0.167,True,False,True,True,False,True,True,143.44,3
NCC,9179.12,NCC.NS,NCC Limited,NSE,146.28,39.59,37.0,20.5,False,False,True,False,15.5,88.2,-0.4,-0.676,True,False,False,True,True,True,True,147.4,3
NBCC,28728.0,NBCC.NS,NBCC (India) Limited,NSE,106.36,18.62,69.4,25.6,True,True,False,True,20.4,84.0,-0.031,0.867,False,False,False,False,True,True,True,111.18,3
NIVABUPA,15226.74,NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,NSE,82.42,11.28,52.7,35.1,True,True,False,False,20.0,87.4,-0.302,-0.361,False,False,False,True,True,False,True,83.39,3
NMDC,81755.11,NMDC.NS,NMDC Limited,NSE,92.9,4.71,55.5,12.0,True,True,False,True,14.7,84.4,0.025,0.266,False,True,False,False,False,False,False,93.78,3
NFL,3622.43,NFL.NS,National Fertilizers Limited,NSE,73.84,34.19,41.6,12.3,False,False,True,False,10.2,88.0,-0.256,-0.313,False,False,False,True,True,False,True,78.5,3
NITCO,2216.6,NITCO.NS,Nitco Limited,NSE,92.17,43.78,44.0,19.2,False,False,True,True,25.2,87.4,-0.161,-0.927,False,False,False,False,False,False,True,93.5,3
NIBE,2381.79,NIBE.NS,NIBE Limited,NSE,1590.4,20.52,79.6,48.4,True,True,False,True,43.5,84.0,0.063,21.517,False,True,False,True,True,True,True,1699.0,3
NOCIL,2695.78,NOCIL.NS,NOCIL Limited,NSE,161.19,23.61,40.9,17.6,False,False,True,False,17.7,88.6,-0.304,-0.749,False,False,True,True,True,True,True,166.31,3
NITINSPIN,3015.36,NITINSPIN.NS,Nitin Spinners Limited,NSE,535.8,5.12,69.6,46.8,True,True,False,True,32.4,83.6,-0.208,0.229,False,False,False,False,True,True,True,544.95,3
NH,40260.1,NH.NS,Narayana Hrudayalaya Ltd.,NSE,1969.2,16.92,61.2,14.6,True,True,False,True,14.9,84.2,0.072,3.527,False,True,False,False,True,True,True,2005.0,3
NIITLTD,1277.66,NIITLTD.NS,NIIT Limited,NSE,93.59,35.85,81.6,30.2,True,True,False,True,35.6,84.0,0.507,3.131,False,True,False,False,True,False,True,101.0,3
NIACL,24950.72,NIACL.NS,The New India Assurance Company Limited,NSE,151.51,29.44,40.3,23.8,False,False,True,False,27.4,91.4,-0.019,-2.013,False,False,True,True,True,True,True,152.32,3
NIITMTS,3136.84,NIITMTS.NS,NIIT Learning Systems Limited,NSE,228.02,48.63,40.2,43.6,False,False,False,True,41.4,90.2,-0.27,2.547,False,False,False,False,True,True,False,301.8,3
MFSL,55337.43,MFSL.NS,Max Financial Services Limited,NSE,1604.2,15.23,45.4,15.0,False,False,True,False,11.8,85.6,-0.034,-10.003,False,False,False,False,False,True,True,1615.0,3
MOBIKWIK,1533.67,MOBIKWIK.NS,One Mobikwik Systems Limited,NSE,194.67,41.72,46.2,11.9,False,False,False,True,26.3,89.6,-0.226,-0.372,True,False,False,True,False,True,True,204.8,3
NLCINDIA,46660.32,NLCINDIA.NS,NLC India Limited,NSE,336.6,13.2,51.2,41.3,True,True,False,False,32.7,87.2,-0.079,-3.301,False,False,True,True,False,True,True,355.5,3
NAM-INDIA,71044.0,NAM-INDIA.NS,Nippon Life India Asset Management Limited,NSE,1113.1,2.74,59.4,32.6,True,True,True,True,20.3,84.0,0.115,-2.88,True,True,False,True,True,True,True,1122.0,3
NATCOPHARM,16006.15,NATCOPHARM.NS,Natco Pharma Limited,NSE,893.4,27.18,23.6,36.3,False,False,False,True,27.8,87.6,-0.268,-34.351,False,False,False,False,True,True,False,938.15,3
MOL,1242.32,MOL.NS,Meghmani Organics Limited,NSE,48.77,54.12,44.3,12.8,False,False,True,False,24.2,88.4,-0.383,-0.302,True,False,False,True,False,False,True,52.2,3
MOKSH,,MOKSH.NS,Moksh Ornaments Limited,NSE,11.82,29.01,45.5,18.2,False,False,True,False,32.3,88.0,-0.472,-0.083,True,False,False,True,True,False,True,12.12,2
NORTHARC,4792.22,NORTHARC.NS,Northern Arc Capital Limited,NSE,296.85,7.72,63.0,27.7,True,True,False,False,28.5,87.8,-0.155,-0.201,True,False,False,False,True,True,True,321.7,3
NHPC,75287.54,NHPC.NS,NHPC Limited,NSE,74.97,18.81,41.1,19.8,False,False,False,True,17.3,89.4,-0.235,-0.462,False,False,False,False,True,False,True,76.0,3
MODISONLTD,1175.5,MODISONLTD.NS,MODISON LIMITED,NSE,362.7,0.0,94.8,66.9,True,True,False,True,62.8,83.6,0.568,14.388,False,True,False,False,True,True,True,362.7,3
MOLDTKPAC,2355.76,MOLDTKPAC.NS,Mold-Tek Packaging Limited,NSE,709.0,20.6,66.6,41.1,True,True,False,False,30.2,84.4,0.131,-1.908,False,True,False,True,False,True,True,714.85,3
MONARCH,2671.34,MONARCH.NS,Monarch Networth Capital Limited,NSE,338.9,15.02,63.3,27.1,True,True,False,True,19.4,85.0,0.063,0.552,False,True,False,True,True,True,True,342.5,3
MMTC,10200.0,MMTC.NS,MMTC Limited,NSE,68.03,13.12,61.6,22.4,True,True,True,True,20.3,91.0,-0.012,0.224,False,False,True,False,True,False,True,68.99,3
MGEL,510.81,MGEL.NS,Mangalam Global Enterprise Limited,NSE,15.47,15.92,69.3,35.5,True,True,False,True,28.5,84.6,-0.143,0.167,False,False,False,False,True,False,True,15.8,3
MOIL,6066.91,MOIL.NS,MOIL Limited,NSE,297.8,26.58,44.0,10.6,False,False,True,False,14.2,89.6,-0.308,-0.483,True,False,False,True,True,True,False,306.35,3
MGL,10747.52,MGL.NS,Mahanagar Gas Limited,NSE,1089.1,31.37,50.5,14.9,False,True,True,False,16.2,87.8,0.002,-0.347,False,True,False,False,False,True,True,1097.5,3
MIDHANI,8148.35,MIDHANI.NS,Mishra Dhatu Nigam Limited,NSE,435.55,7.13,63.3,35.8,True,True,False,True,29.5,84.2,-0.001,0.597,False,False,False,True,True,True,True,438.7,3
